year,site,block,plot,subplot,treatment,species,value,dataset_id,treatment_type,design,timepoints,time_since_disturbance,realm,taxon,metric,unit,comment
2008,Valley,1,B,control,girdle_control,Lasius alienus,1,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,1,B,control,girdle_control,Aphaenogaster picea,3,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,1,B,disturbance,girdle_disturbance,Lasius alienus,1,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,1,B,disturbance,girdle_disturbance,Aphaenogaster picea,9,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,A,control,log_control,Formica subsericea,3,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,A,control,log_control,Camponotus pennsylvanicus,6,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,A,control,log_control,Camponotus novaeboracensis,1,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,A,control,log_control,Aphaenogaster picea,1,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,A,control,log_control,Myrmica punctiventris,1,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,A,disturbance,log_disturbance,Formica subsericea,2,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,A,disturbance,log_disturbance,Camponotus pennsylvanicus,5,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,A,disturbance,log_disturbance,Camponotus novaeboracensis,1,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,A,disturbance,log_disturbance,Aphaenogaster picea,5,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,A,exclosure,log_exclosure,Tapinoma sessile,1,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,B,control,log_control,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,B,control,log_control,Camponotus novaeboracensis,2,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,B,control,log_control,Formica subsericea,1,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,B,control,log_control,Temnothorax longispinosus,1,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,B,control,log_control,Aphaenogaster picea,2,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,B,control,log_control,Formica pergandei,1,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,B,disturbance,log_disturbance,Tapinoma sessile,1,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,B,disturbance,log_disturbance,Formica neogagates,3,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,B,disturbance,log_disturbance,Formica subsericea,1,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,B,disturbance,log_disturbance,Aphaenogaster picea,4,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,B,disturbance,log_disturbance,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,2,B,exclosure,log_exclosure,Aphaenogaster picea,2,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,3,A,disturbance,hemlock_management_disturbance,Camponotus pennsylvanicus,4,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,3,A,disturbance,hemlock_management_disturbance,Aphaenogaster picea,1,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,3,B,control,hemlock_management_control,Aphaenogaster picea,1,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,3,B,exclosure,hemlock_management_exclosure,Aphaenogaster picea,1,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,8,A,control,hardwood_management_control,Formica aserva,1,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,8,A,control,hardwood_management_control,Aphaenogaster picea,2,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,8,A,disturbance,hardwood_management_disturbance,Formica subsericea,2,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,8,A,disturbance,hardwood_management_disturbance,Formica aserva,5,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,8,A,disturbance,hardwood_management_disturbance,Myrmica punctiventris,1,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,8,A,exclosure,hardwood_management_exclosure,Aphaenogaster picea,1,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,8,B,control,hardwood_management_control,Camponotus pennsylvanicus,3,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,8,B,control,hardwood_management_control,Myrmica punctiventris,1,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,8,B,control,hardwood_management_control,Aphaenogaster picea,2,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,8,B,control,hardwood_management_control,Formica pergandei,3,ellison_2018,manipulated community,AC,T3,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,8,B,disturbance,hardwood_management_disturbance,Aphaenogaster picea,2,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,8,B,disturbance,hardwood_management_disturbance,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,8,B,exclosure,hardwood_management_exclosure,Lasius umbratus,1,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2008,Valley,8,B,exclosure,hardwood_management_exclosure,Aphaenogaster picea,4,ellison_2018,manipulated community,AI,T3,2,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,4,A,control,log_control,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,4,A,control,log_control,Temnothorax longispinosus,1,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,4,A,control,log_control,Aphaenogaster picea,9,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,4,A,disturbance,log_disturbance,Camponotus novaeboracensis,1,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,4,A,disturbance,log_disturbance,Aphaenogaster picea,3,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,4,A,disturbance,log_disturbance,Camponotus nearcticus,2,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,4,A,disturbance,log_disturbance,Camponotus pennsylvanicus,2,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,4,B,control,log_control,Aphaenogaster picea,2,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,4,B,control,log_control,Camponotus novaeboracensis,1,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,4,B,disturbance,log_disturbance,Formica subsericea,2,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,4,B,disturbance,log_disturbance,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,4,B,disturbance,log_disturbance,Aphaenogaster picea,1,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,4,B,exclosure,log_exclosure,Aphaenogaster picea,1,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,4,B,exclosure,log_exclosure,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,4,B,exclosure,log_exclosure,Camponotus nearcticus,2,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,5,A,control,girdle_control,Aphaenogaster picea,3,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,5,A,control,girdle_control,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,5,A,disturbance,girdle_disturbance,Camponotus pennsylvanicus,2,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,5,A,disturbance,girdle_disturbance,Aphaenogaster picea,3,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,5,A,exclosure,girdle_exclosure,Camponotus nearcticus,1,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,5,B,control,girdle_control,Aphaenogaster picea,2,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,5,B,control,girdle_control,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,5,B,disturbance,girdle_disturbance,Aphaenogaster picea,1,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,5,B,disturbance,girdle_disturbance,Camponotus pennsylvanicus,2,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,5,B,exclosure,girdle_exclosure,Aphaenogaster picea,1,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,5,B,exclosure,girdle_exclosure,Camponotus pennsylvanicus,2,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,6,A,control,hemlock_management_control,Aphaenogaster picea,4,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,6,A,disturbance,hemlock_management_disturbance,Aphaenogaster picea,8,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,6,B,control,hemlock_management_control,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,6,B,control,hemlock_management_control,Aphaenogaster picea,1,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,6,B,disturbance,hemlock_management_disturbance,Aphaenogaster picea,1,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,6,B,exclosure,hemlock_management_exclosure,Stenamma impar,1,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,6,B,exclosure,hemlock_management_exclosure,Stenamma schmittii,1,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,6,B,exclosure,hemlock_management_exclosure,Aphaenogaster picea,1,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,7,A,control,hardwood_management_control,Aphaenogaster picea,6,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,7,A,control,hardwood_management_control,Formica subsericea,6,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,7,A,control,hardwood_management_control,Stenamma impar,2,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,7,A,control,hardwood_management_control,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,7,A,control,hardwood_management_control,Myrmica punctiventris,2,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,7,A,disturbance,hardwood_management_disturbance,Aphaenogaster picea,2,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,7,A,disturbance,hardwood_management_disturbance,Lasius umbratus,1,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,7,A,exclosure,hardwood_management_exclosure,Aphaenogaster picea,2,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,7,A,exclosure,hardwood_management_exclosure,Myrmica punctiventris,1,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,7,B,control,hardwood_management_control,Camponotus pennsylvanicus,1,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,7,B,control,hardwood_management_control,Aphaenogaster picea,2,ellison_2018,manipulated community,AC,T4,,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,7,B,disturbance,hardwood_management_disturbance,Formica subsericea,2,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
2009,Ridge,7,B,disturbance,hardwood_management_disturbance,Camponotus nearcticus,1,ellison_2018,manipulated community,AI,T4,3,terrestrial,invertebrates,count,count,Hierarchical experimental design. Treatment is one of 8 canopy manipulation treatments. Effort: is the number of times the pitfalls were sampled relevant for effort? Or should the time between first and last survey of each year be used as effort?
