"dataset_id","year","month","day","site","block","plot","subplot","treatment","treatment_type","design","timepoint","time_since_disturbance_days","species","metric","value","unit","comment"
"fridley_2009",1995,NA,NA,"B","B6",NA,NA,"control","manipulated climate","AC","T2",NA,"Potentilla erecta","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B6",NA,NA,"control","manipulated climate","AC","T2",NA,"Scabiosa columbaria","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Agrostis","count",19,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Anthoxanthum odoratum","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Campanula rotundifolia","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Carex caryophyllea","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Carex flacca","count",14,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Carex panicea","count",14,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Carex pulicaris","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Festuca ovina","count",21,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Helianthemum nummularium","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Helictotrichon pratense","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Potentilla erecta","count",9,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Sanguisorba minor","count",10,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Viola riviniana","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Agrostis","count",9,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Anthoxanthum odoratum","count",5,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Carex caryophyllea","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Carex flacca","count",36,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Carex panicea","count",14,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Dactylis glomerata","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Danthonia decumbens","count",9,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Festuca ovina","count",28,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Galium saxatile","count",17,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Helictotrichon pratense","count",25,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Hypericum pulchrum","count",5,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Koeleria macrantha","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Luzula campestris","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Plantago lanceolata","count",6,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Potentilla erecta","count",29,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"B","B9",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Viola riviniana","count",5,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Agrostis","count",51,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Carex caryophyllea","count",14,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Carex flacca","count",20,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Carex panicea","count",5,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Centaurea nigra","count",5,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Danthonia decumbens","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Deschampsia cespitosa","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Festuca ovina","count",83,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Galium saxatile","count",6,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Helictotrichon pratense","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Hypericum pulchrum","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Koeleria macrantha","count",7,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Lathyrus linifolius","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Pimpinella saxifraga","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Plantago lanceolata","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Potentilla erecta","count",9,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Sanguisorba minor","count",9,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C2",NA,NA,"warm dry","manipulated climate","AI","T2",NA,"Viola riviniana","count",6,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C3",NA,NA,"control","manipulated climate","AC","T2",NA,"Agrostis","count",52,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C3",NA,NA,"control","manipulated climate","AC","T2",NA,"Anthoxanthum odoratum","count",12,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C3",NA,NA,"control","manipulated climate","AC","T2",NA,"Campanula rotundifolia","count",5,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C3",NA,NA,"control","manipulated climate","AC","T2",NA,"Carex caryophyllea","count",11,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C3",NA,NA,"control","manipulated climate","AC","T2",NA,"Carex flacca","count",14,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C3",NA,NA,"control","manipulated climate","AC","T2",NA,"Carex panicea","count",12,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C3",NA,NA,"control","manipulated climate","AC","T2",NA,"Festuca ovina","count",19,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C3",NA,NA,"control","manipulated climate","AC","T2",NA,"Hypericum pulchrum","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C3",NA,NA,"control","manipulated climate","AC","T2",NA,"Koeleria macrantha","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C3",NA,NA,"control","manipulated climate","AC","T2",NA,"Lathyrus linifolius","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C3",NA,NA,"control","manipulated climate","AC","T2",NA,"Polygala serpyllifolia","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C3",NA,NA,"control","manipulated climate","AC","T2",NA,"Potentilla erecta","count",20,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C3",NA,NA,"control","manipulated climate","AC","T2",NA,"Sanguisorba minor","count",6,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C3",NA,NA,"control","manipulated climate","AC","T2",NA,"Viola riviniana","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C4",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Agrostis","count",51,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C4",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Anthoxanthum odoratum","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C4",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Campanula rotundifolia","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C4",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Carex caryophyllea","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C4",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Carex flacca","count",11,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C4",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Carex panicea","count",21,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C4",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Dactylis glomerata","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C4",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Festuca ovina","count",68,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C4",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Galium saxatile","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C4",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Hypericum pulchrum","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C4",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Koeleria macrantha","count",9,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C4",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Lathyrus linifolius","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C4",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Lotus corniculatus","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C4",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Potentilla erecta","count",8,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C4",NA,NA,"warm wet","manipulated climate","AI","T2",NA,"Sanguisorba minor","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Agrostis","count",30,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Anthoxanthum odoratum","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Briza media","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Campanula rotundifolia","count",9,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Carex caryophyllea","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Carex flacca","count",20,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Carex panicea","count",14,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Danthonia decumbens","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Festuca ovina","count",37,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Helianthemum nummularium","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Helictotrichon pratense","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Hypericum pulchrum","count",4,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Koeleria macrantha","count",9,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Linum catharticum","count",1,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Lotus corniculatus","count",9,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Sanguisorba minor","count",7,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Scabiosa columbaria","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C5",NA,NA,"warm","manipulated climate","AI","T2",NA,"Viola riviniana","count",6,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Agrostis","count",23,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Anthoxanthum odoratum","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Briza media","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Campanula rotundifolia","count",2,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Carex caryophyllea","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Carex flacca","count",5,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
"fridley_2009",1995,NA,NA,"C","C7",NA,NA,"dry","manipulated climate","AI","T2",NA,"Carex panicea","count",3,"count","Artificial temperature increase in winter began in November 1993 (warm treatment). Artificial drought began in summer 1994. Artificial increase of water input began in summer 1994. See metadata for full setup."
