lakeid,lakename,year4,daynum,sampledate,old_taxon_code,taxon_code,division,taxon_name,concentration,class,gal_dimension,mean_individ_vol,mean_individ_biovol,total_vol,total_biovol 
"T","Tuesday Lake",1986,218,1986-08-06,"O1",2361,"Chlorophyte","Oocystis sp. 1",0.091,"C",16.500,907.000,907.000,0.008,0.008
"T","Tuesday Lake",1986,218,1986-08-06,"O2",2362,"Chlorophyte","Oocystis sp. 2",0.030,"C",16.500,3862.000,3862.000,0.012,0.012
"T","Tuesday Lake",1986,218,1986-08-06,"MAK",1183,"Chrysophyte","Mallomonaas akrokomos",0.007,"C",28.900,637.000,637.000,0.000,0.000
"T","Tuesday Lake",1986,225,1986-08-13,"GP",2284,"Chlorophyte","Gloeocystis planctonica",0.038,"D",23.900,5200.000,5200.000,0.020,0.020
"T","Tuesday Lake",1986,225,1986-08-13,"G1",2280,"Chlorophyte","Gloeocystis sp.",0.024,"C",48.100,58200.000,2038.000,0.140,0.005
"T","Tuesday Lake",1986,225,1986-08-13,"G2",2282,"Chlorophyte","Gloeocystis ampla (ovoid)",0.004,"C",87.300,348000.000,4862.000,0.139,0.002
"T","Tuesday Lake",1986,225,1986-08-13,"DD1",1127,"Chrysophyte","Dinobryon cyst",0.029,"Y",44.500,1373.000,220.000,0.004,0.001
"T","Tuesday Lake",1986,211,1986-07-30,"DD1",1127,"Chrysophyte","Dinobryon cyst",0.084,"Y",44.500,1373.000,220.000,0.012,0.002
"T","Tuesday Lake",1986,211,1986-07-30,"DD2",1128,"Chrysophyte","Dinobryon divergens",0.028,"Y",152.000,15140.000,2434.000,0.042,0.007
"T","Tuesday Lake",1986,211,1986-07-30,"DI",1400,"Chrysophyte","Diceras sp.",0.009,"C",66.400,153.000,153.000,0.000,0.000
"T","Tuesday Lake",1986,211,1986-07-30,"ML1",1180,"Chrysophyte","Mallomonas sp.",0.071,"Y",66.600,2221.000,2221.000,0.016,0.016
"T","Tuesday Lake",1986,211,1986-07-30,"CO1",2151,"Chlorophyte","Closteriopsis longissima",0.005,"C",51.300,142.000,142.000,0.000,0.000
"T","Tuesday Lake",1986,211,1986-07-30,"ML2",1180,"Chrysophyte","Mallomonas sp.",0.087,"Y",86.000,2221.000,2221.000,0.019,0.019
"T","Tuesday Lake",1986,211,1986-07-30,"CO2",2151,"Chlorophyte","Closteriopsis longissima",0.004,"C",118.000,276.000,276.000,0.000,0.000
"T","Tuesday Lake",1986,211,1986-07-30,"O1",2361,"Chlorophyte","Oocystis sp. 1",0.014,"C",16.500,907.000,907.000,0.001,0.001
"T","Tuesday Lake",1986,211,1986-07-30,"O2",2362,"Chlorophyte","Oocystis sp. 2",0.005,"C",16.500,3862.000,3862.000,0.002,0.002
"T","Tuesday Lake",1986,197,1986-07-16,"MAK",1183,"Chrysophyte","Mallomonaas akrokomos",0.058,"C",28.900,637.000,637.000,0.004,0.004
"T","Tuesday Lake",1986,197,1986-07-16,"SY1",1321,"Chrysophyte","Synura uvella/sphagnicola",0.000,"Y",44.600,3980.000,3980.000,0.000,0.000
"T","Tuesday Lake",1986,197,1986-07-16,"SY2",1322,"Chrysophyte","Synura uvella/spahgnicola (colonial)",0.000,"Y",108.000,10280.000,10280.000,0.000,0.000
"T","Tuesday Lake",1986,204,1986-07-23,"GP",2284,"Chlorophyte","Gloeocystis planctonica",0.170,"D",23.900,5200.000,5200.000,0.088,0.088
"T","Tuesday Lake",1986,204,1986-07-23,"ML1",1180,"Chrysophyte","Mallomonas sp.",0.097,"Y",66.600,2221.000,2221.000,0.022,0.022
"T","Tuesday Lake",1986,204,1986-07-23,"ML2",1180,"Chrysophyte","Mallomonas sp.",0.120,"Y",86.000,2221.000,2221.000,0.027,0.027
"T","Tuesday Lake",1986,204,1986-07-23,"DD1",1127,"Chrysophyte","Dinobryon cyst",0.021,"Y",44.500,1373.000,220.000,0.003,0.000
"T","Tuesday Lake",1986,204,1986-07-23,"DD2",1128,"Chrysophyte","Dinobryon divergens",0.007,"Y",152.000,15140.000,2434.000,0.011,0.002
"T","Tuesday Lake",1986,204,1986-07-23,"O1",2361,"Chlorophyte","Oocystis sp. 1",0.029,"C",16.500,907.000,907.000,0.003,0.003
"T","Tuesday Lake",1986,204,1986-07-23,"O2",2362,"Chlorophyte","Oocystis sp. 2",0.009,"C",16.500,3862.000,3862.000,0.003,0.003
"T","Tuesday Lake",1986,190,1986-07-09,"ML2",1180,"Chrysophyte","Mallomonas sp.",0.455,"Y",86.000,2221.000,2221.000,0.101,0.101
"T","Tuesday Lake",1986,190,1986-07-09,"DD1",1127,"Chrysophyte","Dinobryon cyst",0.085,"Y",44.500,1373.000,220.000,0.012,0.002
"T","Tuesday Lake",1986,190,1986-07-09,"DD2",1128,"Chrysophyte","Dinobryon divergens",0.028,"Y",152.000,15140.000,2434.000,0.042,0.007
"T","Tuesday Lake",1986,190,1986-07-09,"MAK",1183,"Chrysophyte","Mallomonaas akrokomos",0.076,"C",28.900,637.000,637.000,0.005,0.005
"T","Tuesday Lake",1986,190,1986-07-09,"SY1",1321,"Chrysophyte","Synura uvella/sphagnicola",0.036,"Y",44.600,3980.000,3980.000,0.014,0.014
"T","Tuesday Lake",1986,190,1986-07-09,"SY2",1322,"Chrysophyte","Synura uvella/spahgnicola (colonial)",0.008,"Y",108.000,10280.000,10280.000,0.008,0.008
"T","Tuesday Lake",1986,197,1986-07-16,"GP",2284,"Chlorophyte","Gloeocystis planctonica",0.116,"D",23.900,5200.000,5200.000,0.060,0.060
"T","Tuesday Lake",1986,197,1986-07-16,"ML1",1180,"Chrysophyte","Mallomonas sp.",0.523,"Y",66.600,2221.000,2221.000,0.116,0.116
"T","Tuesday Lake",1986,197,1986-07-16,"ML2",1180,"Chrysophyte","Mallomonas sp.",0.647,"Y",86.000,2221.000,2221.000,0.144,0.144
"T","Tuesday Lake",1986,197,1986-07-16,"DD1",1127,"Chrysophyte","Dinobryon cyst",0.022,"Y",44.500,1373.000,220.000,0.003,0.000
"T","Tuesday Lake",1986,197,1986-07-16,"DD2",1128,"Chrysophyte","Dinobryon divergens",0.007,"Y",152.000,15140.000,2434.000,0.011,0.002
"T","Tuesday Lake",1986,183,1986-07-02,"SY1",1321,"Chrysophyte","Synura uvella/sphagnicola",0.023,"Y",44.600,3980.000,3980.000,0.009,0.009
"T","Tuesday Lake",1986,183,1986-07-02,"SY2",1322,"Chrysophyte","Synura uvella/spahgnicola (colonial)",0.005,"Y",108.000,10280.000,10280.000,0.005,0.005
"T","Tuesday Lake",1986,190,1986-07-09,"GP",2284,"Chlorophyte","Gloeocystis planctonica",0.047,"D",23.900,5200.000,5200.000,0.024,0.024
"R","Peter Lake",1995,165,1995-06-14,,1121,"Chrysophyte","Dinobryon bavaricum",52.606,"Y",55.000,,161.000,,0.008
"R","Peter Lake",1995,165,1995-06-14,,1121,"Chrysophyte","Dinobryon bavaricum",17.535,"Y",136.400,,590.333,,0.010
"R","Peter Lake",1995,151,1995-05-31,,2180,"Chlorophyte","Cosmarium sp.",1.948,"C",17.600,,1095.670,,0.002
"R","Peter Lake",1995,151,1995-05-31,,2251,"Chlorophyte","Eudorina elegans",23.380,"C",68.750,,18464.571,,0.432
"R","Peter Lake",1995,151,1995-05-31,,2281,"Chlorophyte","Gloeocystis sp. 1",0.974,"C",44.000,,601.442,,0.001
"R","Peter Lake",1995,151,1995-05-31,,2363,"Chlorophyte","Oocystis parva",4.871,"C",17.600,,1139.769,,0.006
"R","Peter Lake",1995,151,1995-05-31,,2462,"Chlorophyte","Quadrigula lacustris",0.974,"C",55.000,,451.369,,0.000
"R","Peter Lake",1995,158,1995-06-07,,1013,"Diatom","Achnanthes deflexa",2.192,"T",11.000,,62.063,,0.000
"R","Peter Lake",1995,144,1995-05-24,,2282,"Chlorophyte","Gloeocystis ampla (ovoid)",1.461,"C",26.400,,267.307,,0.000
"R","Peter Lake",1995,144,1995-05-24,,2462,"Chlorophyte","Quadrigula lacustris",4.384,"C",33.000,,250.760,,0.001
"R","Peter Lake",1995,144,1995-05-24,,2487,"Chlorophyte","Scenedesmus dimorphus",1.461,"C",22.000,,451.369,,0.001
"R","Peter Lake",1994,249,1994-09-06,,1121,"Chrysophyte","Dinobryon bavaricum",4.384,"Y",44.000,1938.000,161.000,0.008,0.001
"R","Peter Lake",1994,249,1994-09-06,,1121,"Chrysophyte","Dinobryon bavaricum",21.919,"Y",110.440,1938.000,161.000,0.042,0.004
"R","Peter Lake",1994,249,1994-09-06,,1730,"Chrysophyte","Erkenia sp.",52.087,"Y",4.400,44.551,44.551,0.002,0.002
"R","Peter Lake",1994,249,1994-09-06,,2363,"Chlorophyte","Oocystis parva",17.535,"C",17.600,1603.844,1336.537,0.028,0.023
"R","Peter Lake",1994,249,1994-09-06,,2462,"Chlorophyte","Quadrigula lacustris",13.151,"C",36.667,150.456,150.456,0.002,0.002
"R","Peter Lake",1995,144,1995-05-24,,1013,"Diatom","Achnanthes deflexa",1.461,"T",11.000,,62.063,,0.000
"R","Peter Lake",1995,144,1995-05-24,,1090,"Diatom","Cymbella sp.",1.461,"T",39.600,,3574.840,,0.005
"R","Peter Lake",1995,144,1995-05-24,,1185,"Chrysophyte","Mallomonaas caudata",2.923,"Y",33.000,,3920.508,,0.011
"R","Peter Lake",1995,144,1995-05-24,,2180,"Chlorophyte","Cosmarium sp.",1.461,"C",22.000,,2139.980,,0.003
"R","Peter Lake",1994,243,1994-08-31,,2180,"Chlorophyte","Cosmarium sp.",30.687,"C",22.000,2139.980,2139.980,0.066,0.066
"R","Peter Lake",1994,243,1994-08-31,,2231,"Chlorophyte","Elakatothrix gelatinosa",4.384,"C",22.000,491.227,60.230,0.002,0.000
"R","Peter Lake",1994,243,1994-08-31,,2363,"Chlorophyte","Oocystis parva",17.535,"C",13.200,300.721,300.721,0.005,0.005
"R","Peter Lake",1994,236,1994-08-24,,1182,"Chrysophyte","Mallomonas sp. 3",70.141,"Y",17.600,1347.675,1347.675,0.095,0.095
"R","Peter Lake",1994,236,1994-08-24,,2185,"Chlorophyte","Cosmarium tenue",13.151,"C",17.600,1095.670,1095.670,0.014,0.014
"R","Peter Lake",1994,236,1994-08-24,,2231,"Chlorophyte","Elakatothrix gelatinosa",4.384,"C",13.200,390.253,107.076,0.002,0.000
"R","Peter Lake",1994,236,1994-08-24,,2363,"Chlorophyte","Oocystis parva",4.384,"C",15.400,1910.134,1202.883,0.008,0.005
"R","Peter Lake",1994,236,1994-08-24,,2462,"Chlorophyte","Quadrigula lacustris",4.384,"C",44.000,200.608,200.608,0.001,0.001
"R","Peter Lake",1994,236,1994-08-24,,2488,"Chlorophyte","Scenedesmus denticulatus",30.687,"C",13.200,451.369,451.369,0.014,0.014
"R","Peter Lake",1994,243,1994-08-31,,1182,"Chrysophyte","Mallomonas sp. 3",48.222,"Y",17.600,1603.844,1603.844,0.077,0.077
"R","Peter Lake",1994,243,1994-08-31,,2080,"Chlorophyte","Chlamydomonas sp.",4.384,"C",8.800,200.481,200.481,0.001,0.001
"R","Peter Lake",1994,229,1994-08-17,,1221,"Diatom","Nitzschia acicularis",4.384,"T",55.000,551.673,551.673,0.002,0.002
"R","Peter Lake",1994,229,1994-08-17,,1653,"Chrysophyte","Chrysophyte cyst",4.384,"Y",13.200,1202.883,1202.883,0.005,0.005
"R","Peter Lake",1994,229,1994-08-17,,1651,"Chrysophyte","Non-motile chrysophytes",113.980,"Y",11.000,696.113,696.113,0.079,0.079
"R","Peter Lake",1994,229,1994-08-17,,2031,"Chlorophyte","Ankistrodesmus falcatus",4.384,"C",123.200,999.379,999.379,0.004,0.004
"R","Peter Lake",1994,229,1994-08-17,,2080,"Chlorophyte","Chlamydomonas sp.",4.384,"C",13.200,1202.883,1202.883,0.005,0.005
"R","Peter Lake",1994,229,1994-08-17,,2185,"Chlorophyte","Cosmarium tenue",8.768,"C",11.000,267.497,267.497,0.002,0.002
"R","Peter Lake",1994,229,1994-08-17,,2211,"Chlorophyte","Dictyosphaerium pulchellum",8.768,"C",22.000,5568.904,348.057,0.049,0.003
"R","Peter Lake",1994,229,1994-08-17,,2261,"Chlorophyte","Franceia droescheri",4.384,"C",22.000,509.957,509.957,0.002,0.002
"R","Peter Lake",1994,229,1994-08-17,,2488,"Chlorophyte","Scenedesmus denticulatus",39.454,"C",13.200,451.369,451.369,0.018,0.018
"R","Peter Lake",1994,222,1994-08-10,,2363,"Chlorophyte","Oocystis parva",4.384,"C",13.200,534.615,534.615,0.002,0.002
"R","Peter Lake",1994,222,1994-08-10,,2488,"Chlorophyte","Scenedesmus denticulatus",21.919,"C",12.320,424.648,424.648,0.009,0.009
"R","Peter Lake",1994,215,1994-08-03,,2185,"Chlorophyte","Cosmarium tenue",4.384,"C",13.200,462.236,462.236,0.002,0.002
"R","Peter Lake",1994,215,1994-08-03,,2363,"Chlorophyte","Oocystis parva",4.384,"C",13.200,300.721,300.721,0.001,0.001
"R","Peter Lake",1994,215,1994-08-03,,2488,"Chlorophyte","Scenedesmus denticulatus",8.768,"C",13.200,300.912,300.912,0.003,0.003
"R","Peter Lake",1994,222,1994-08-10,,1185,"Chrysophyte","Mallomonaas caudata",4.384,"Y",66.000,11137.808,11137.808,0.049,0.049
"R","Peter Lake",1994,222,1994-08-10,,1651,"Chrysophyte","Non-motile chrysophytes",833.389,"Y",8.800,356.410,356.410,0.297,0.297
"R","Peter Lake",1994,222,1994-08-10,,2080,"Chlorophyte","Chlamydomonas sp.",8.768,"C",9.900,306.986,306.986,0.003,0.003
"R","Peter Lake",1994,222,1994-08-10,,2185,"Chlorophyte","Cosmarium tenue",8.768,"C",13.200,462.236,462.236,0.004,0.004
"R","Peter Lake",1994,201,1994-07-20,,2031,"Chlorophyte","Ankistrodesmus falcatus",4.384,"C",110.000,501.920,501.920,0.002,0.002
"R","Peter Lake",1994,201,1994-07-20,,2488,"Chlorophyte","Scenedesmus denticulatus",87.677,"C",13.200,434.518,434.518,0.038,0.038
"R","Peter Lake",1994,208,1994-07-27,,2031,"Chlorophyte","Ankistrodesmus falcatus",4.384,"C",110.000,892.302,892.302,0.004,0.004
"R","Peter Lake",1994,208,1994-07-27,,2080,"Chlorophyte","Chlamydomonas sp.",8.768,"C",9.900,507.466,507.466,0.004,0.004
"R","Peter Lake",1994,208,1994-07-27,,2488,"Chlorophyte","Scenedesmus denticulatus",65.757,"C",13.200,449.511,449.511,0.030,0.030
"R","Peter Lake",1994,194,1994-07-13,,2488,"Chlorophyte","Scenedesmus denticulatus",92.060,"C",14.080,494.727,494.727,0.046,0.046
"R","Peter Lake",1994,201,1994-07-20,,1221,"Diatom","Nitzschia acicularis",13.151,"T",73.333,326.917,326.917,0.004,0.004
"R","Peter Lake",1994,187,1994-07-06,,2080,"Chlorophyte","Chlamydomonas sp.",4.384,"C",8.800,356.410,356.410,0.002,0.002
"R","Peter Lake",1994,187,1994-07-06,,2462,"Chlorophyte","Quadrigula lacustris",4.384,"C",22.000,200.608,200.608,0.001,0.001
"R","Peter Lake",1994,187,1994-07-06,,2488,"Chlorophyte","Scenedesmus denticulatus",10.960,"C",15.400,601.825,601.825,0.007,0.007
"R","Peter Lake",1994,194,1994-07-13,,1221,"Diatom","Nitzschia acicularis",8.768,"T",77.000,591.324,591.324,0.005,0.005
"R","Peter Lake",1994,194,1994-07-13,,1630,"Chrysophyte","Uroglena sp. (single)",104.174,"Y",4.400,44.636,44.636,0.005,0.005
"R","Peter Lake",1994,194,1994-07-13,,1653,"Chrysophyte","Chrysophyte cyst",8.768,"Y",11.000,696.113,696.113,0.006,0.006
"R","Peter Lake",1994,194,1994-07-13,,2031,"Chlorophyte","Ankistrodesmus falcatus",8.768,"C",132.000,602.304,602.304,0.005,0.005
"R","Peter Lake",1994,173,1994-06-22,,1182,"Chrysophyte","Mallomonas sp. 3",3.288,"Y",22.000,2004.805,2004.805,0.007,0.007
"R","Peter Lake",1994,173,1994-06-22,,1184,"Chrysophyte","Mallomonaas acaroides",3.288,"Y",44.000,1392.226,1392.226,0.005,0.005
"R","Peter Lake",1994,173,1994-06-22,,1221,"Diatom","Nitzschia acicularis",26.303,"T",110.000,275.836,275.836,0.007,0.007
"R","Peter Lake",1994,173,1994-06-22,,1326,"Chrysophyte","Synura sphagnicola",3.288,"Y",13.200,534.615,534.615,0.002,0.002
"R","Peter Lake",1994,173,1994-06-22,,1561,"Chrysophyte","Kephyrion sp. 1",43.406,"Y",6.600,150.360,150.360,0.007,0.007
"R","Peter Lake",1994,173,1994-06-22,,1630,"Chrysophyte","Uroglena sp. (single)",303.840,"Y",4.400,44.636,44.636,0.014,0.014
"R","Peter Lake",1994,173,1994-06-22,,2031,"Chlorophyte","Ankistrodesmus falcatus",36.167,"C",154.000,702.688,702.688,0.025,0.025
"R","Peter Lake",1994,173,1994-06-22,,2331,"Chlorophyte","Micractinium pusillum",16.439,"C",66.000,207.906,207.906,0.003,0.003
"R","Peter Lake",1994,166,1994-06-15,,1121,"Chrysophyte","Dinobryon bavaricum",138.898,"Y",62.700,1938.000,161.000,0.269,0.022
"T","Tuesday Lake",1984,239,1984-08-26,"T",1331,"Diatom","Tabellaria fenestrata",6.419,"E",6.940,175.000,175.000,0.112,0.112
"T","Tuesday Lake",1984,225,1984-08-12,"DS2",1129,"Chrysophyte","Dinobryon divergens",0.005,"Y",148.000,18232.000,3440.000,0.009,0.002
"T","Tuesday Lake",1984,225,1984-08-12,"DS3",1129,"Chrysophyte","Dinobryon divergens",0.004,"Y",217.000,34556.000,6520.000,0.015,0.003
"T","Tuesday Lake",1984,225,1984-08-12,"SY",1320,"Chrysophyte","Synura sp. (colonial)",0.001,"Y",56.000,91847.000,22080.000,0.013,0.003
"T","Tuesday Lake",1984,225,1984-08-12,"RZ",1260,"Diatom","Rhizolenia sp.",0.046,"T",92.900,686.000,372.000,0.003,0.002
"T","Tuesday Lake",1984,225,1984-08-12,"MS",1180,"Chrysophyte","Mallomonas sp.",0.137,"Y",16.600,1410.000,1410.000,0.019,0.019
"T","Tuesday Lake",1984,225,1984-08-12,"DV",1412,"Chrysophyte","Dinobryon sociale",0.022,"Y",24.300,641.000,89.600,0.001,0.000
"T","Tuesday Lake",1984,232,1984-08-19,"CY",1480,"Chrysophyte","Chrysosphaerella sp.",0.056,"Y",126.000,831340.000,52245.000,4.622,0.290
"T","Tuesday Lake",1984,232,1984-08-19,"T",1331,"Diatom","Tabellaria fenestrata",1.110,"E",6.940,175.000,175.000,0.019,0.019
"T","Tuesday Lake",1984,225,1984-08-12,"CY",1480,"Chrysophyte","Chrysosphaerella sp.",0.113,"Y",126.000,831340.000,52245.000,9.394,0.590
"T","Tuesday Lake",1984,225,1984-08-12,"T",1331,"Diatom","Tabellaria fenestrata",2.327,"E",6.940,175.000,175.000,0.041,0.041
"T","Tuesday Lake",1984,225,1984-08-12,"DS1",1129,"Chrysophyte","Dinobryon divergens",0.013,"Y",92.600,7494.000,1414.000,0.010,0.002
"T","Tuesday Lake",1984,211,1984-07-29,"DS3",1129,"Chrysophyte","Dinobryon divergens",0.005,"Y",217.000,34556.000,6520.000,0.017,0.003
"T","Tuesday Lake",1984,211,1984-07-29,"SP",2183,"Chlorophyte","Cosmarium sp. (spiny)",0.025,"C",56.600,3710.000,3710.000,0.009,0.009
"T","Tuesday Lake",1984,218,1984-08-05,"CY",1480,"Chrysophyte","Chrysosphaerella sp.",0.021,"Y",126.000,831340.000,52245.000,1.779,0.112
"T","Tuesday Lake",1984,218,1984-08-05,"T",1331,"Diatom","Tabellaria fenestrata",1.725,"E",6.940,175.000,175.000,0.030,0.030
"T","Tuesday Lake",1984,218,1984-08-05,"SY",1320,"Chrysophyte","Synura sp. (colonial)",0.002,"Y",56.000,91847.000,22080.000,0.020,0.005
"T","Tuesday Lake",1984,218,1984-08-05,"CO1",2151,"Chlorophyte","Closteriopsis longissima",0.071,"C",56.700,142.000,142.000,0.001,0.001
"T","Tuesday Lake",1984,218,1984-08-05,"CO2",2151,"Chlorophyte","Closteriopsis longissima",0.175,"C",110.000,276.000,276.000,0.005,0.005
"T","Tuesday Lake",1984,218,1984-08-05,"MS",1180,"Chrysophyte","Mallomonas sp.",0.087,"Y",16.600,1410.000,1410.000,0.012,0.012
"T","Tuesday Lake",1984,218,1984-08-05,"DV",1412,"Chrysophyte","Dinobryon sociale",0.055,"Y",24.300,641.000,89.600,0.004,0.000
"T","Tuesday Lake",1984,218,1984-08-05,"DS1",1129,"Chrysophyte","Dinobryon divergens",0.023,"Y",92.600,7494.000,1414.000,0.017,0.003
"T","Tuesday Lake",1984,218,1984-08-05,"DS2",1129,"Chrysophyte","Dinobryon divergens",0.009,"Y",148.000,18232.000,3440.000,0.017,0.003
"T","Tuesday Lake",1984,218,1984-08-05,"DS3",1129,"Chrysophyte","Dinobryon divergens",0.008,"Y",217.000,34556.000,6520.000,0.027,0.005
"T","Tuesday Lake",1984,211,1984-07-29,"DD2",1128,"Chrysophyte","Dinobryon divergens",0.002,"Y",69.600,3156.000,507.000,0.001,0.000
"T","Tuesday Lake",1984,211,1984-07-29,"DC3",1125,"Chrysophyte","Dinobryon cylindricum",0.001,"Y",96.900,4490.000,722.000,0.000,0.000
"T","Tuesday Lake",1984,211,1984-07-29,"DS1",1129,"Chrysophyte","Dinobryon divergens",0.014,"Y",92.600,7494.000,1414.000,0.011,0.002
"T","Tuesday Lake",1984,211,1984-07-29,"DS2",1129,"Chrysophyte","Dinobryon divergens",0.006,"Y",148.000,18232.000,3440.000,0.011,0.002
"T","Tuesday Lake",1984,211,1984-07-29,"SY",1320,"Chrysophyte","Synura sp. (colonial)",0.006,"Y",56.000,91847.000,22080.000,0.053,0.013
"T","Tuesday Lake",1984,211,1984-07-29,"CO1",2151,"Chlorophyte","Closteriopsis longissima",0.063,"C",56.700,142.000,142.000,0.001,0.001
"T","Tuesday Lake",1984,211,1984-07-29,"CO2",2151,"Chlorophyte","Closteriopsis longissima",0.146,"C",110.000,276.000,276.000,0.004,0.004
"T","Tuesday Lake",1984,211,1984-07-29,"MS",1180,"Chrysophyte","Mallomonas sp.",0.077,"Y",16.600,1410.000,1410.000,0.011,0.011
"T","Tuesday Lake",1984,211,1984-07-29,"DV",1412,"Chrysophyte","Dinobryon sociale",0.132,"Y",24.300,641.000,89.600,0.008,0.001
"T","Tuesday Lake",1984,211,1984-07-29,"DD1",1127,"Chrysophyte","Dinobryon cyst",0.024,"Y",37.900,1309.000,210.000,0.003,0.001
"T","Tuesday Lake",1984,204,1984-07-22,"DD1",1127,"Chrysophyte","Dinobryon cyst",0.012,"Y",37.900,1309.000,210.000,0.002,0.000
"T","Tuesday Lake",1984,204,1984-07-22,"DD2",1128,"Chrysophyte","Dinobryon divergens",0.001,"Y",69.600,3156.000,507.000,0.000,0.000
"T","Tuesday Lake",1984,204,1984-07-22,"DC3",1125,"Chrysophyte","Dinobryon cylindricum",0.001,"Y",96.900,4490.000,722.000,0.000,0.000
"T","Tuesday Lake",1984,204,1984-07-22,"DS1",1129,"Chrysophyte","Dinobryon divergens",0.016,"Y",92.600,7494.000,1414.000,0.012,0.002
"T","Tuesday Lake",1984,204,1984-07-22,"DS2",1129,"Chrysophyte","Dinobryon divergens",0.006,"Y",148.000,18232.000,3440.000,0.011,0.002
"T","Tuesday Lake",1984,204,1984-07-22,"DS3",1129,"Chrysophyte","Dinobryon divergens",0.005,"Y",217.000,34556.000,6520.000,0.018,0.003
"T","Tuesday Lake",1984,204,1984-07-22,"SP",2183,"Chlorophyte","Cosmarium sp. (spiny)",0.012,"C",56.600,3710.000,3710.000,0.004,0.004
"T","Tuesday Lake",1984,204,1984-07-22,"ML",1180,"Chrysophyte","Mallomonas sp.",0.092,"Y",29.300,1032.000,1032.000,0.009,0.009
"T","Tuesday Lake",1984,211,1984-07-29,"CY",1480,"Chrysophyte","Chrysosphaerella sp.",0.010,"Y",126.000,831340.000,52245.000,0.865,0.054
"T","Tuesday Lake",1984,211,1984-07-29,"T",1331,"Diatom","Tabellaria fenestrata",3.779,"E",6.940,175.000,175.000,0.066,0.066
"T","Tuesday Lake",1984,197,1984-07-15,"DV",1412,"Chrysophyte","Dinobryon sociale",0.030,"Y",24.300,641.000,89.600,0.002,0.000
"T","Tuesday Lake",1984,204,1984-07-22,"CY",1480,"Chrysophyte","Chrysosphaerella sp.",0.027,"Y",126.000,831340.000,52245.000,2.253,0.142
"T","Tuesday Lake",1984,204,1984-07-22,"T",1331,"Diatom","Tabellaria fenestrata",4.034,"E",6.940,175.000,175.000,0.071,0.071
"T","Tuesday Lake",1984,204,1984-07-22,"SY",1320,"Chrysophyte","Synura sp. (colonial)",0.004,"Y",56.000,91847.000,22080.000,0.037,0.009
"T","Tuesday Lake",1984,204,1984-07-22,"CO1",2151,"Chlorophyte","Closteriopsis longissima",0.060,"C",56.700,142.000,142.000,0.001,0.001
"T","Tuesday Lake",1984,204,1984-07-22,"CO2",2151,"Chlorophyte","Closteriopsis longissima",0.144,"C",110.000,276.000,276.000,0.004,0.004
"T","Tuesday Lake",1984,204,1984-07-22,"MS",1180,"Chrysophyte","Mallomonas sp.",0.077,"Y",16.600,1410.000,1410.000,0.011,0.011
"T","Tuesday Lake",1984,204,1984-07-22,"DV",1412,"Chrysophyte","Dinobryon sociale",0.081,"Y",24.300,641.000,89.600,0.005,0.001
"T","Tuesday Lake",1984,197,1984-07-15,"DS1",1129,"Chrysophyte","Dinobryon divergens",0.017,"Y",92.600,7494.000,1414.000,0.013,0.002
"T","Tuesday Lake",1984,197,1984-07-15,"DS2",1129,"Chrysophyte","Dinobryon divergens",0.007,"Y",148.000,18232.000,3440.000,0.013,0.002
"T","Tuesday Lake",1984,197,1984-07-15,"DS3",1129,"Chrysophyte","Dinobryon divergens",0.006,"Y",217.000,34556.000,6520.000,0.020,0.004
"T","Tuesday Lake",1984,190,1984-07-08,"RZ",1260,"Diatom","Rhizolenia sp.",0.070,"T",92.900,686.000,372.000,0.005,0.003
"T","Tuesday Lake",1984,190,1984-07-08,"MS",1180,"Chrysophyte","Mallomonas sp.",0.211,"Y",16.600,1410.000,1410.000,0.030,0.030
"T","Tuesday Lake",1984,190,1984-07-08,"ML",1180,"Chrysophyte","Mallomonas sp.",0.281,"Y",29.300,1032.000,1032.000,0.029,0.029
"T","Tuesday Lake",1984,190,1984-07-08,"DV",1412,"Chrysophyte","Dinobryon sociale",0.211,"Y",24.300,641.000,89.600,0.014,0.002
"T","Tuesday Lake",1984,190,1984-07-08,"DB",1120,"Chrysophyte","Dinobryon sp.",0.070,"Y",69.800,2442.000,203.000,0.017,0.001
"T","Tuesday Lake",1984,197,1984-07-15,"CY",1480,"Chrysophyte","Chrysosphaerella sp.",0.044,"Y",126.000,831340.000,52245.000,3.650,0.229
"T","Tuesday Lake",1984,197,1984-07-15,"T",1331,"Diatom","Tabellaria fenestrata",4.290,"E",6.940,175.000,175.000,0.075,0.075
"T","Tuesday Lake",1984,197,1984-07-15,"SY",1320,"Chrysophyte","Synura sp. (colonial)",0.002,"Y",56.000,91847.000,22080.000,0.020,0.005
"T","Tuesday Lake",1984,197,1984-07-15,"DB",1120,"Chrysophyte","Dinobryon sp.",0.051,"Y",69.800,2442.000,203.000,0.012,0.001
"T","Tuesday Lake",1984,197,1984-07-15,"MS",1180,"Chrysophyte","Mallomonas sp.",0.077,"Y",16.600,1410.000,1410.000,0.011,0.011
"T","Tuesday Lake",1984,197,1984-07-15,"ML",1180,"Chrysophyte","Mallomonas sp.",0.184,"Y",29.300,1032.000,1032.000,0.019,0.019
"T","Tuesday Lake",1984,197,1984-07-15,"CO1",2151,"Chlorophyte","Closteriopsis longissima",0.058,"C",56.700,142.000,142.000,0.001,0.001
