"lakeid","lakename","year4","daynum","sampledate","standard_taxon_code","group_code","taxon_name","number_per_net","mean_length","mean_individ_biomass","net_efficiency_measured","net_efficiency_mean","abundance_raw","abundance","biomass"
"R","Peter Lake",1987,216,1987-08-04,"MSBR","ROT","Gastropus hyptopus",20,0.11,0.027,NA,0.17723005627381,282.942121052258,1596.46804272933,4.3104637153692e-05
"R","Peter Lake",1987,216,1987-08-04,"GSTYL","ROT","Gastropus stylifer",10,0.1,0.02,NA,0.17723005627381,141.471060526129,798.234021364667,1.59646804272933e-05
"R","Peter Lake",1987,216,1987-08-04,"HGIB","CLAD","Holopedium gibberum",20.5,0.98,9.45,0.202,0.157585475384615,290.015674078565,1840.37058853762,0.0173915020616805
"R","Peter Lake",1987,216,1987-08-04,"KBOST","ROT","Kellicotia bostoniensis",59.5,0.13,0.007,NA,0.17723005627381,841.752810130469,4749.49242711977,3.32464469898384e-05
"R","Peter Lake",1987,216,1987-08-04,"KLONG","ROT","Kellicotia longispina",2306.5,0.14,0.008,NA,0.17723005627381,32630.3001103517,184112.67702776,0.00147290141622208
"R","Peter Lake",1987,216,1987-08-04,"KCOCH","ROT","Keratella cochlearis",1534.5,0.12,0.003,NA,0.17723005627381,21708.7342377345,122489.010578408,0.000367467031735224
"R","Peter Lake",1987,216,1987-08-04,"KTEST","ROT","Keratella testudo",168.5,0.13,0.004,NA,0.17723005627381,2383.78736986528,13450.2432599946,5.38009730399786e-05
"R","Peter Lake",1987,216,1987-08-04,"MESO","CCOP","Mesocyclops edax",9.5,1.39,19.431,NA,0.231808059111111,134.397507499823,579.779270898441,0.0112656910128276
"R","Peter Lake",1987,216,1987-08-04,"NAUP","OCOP","Nauplii",2326.5,0.2,0.944,0.134,0.143749885772727,32913.242231404,228961.867026738,0.216140002473241
"R","Peter Lake",1987,216,1987-08-04,"ORTH","OCOP","Orthocyclops modestus",69.5,1.02,8.234,NA,0.239530295888889,983.223870656598,4104.79963299794,0.033798920178105
"R","Peter Lake",1987,216,1987-08-04,"PVULG","ROT","Polyarthra vulgaris",297,0.12,0.048,NA,0.17723005627381,4201.69049762604,23707.5504345306,0.00113796242085747
"R","Peter Lake",1987,216,1987-08-04,"FDIAPT","OCOP","Skistodiaptomus sp.",49.5,0.93,2.94,NA,0.168478539375,700.281749604339,4156.50415894009,0.0122201222272839
"R","Peter Lake",1987,216,1987-08-04,"SYNCH","ROT","Synchaeta sp.",49.5,0.16,0.049,NA,0.17723005627381,700.281749604339,3951.2584057551,0.000193611661882
"R","Peter Lake",1987,216,1987-08-04,"TCYL","ROT","Trichocerca cylindrica",39.5,0.29,0.097,NA,0.17723005627381,558.81068907821,3153.02438439043,0.000305843365285872
"R","Peter Lake",1987,216,1987-08-04,"TROP","OCOP","Tropocyclops prasinus mexicanus",39.5,0.56,1.781,NA,0.239530295888889,558.81068907821,2332.94367630818,0.00415497268750487
"T","Tuesday Lake",1987,217,1987-08-05,"CCOL","ROT","colonial Conochilus sp.",261,0.13,2.91,NA,0.204166666666667,3692.39467973197,18085.1984313403,0.0526279274352002
"T","Tuesday Lake",1987,217,1987-08-05,"COPD","OCOP","Copepodite",29.5,0.48,1.202,0.83,0.2591370242,417.339628552081,1610.49788173064,0.00193581845384023
"T","Tuesday Lake",1987,217,1987-08-05,"DT-CYV","OCOP","Cyclops varicans rubellus",10,0.38,0.662,NA,0.16208691575,141.471060526129,872.809874082197,0.000577800136642414
"T","Tuesday Lake",1987,217,1987-08-05,"DPUL","CLAD","Daphnia pulex",131.5,1.239,12.509,0.132,0.132,1860.3444459186,14093.5185296864,0.176295823287847
"T","Tuesday Lake",1987,217,1987-08-05,"DROS","CLAD","Daphnia rosea",13.5,0.77,3.434,0.148,0.148,190.985931710274,1290.44548452888,0.00443138979387218
"T","Tuesday Lake",1987,217,1987-08-05,"GSTYL","ROT","Gastropus stylifer",10,0.1,0.02,0.197,0.202,141.471060526129,700.351784782818,1.40070356956564e-05
"T","Tuesday Lake",1987,217,1987-08-05,"HGIB","CLAD","Holopedium gibberum",1,1.27,16.288,0.159,0.107,14.1471060526129,132.215944416943,0.00215353330266317
"T","Tuesday Lake",1987,217,1987-08-05,"KLONG","ROT","Kellicotia longispina",10,0.14,0.008,0.116,0.111333333333333,141.471060526129,1270.69814843829,1.01655851875063e-05
"T","Tuesday Lake",1987,217,1987-08-05,"KCOCH","ROT","Keratella cochlearis",29.5,0.13,0.004,0.232,0.157,417.339628552081,2658.21419459924,1.0632856778397e-05
"T","Tuesday Lake",1987,217,1987-08-05,"MESO","CCOP","Mesocyclops edax",2,1.59,33.125,NA,0.182725419,28.2942121052258,154.84551771763,0.00512925777439649
"T","Tuesday Lake",1987,217,1987-08-05,"NAUP","OCOP","Nauplii",227.5,0.2,0.944,0.132,0.11984711325,3218.46662696944,26854.7697119391,0.0253509026080705
"T","Tuesday Lake",1987,217,1987-08-05,"PVULG","ROT","Polyarthra vulgaris",1574,0.13,0.062,0.487,0.3135,22267.5449268127,71028.8514411889,0.00440378878935371
"T","Tuesday Lake",1987,217,1987-08-05,"SYNCH","ROT","Synchaeta sp.",1594,0.19,0.082,0.089,0.100666666666667,22550.487047865,224011.460740381,0.0183689397807112
"T","Tuesday Lake",1987,217,1987-08-05,"TCYL","ROT","Trichocerca cylindrica",1089,0.35,0.182,0.1,0.0596666666666667,15406.1984912955,258204.443988192,0.046993208805851
"T","Tuesday Lake",1987,217,1987-08-05,"TROP","OCOP","Tropocyclops prasinus mexicanus",10,0.48,1.202,NA,0.16208691575,141.471060526129,872.809874082197,0.0010491174686468
"L","Paul Lake",1987,222,1987-08-10,"ASPLG","PROT","Asplanchna sp.",285,0.46,2.239,0.092,0.136313053125,4031.92522499468,29578.4235813233,0.066226090398583
"L","Paul Lake",1987,222,1987-08-10,"CCOL","ROT","colonial Conochilus sp.",16.5,0.11,2.91,NA,0.2166,233.427249868113,1077.68813420182,0.00313607247052728
"L","Paul Lake",1987,222,1987-08-10,"MSBR","ROT","Conochiloides dossuarius",1615.5,0.14,0.055,NA,0.1437983365,22854.6498279962,158935.425709853,0.00874144841404191
"L","Paul Lake",1987,222,1987-08-10,"COPD","OCOP","Copepodite",1394,0.6,2.125,0.064,0.195779391571429,19721.0658373424,100731.06101235,0.214053504651245
"L","Paul Lake",1987,222,1987-08-10,"DT-CYV","OCOP","Cyclops varicans rubellus",111,0.53,1.548,NA,0.195567789555556,1570.32877184003,8029.58797769684,0.0124298021894747
"L","Paul Lake",1987,222,1987-08-10,"DPUL","CLAD","Daphnia pulex",276.5,1.031,7.596,NA,0.1437983365,3911.67482354747,27202.5039980033,0.206630220368833
"L","Paul Lake",1987,222,1987-08-10,"DROS","CLAD","Daphnia rosea",67.5,0.73,2.97,NA,0.1437983365,954.929658551372,6640.75594887965,0.0197230451681725
"L","Paul Lake",1987,222,1987-08-10,"DIAPH","CLAD","Diaphanosoma birgei",31.5,0.61,1.125,NA,0.196751114384615,445.633840657307,2264.96221915251,0.00254808249654657
"L","Paul Lake",1987,222,1987-08-10,"FDIAPT","OCOP","Diaptomus oregonensis",95,0.84,2.34,NA,0.119340016222222,1343.97507499823,11261.7302858047,0.0263524488687831
"L","Paul Lake",1987,222,1987-08-10,"MSBR","ROT","Gastropus hyptopus",16,0.11,0.027,NA,0.1437983365,226.353696841807,1574.10511380851,4.25008380728297e-05
"L","Paul Lake",1987,222,1987-08-10,"GSTYL","ROT","Gastropus stylifer",47.5,0.1,0.02,NA,0.1437983365,671.987537499114,4673.12455661901,9.34624911323802e-05
"L","Paul Lake",1987,222,1987-08-10,"HGIB","CLAD","Holopedium gibberum",82,0.97,9.249,0.206,0.181128487363636,1160.06269631426,6404.6396742954,0.0592365123475582
"L","Paul Lake",1987,222,1987-08-10,"KBOST","ROT","Kellicotia bostoniensis",1140.5,0.12,0.005,NA,0.1437983365,16134.774453005,112204.180143663,0.000561020900718314
"L","Paul Lake",1987,222,1987-08-10,"KLONG","ROT","Kellicotia longispina",237.5,0.13,0.007,NA,0.1437983365,3359.93768749557,23365.622783095,0.000163559359481665
"L","Paul Lake",1987,222,1987-08-10,"KCOCH","ROT","Keratella cochlearis",4546,0.11,0.003,NA,0.1437983365,64312.7441151783,447242.615460842,0.00134172784638253
"L","Paul Lake",1987,222,1987-08-10,"KTEST","ROT","Keratella testudo",79,0.11,0.003,NA,0.1437983365,1117.62137815642,7772.14399942951,2.33164319982885e-05
"L","Paul Lake",1987,222,1987-08-10,"MESO","CCOP","Mesocyclops edax",40,1.37,18.345,NA,0.169252581333333,565.884242104517,3343.43049687402,0.0613352324651538
"L","Paul Lake",1987,222,1987-08-10,"NAUP","OCOP","Nauplii",4878.5,0.19,0.922,0.097,0.184969965304348,69016.6568776721,373123.586654259,0.344019946895227
"L","Paul Lake",1987,222,1987-08-10,"ORTH","OCOP","Orthocyclops modestus",190,0.74,3.629,NA,0.195567789555556,2687.95014999645,13744.3397816432,0.0498782090675833
"L","Paul Lake",1987,222,1987-08-10,"PVULG","ROT","Polyarthra vulgaris",792,0.12,0.048,NA,0.1437983365,11204.5079936694,77918.2031335212,0.00374007375040902
"L","Paul Lake",1987,222,1987-08-10,"SYNCH","ROT","Synchaeta sp.",16,0.19,0.082,NA,0.1437983365,226.353696841807,1574.10511380851,0.000129076619332298
"L","Paul Lake",1987,222,1987-08-10,"TCYL","ROT","Trichocerca cylindrica",665.5,0.33,0.139,NA,0.1437983365,9414.8990780139,65472.9345774726,0.0091007379062687
"L","Paul Lake",1987,222,1987-08-10,"TMULT","ROT","Trichocerca multicrinis",16,0.19,0.099,NA,0.1437983365,226.353696841807,1574.10511380851,0.000155836406267042
"L","Paul Lake",1987,222,1987-08-10,"TROP","OCOP","Tropocyclops prasinus mexicanus",364.5,0.54,1.623,NA,0.195567789555556,5156.62015617741,26367.4307916261,0.0427943401748092
"R","Peter Lake",1987,223,1987-08-11,"CCOL","ROT","colonial Conochilus sp.",6.5,0.12,2.91,NA,0.142,91.956189341984,647.578798182986,0.00188445430271249
"R","Peter Lake",1987,223,1987-08-11,"MSBR","ROT","Conochiloides dossuarius",435.5,0.15,0.068,NA,0.17723005627381,6161.06468591293,34763.0916304312,0.00236389023086932
"R","Peter Lake",1987,223,1987-08-11,"COPD","OCOP","Copepodite",930.5,0.58,1.948,0.132,0.172107014230769,13163.8821819563,76486.6106171917,0.148995917482289
"R","Peter Lake",1987,223,1987-08-11,"DPUL","CLAD","Daphnia pulex",499,1.558,23.33,NA,0.17723005627381,7059.40592025385,39831.8776660969,0.92927770595004
"R","Peter Lake",1987,223,1987-08-11,"DROS","CLAD","Daphnia rosea",20.5,0.67,2.352,NA,0.17723005627381,290.015674078565,1636.37974379757,0.00384876515741188
"R","Peter Lake",1987,223,1987-08-11,"DIAPH","CLAD","Diaphanosoma birgei",2,0.8,2.571,NA,0.0375,28.2942121052258,754.512322806022,0.00193985118193428
"R","Peter Lake",1987,223,1987-08-11,"FDIAPT","OCOP","Diaptomus oregonensis",158.5,0.91,2.8,NA,0.168478539375,2242.31630933915,13309.2102867072,0.0372657888027801
"R","Peter Lake",1987,223,1987-08-11,"FIL","ROT","Filinia longispina",198,0.14,0.036,NA,0.17723005627381,2801.12699841736,15805.0336230204,0.000568981210428735
"R","Peter Lake",1987,223,1987-08-11,"MSBR","ROT","Gastropus hyptopus",20,0.11,0.027,NA,0.17723005627381,282.942121052258,1596.46804272933,4.3104637153692e-05
"R","Peter Lake",1987,223,1987-08-11,"HGIB","CLAD","Holopedium gibberum",41,1.09,11.816,0.202,0.157585475384615,580.03134815713,3680.74117707524,0.043491637748321
"R","Peter Lake",1987,223,1987-08-11,"KBOST","ROT","Kellicotia bostoniensis",20,0.13,0.007,NA,0.17723005627381,282.942121052258,1596.46804272933,1.11752762991053e-05
"R","Peter Lake",1987,223,1987-08-11,"KLONG","ROT","Kellicotia longispina",2673,0.13,0.007,NA,0.17723005627381,37815.2144786343,213367.953910775,0.00149357567737543
"R","Peter Lake",1987,223,1987-08-11,"KCOCH","ROT","Keratella cochlearis",1920.5,0.12,0.003,NA,0.17723005627381,27169.5171740431,153300.843803084,0.000459902531409253
"R","Peter Lake",1987,223,1987-08-11,"KTEST","ROT","Keratella testudo",138.5,0.12,0.003,NA,0.17723005627381,1959.37418828689,11055.5411959006,3.31666235877019e-05
"R","Peter Lake",1987,223,1987-08-11,"MESO","CCOP","Mesocyclops edax",4,1.38,18.882,NA,0.231808059111111,56.5884242104517,244.117587746712,0.00460942829183342
"R","Peter Lake",1987,223,1987-08-11,"NAUP","OCOP","Nauplii",2435.5,0.21,0.966,0.134,0.143749885772727,34455.2767911388,239689.072488124,0.231539644023528
"R","Peter Lake",1987,223,1987-08-11,"ORTH","OCOP","Orthocyclops modestus",59.5,1.01,8.029,NA,0.239530295888889,841.752810130469,3514.18098076802,0.0282153590945864
"R","Peter Lake",1987,223,1987-08-11,"PVULG","ROT","Polyarthra vulgaris",396,0.13,0.062,NA,0.17723005627381,5602.25399683472,31610.0672460408,0.00195982416925453
"R","Peter Lake",1987,223,1987-08-11,"FDIAPT","OCOP","Skistodiaptomus sp.",20,1.02,3.63,NA,0.168478539375,282.942121052258,1679.39561977377,0.0060962060997788
"R","Peter Lake",1987,223,1987-08-11,"TCYL","ROT","Trichocerca cylindrica",39.5,0.34,0.177,NA,0.17723005627381,558.81068907821,3153.02438439043,0.000558085316037107
"R","Peter Lake",1987,223,1987-08-11,"TROP","OCOP","Tropocyclops prasinus mexicanus",20,0.58,1.948,NA,0.239530295888889,282.942121052258,1181.23730445984,0.00230105026908776
"T","Tuesday Lake",1987,224,1987-08-12,"CCOL","ROT","colonial Conochilus sp.",374,0.13,2.91,NA,0.204166666666667,5291.01766367723,25915.1885567864,0.0754131987002485
"T","Tuesday Lake",1987,224,1987-08-12,"DT-CYV","OCOP","Cyclops varicans rubellus",10,0.8,4.428,NA,0.16208691575,141.471060526129,872.809874082197,0.00386480212243597
"T","Tuesday Lake",1987,224,1987-08-12,"DPUL","CLAD","Daphnia pulex",26,1.362,16.183,0.132,0.132,367.824757367936,2786.55119218133,0.0450947579430705
"T","Tuesday Lake",1987,224,1987-08-12,"DROS","CLAD","Daphnia rosea",14,0.89,5.091,0.148,0.148,198.059484736581,1338.23976173365,0.00681297862698604
"T","Tuesday Lake",1987,224,1987-08-12,"GSTYL","ROT","Gastropus stylifer",455.5,0.1,0.02,0.197,0.202,6444.00680696518,31901.0237968573,0.000638020475937147
"T","Tuesday Lake",1987,224,1987-08-12,"HGIB","CLAD","Holopedium gibberum",2.5,0.66,4.12,0.159,0.107,35.3677651315323,330.539861042358,0.00136182422749451
"T","Tuesday Lake",1987,224,1987-08-12,"MESO","CCOP","Mesocyclops edax",4.5,1.34,16.802,NA,0.182725419,63.6619772367581,348.402414864667,0.00585385737455614
"T","Tuesday Lake",1987,224,1987-08-12,"NAUP","OCOP","Nauplii",138.5,0.18,0.899,0.132,0.11984711325,1959.37418828689,16348.947714741,0.0146977039955521
"T","Tuesday Lake",1987,224,1987-08-12,"PVULG","ROT","Polyarthra vulgaris",881,0.13,0.062,0.487,0.3135,12463.600432352,39756.3012196235,0.00246489067561666
"T","Tuesday Lake",1987,224,1987-08-12,"SYNCH","ROT","Synchaeta sp.",841.5,0.18,0.07,0.089,0.100666666666667,11904.7897432738,118259.500760998,0.00827816505326984
"T","Tuesday Lake",1987,224,1987-08-12,"TCYL","ROT","Trichocerca cylindrica",455.5,0.34,0.177,0.1,0.0596666666666667,6444.00680696518,108000.114083215,0.0191160201927291
"L","Paul Lake",1987,229,1987-08-17,"ASPLG","PROT","Asplanchna sp.",396,0.5,2.875,0.092,0.136313053125,5602.25399683472,41098.4411866809,0.118158018411707
"L","Paul Lake",1987,229,1987-08-17,"CCOL","ROT","colonial Conochilus sp.",3.5,0.11,2.91,NA,0.2166,49.5148711841452,228.600513315537,0.000665227493748211
"L","Paul Lake",1987,229,1987-08-17,"MSBR","ROT","Conochiloides dossuarius",3366,0.12,0.035,NA,0.1437983365,47619.1589730951,331152.363317465,0.0115903327161113
"L","Paul Lake",1987,229,1987-08-17,"COPD","OCOP","Copepodite",1029.5,0.57,1.864,0.064,0.195779391571429,14564.445681165,74392.1286314309,0.138666927768987
"L","Paul Lake",1987,229,1987-08-17,"DPUL","CLAD","Daphnia pulex",368.5,1.012,7.23,NA,0.1437983365,5213.20858038786,36253.6084024022,0.262113588749368
"L","Paul Lake",1987,229,1987-08-17,"DROS","CLAD","Daphnia rosea",203.5,0.71,2.754,NA,0.1437983365,2878.93608170673,20020.649416252,0.0551368684923579
"L","Paul Lake",1987,229,1987-08-17,"FDIAPT","OCOP","Diaptomus oregonensis",39.5,0.9,2.73,NA,0.119340016222222,558.81068907821,4682.50890830828,0.0127832493196816
"L","Paul Lake",1987,229,1987-08-17,"MSBR","ROT","Gastropus hyptopus",119,0.1,0.02,NA,0.1437983365,1683.50562026094,11707.4067839508,0.000234148135679016
"L","Paul Lake",1987,229,1987-08-17,"GSTYL","ROT","Gastropus stylifer",79,0.1,0.02,NA,0.1437983365,1117.62137815642,7772.14399942951,0.00015544287998859
"L","Paul Lake",1987,229,1987-08-17,"HGIB","CLAD","Holopedium gibberum",86,1.04,10.706,0.206,0.181128487363636,1216.65112052471,6717.06112182201,0.0719128563702264
"L","Paul Lake",1987,229,1987-08-17,"KBOST","ROT","Kellicotia bostoniensis",1109,0.12,0.005,NA,0.1437983365,15689.1406123477,109105.160700852,0.000545525803504261
"L","Paul Lake",1987,229,1987-08-17,"KLONG","ROT","Kellicotia longispina",435.5,0.12,0.005,NA,0.1437983365,6161.06468591293,42845.1735664753,0.000214225867832377
"L","Paul Lake",1987,229,1987-08-17,"KCOCH","ROT","Keratella cochlearis",4475,0.12,0.003,NA,0.1437983365,63308.2995854428,440257.524018317,0.00132077257205495
"L","Paul Lake",1987,229,1987-08-17,"KTEST","ROT","Keratella testudo",119,0.11,0.003,NA,0.1437983365,1683.50562026094,11707.4067839508,3.51222203518523e-05
"L","Paul Lake",1987,229,1987-08-17,"MESO","CCOP","Mesocyclops edax",42,1.38,18.882,NA,0.169252581333333,594.178454209743,3510.60202171772,0.066287187374074
"L","Paul Lake",1987,229,1987-08-17,"NAUP","OCOP","Nauplii",5187.5,0.19,0.922,0.097,0.184969965304348,73388.1126479295,396756.914168078,0.365809874862968
"L","Paul Lake",1987,229,1987-08-17,"ORTH","OCOP","Orthocyclops modestus",158.5,0.69,3.035,NA,0.195567789555556,2242.31630933915,11465.6729231076,0.0347983173216317
"L","Paul Lake",1987,229,1987-08-17,"PVULG","ROT","Polyarthra vulgaris",1307,0.13,0.062,NA,0.1437983365,18490.2676107651,128584.711484233,0.00797225211202242
"L","Paul Lake",1987,229,1987-08-17,"TCYL","ROT","Trichocerca cylindrica",911,0.34,0.177,NA,0.1437983365,12888.0136139304,89625.6099174719,0.0158637329553925
"L","Paul Lake",1987,229,1987-08-17,"TROP","OCOP","Tropocyclops prasinus mexicanus",119,0.54,1.623,NA,0.195567789555556,1683.50562026094,8608.29702113445,0.0139712660653012
"R","Peter Lake",1987,230,1987-08-18,"CCOL","ROT","colonial Conochilus sp.",0.5,0.12,2.91,NA,0.142,7.07355302630646,49.8137537063835,0.000144958023285576
"R","Peter Lake",1987,230,1987-08-18,"MSBR","ROT","Conochiloides dossuarius",435.5,0.14,0.055,NA,0.17723005627381,6161.06468591293,34763.0916304312,0.00191197003967372
"R","Peter Lake",1987,230,1987-08-18,"COPD","OCOP","Copepodite",1148.5,0.57,1.864,0.132,0.172107014230769,16247.9513014259,94406.0959632936,0.175972962875579
"R","Peter Lake",1987,230,1987-08-18,"DPUL","CLAD","Daphnia pulex",397.5,1.362,16.212,NA,0.17723005627381,5623.47465591364,31729.8023492455,0.514403555685968
"R","Peter Lake",1987,230,1987-08-18,"DROS","CLAD","Daphnia rosea",22.5,0.67,2.352,NA,0.17723005627381,318.309886183791,1796.0265480705,0.00422425444106182
"R","Peter Lake",1987,230,1987-08-18,"DIAPH","CLAD","Diaphanosoma birgei",2.5,0.83,2.876,NA,0.0375,35.3677651315323,943.140403507528,0.00271247180048765
"R","Peter Lake",1987,230,1987-08-18,"FDIAPT","OCOP","Diaptomus oregonensis",178,0.95,3.09,NA,0.168478539375,2518.1848773651,14946.6210159866,0.0461850589393986
"R","Peter Lake",1987,230,1987-08-18,"EPSH","CCOP","Epischura lacustris",1,2.18,20.227,NA,0.092263018,14.1471060526129,153.334525135661,0.00310149743991901
"R","Peter Lake",1987,230,1987-08-18,"FIL","ROT","Filinia longispina",435.5,0.14,0.036,NA,0.17723005627381,6161.06468591293,34763.0916304312,0.00125147129869552
"R","Peter Lake",1987,230,1987-08-18,"GSTYL","ROT","Gastropus stylifer",178,0.1,0.02,NA,0.17723005627381,2518.1848773651,14208.5655802911,0.000284171311605821
"R","Peter Lake",1987,230,1987-08-18,"HGIB","CLAD","Holopedium gibberum",13,1.17,13.711,0.202,0.157585475384615,183.912378683968,1167.064275658,0.0160016182835469
"R","Peter Lake",1987,230,1987-08-18,"KBOST","ROT","Kellicotia bostoniensis",79,0.13,0.007,NA,0.17723005627381,1117.62137815642,6306.04876878087,4.41423413814661e-05
"R","Peter Lake",1987,230,1987-08-18,"KLONG","ROT","Kellicotia longispina",3465,0.13,0.007,NA,0.17723005627381,49019.7224723038,276588.088402857,0.00193611661882
"R","Peter Lake",1987,230,1987-08-18,"KCOCH","ROT","Keratella cochlearis",2257,0.11,0.003,NA,0.17723005627381,31930.0183607474,180161.418622005,0.000540484255866016
"R","Peter Lake",1987,230,1987-08-18,"KTEST","ROT","Keratella testudo",218,0.12,0.003,NA,0.17723005627381,3084.06911946962,17401.5016657497,5.22045049972492e-05
"R","Peter Lake",1987,230,1987-08-18,"MESO","CCOP","Mesocyclops edax",4,1.38,18.882,NA,0.231808059111111,56.5884242104517,244.117587746712,0.00460942829183342
"R","Peter Lake",1987,230,1987-08-18,"NAUP","OCOP","Nauplii",1703,0.22,0.988,0.134,0.143749885772727,24092.5216075998,167600.28349303,0.165589080091114
"R","Peter Lake",1987,230,1987-08-18,"ORTH","OCOP","Orthocyclops modestus",39.5,0.99,7.63,NA,0.239530295888889,558.81068907821,2332.94367630818,0.0178003602502314
"R","Peter Lake",1987,230,1987-08-18,"PVULG","ROT","Polyarthra vulgaris",772,0.12,0.048,NA,0.17723005627381,10921.5658726172,61623.6664493523,0.00295793598956891
"R","Peter Lake",1987,230,1987-08-18,"SYNCH","ROT","Synchaeta sp.",20,0.16,0.049,NA,0.17723005627381,282.942121052258,1596.46804272933,7.82269340937374e-05
"R","Peter Lake",1987,230,1987-08-18,"TCYL","ROT","Trichocerca cylindrica",59.5,0.32,0.166,NA,0.17723005627381,841.752810130469,4749.49242711977,0.000788415742901881
"T","Tuesday Lake",1987,231,1987-08-19,"AEUC","ROT","Ascomorpha ecaudis",10,0.13,0.026,NA,0.088,141.471060526129,1607.62568779692,4.179826788272e-05
"T","Tuesday Lake",1987,231,1987-08-19,"CCOL","ROT","colonial Conochilus sp.",112,0.13,2.91,NA,0.204166666666667,1584.47587789265,7760.69817743337,0.0225836316963311
"T","Tuesday Lake",1987,231,1987-08-19,"MSBR","ROT","Conochiloides dossuarius",69.5,0.14,0.055,NA,0.1621,983.223870656598,6065.53899232941,0.000333604644578118
"T","Tuesday Lake",1987,231,1987-08-19,"COPD","OCOP","Copepodite",20,0.37,0.618,0.83,0.2591370242,282.942121052258,1091.86297066484,0.000674771315870871
"T","Tuesday Lake",1987,231,1987-08-19,"DT-CYV","OCOP","Cyclops varicans rubellus",20,0.51,1.403,NA,0.16208691575,282.942121052258,1745.61974816439,0.00244910450667465
"T","Tuesday Lake",1987,231,1987-08-19,"DPUL","CLAD","Daphnia pulex",108,1.095,8.953,0.132,0.132,1527.8874536822,11574.9049521378,0.10363012403649
"T","Tuesday Lake",1987,231,1987-08-19,"DROS","CLAD","Daphnia rosea",28.5,0.88,4.937,0.148,0.148,403.192522499468,2724.27380067208,0.0134497397539181
"T","Tuesday Lake",1987,231,1987-08-19,"GSTYL","ROT","Gastropus stylifer",861.5,0.1,0.02,0.197,0.202,12187.731864326,60335.3062590397,0.00120670612518079
"T","Tuesday Lake",1987,231,1987-08-19,"HGIB","CLAD","Holopedium gibberum",3,0.87,7.36,0.159,0.107,42.4413181578388,396.64783325083,0.00291932805272611
"T","Tuesday Lake",1987,231,1987-08-19,"KBOST","ROT","Kellicotia bostoniensis",10,0.11,0.004,0.092,0.103333333333333,141.471060526129,1369.07477928512,5.47629911714049e-06
"T","Tuesday Lake",1987,231,1987-08-19,"KLONG","ROT","Kellicotia longispina",10,0.14,0.008,0.116,0.111333333333333,141.471060526129,1270.69814843829,1.01655851875063e-05
"T","Tuesday Lake",1987,231,1987-08-19,"KCOCH","ROT","Keratella cochlearis",20,0.12,0.003,0.232,0.157,282.942121052258,1802.17911498254,5.40653734494761e-06
"T","Tuesday Lake",1987,231,1987-08-19,"MESO","CCOP","Mesocyclops edax",16,1.55,29.94,NA,0.182725419,226.353696841807,1238.76414174104,0.0370885984037267
"T","Tuesday Lake",1987,231,1987-08-19,"NAUP","OCOP","Nauplii",425.5,0.21,0.966,0.132,0.11984711325,6019.5936253868,50227.2725821103,0.0485195453143186
"T","Tuesday Lake",1987,231,1987-08-19,"PVULG","ROT","Polyarthra vulgaris",346.5,0.12,0.048,0.487,0.3135,4901.97224723038,15636.2751107827,0.00075054120531757
"T","Tuesday Lake",1987,231,1987-08-19,"SYNCH","ROT","Synchaeta sp.",396,0.17,0.059,0.089,0.100666666666667,5602.25399683472,55651.5297698813,0.003283440256423
"T","Tuesday Lake",1987,231,1987-08-19,"TCYL","ROT","Trichocerca cylindrica",119,0.35,0.147,0.1,0.0596666666666667,1683.50562026094,28215.1779932001,0.00414763116500041
"T","Tuesday Lake",1987,231,1987-08-19,"TMULT","ROT","Trichocerca multicrinis",10,0.14,0.047,0.1,0.0596666666666667,141.471060526129,2371.02336077312,0.000111438097956336
"L","Paul Lake",1987,236,1987-08-24,"MSBR","ROT","Conochiloides dossuarius",732.5,0.14,0.055,NA,0.1437983365,10362.755183539,72064.4997415458,0.00396354748578502
"L","Paul Lake",1987,236,1987-08-24,"COPD","OCOP","Copepodite",356.5,0.5,1.334,0.064,0.195779391571429,5043.44330775651,25760.8488170035,0.0343649723218827
"L","Paul Lake",1987,236,1987-08-24,"DT-CYV","OCOP","Cyclops varicans rubellus",59.5,0.49,1.267,NA,0.195567789555556,841.752810130469,4304.14851056722,0.00545335616288867
"L","Paul Lake",1987,236,1987-08-24,"DPUL","CLAD","Daphnia pulex",438,1.034,7.659,NA,0.1437983365,6196.43245104446,43091.1274905079,0.3300349454498
"L","Paul Lake",1987,236,1987-08-24,"DROS","CLAD","Daphnia rosea",32,1.17,10.714,NA,0.1437983365,452.707393683613,3148.21022761702,0.0337299243786887
"L","Paul Lake",1987,236,1987-08-24,"FDIAPT","OCOP","Diaptomus oregonensis",20,0.99,3.39,NA,0.119340016222222,282.942121052258,2370.89058648521,0.00803731908818485
"L","Paul Lake",1987,236,1987-08-24,"MSBR","ROT","Gastropus hyptopus",20,0.11,0.027,NA,0.1437983365,282.942121052258,1967.63139226064,5.31260475910372e-05
"L","Paul Lake",1987,236,1987-08-24,"GSTYL","ROT","Gastropus stylifer",20,0.1,0.02,NA,0.1437983365,282.942121052258,1967.63139226064,3.93526278452127e-05
"L","Paul Lake",1987,236,1987-08-24,"HGIB","CLAD","Holopedium gibberum",18,1.13,12.745,0.206,0.181128487363636,254.647908947033,1405.89651386972,0.0179181510692696
"L","Paul Lake",1987,236,1987-08-24,"KBOST","ROT","Kellicotia bostoniensis",673,0.11,0.004,NA,0.1437983365,9521.00237340849,66210.7963495704,0.000264843185398282
