"Experiment"	"Location"	"Plot"	"Exclosure"	"Fertilized"	"Burned"	"Date"	"Order"	"Family(Subfamily)"	"Genus"	"Specific.epithet"	"Further.ID"	"Life.stage"	"#Specimens"
e153	Field.B	11	y	y	y	6/16/2005	Homoptera	Cicadellidae	Scaphytopius	acutus	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Homoptera	Cicadellidae	Chlorotettix	undet	na	na	5
e153	Field.B	11	y	y	y	6/16/2005	Homoptera	Cicadellidae	Extrusanus	oryssus	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Homoptera	Cicadellidae	Diplocolenus	configuratus	na	na	55
e153	Field.B	11	y	y	y	6/16/2005	Homoptera	Cicadellidae	Doratura	stylata	na	na	22
e153	Field.B	11	y	y	y	6/16/2005	Homoptera	Cicadellidae	Laevicephalus	unicoloratus	na	na	2
e153	Field.B	11	y	y	y	6/16/2005	Homoptera	Cicadellidae	Quantas	sayi?	na	na	33
e153	Field.B	11	y	y	y	6/16/2005	Homoptera	Psyllidae	Aphalara	undet	sp2.spot.wing	na	3
e153	Field.B	11	y	y	y	6/16/2005	Thysanoptera	undet	undet	undet	sp4.orange.legs	na	3
e153	Field.B	11	y	y	y	6/16/2005	Coleoptera	Elateridae	Conoderus	undet	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Coleoptera	Cantharidae	Cantharis	undet	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Coleoptera	Cleridae	Phyllobaenus	humeralis	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Coleoptera	Phalacridae	undet	undet	BK	na	1
e153	Field.B	11	y	y	y	6/16/2005	Coleoptera	Coccinellidae	undet	under	na	larvae	2
e153	Field.B	11	y	y	y	6/16/2005	Coleoptera	Chrysomelidae	Pachybrachis	undet	sp2.black/white	na	4
e153	Field.B	11	y	y	y	6/16/2005	Coleoptera	Anthribidae	undet	undet	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Hymenoptera	Cephidae	Cephus	undet	na	larvae	3
e153	Field.B	11	y	y	y	6/16/2005	Hymenoptera	Ichneumonidae	undet	undet	na	na	3
e153	Field.B	11	y	y	y	6/16/2005	Hymenoptera	Pteromalidae	undet	undet	sp4.pointed.abdomen	na	1
e153	Field.B	11	y	y	y	6/16/2005	Hymenoptera	Formicidae	Myrmica	emeryana	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Hymenoptera	Formicidae	Leptothorax	ambiguum	na	na	3
e153	Field.B	11	y	y	y	6/16/2005	Hymenoptera	Formicidae	Lasius	neoniger	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Hymenoptera	Formicidae	Paratrechina	parvula	na	na	3
e153	Field.B	11	y	y	y	6/16/2005	Hymenoptera	Formicidae	Proformica	neogagates	na	na	2
e153	Field.B	11	y	y	y	6/16/2005	Hymenoptera	Formicidae	Neoformica	pallidefulva	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Lepidoptera	Tortricidae	Archips	undet	na	adults	1
e153	Field.B	11	y	y	y	6/16/2005	Lepidoptera	Pyralidae	Crambus	undet	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Lepidoptera	Noctuidae	Anagrapha	falcifera	celery.looper.Anagraph?	larvae	1
e153	Field.B	11	y	y	y	6/16/2005	Lepidoptera	Noctuidae	undet	undet	forage.looper.red.stripe.Caenurgina?	larvae	2
e153	Field.B	11	y	y	y	6/16/2005	Lepidoptera	Noctuidae	undet	undet	cutworm.white.wall	larvae	4
e153	Field.B	11	y	y	y	6/16/2005	Lepidoptera	Noctuidae	undet	undet	cutworm.small.brown.stripe	larvae	3
e153	Field.B	11	y	y	y	6/16/2005	Diptera	Tipulidae	undet	undet	sp2.skinny	na	2
e153	Field.B	11	y	y	y	6/16/2005	Diptera	Sciaridae	undet	undet	na	na	3
e153	Field.B	11	y	y	y	6/16/2005	Diptera	Tabanidae	Tabanus	undet	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Diptera	Syrphidae	Mesograpta	undet	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Diptera	Anthomyzidae	Anthomyza	undet	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Diptera	Chamaemyiidae	Chamaemyia	undet	na	na	2
e153	Field.B	11	y	y	y	6/16/2005	Diptera	Sphaeroceridae	Leptocera	undet	na	na	18
e153	Field.B	11	y	y	y	6/16/2005	Diptera	Chloropidae	Oscinella	undet	sp1.black	na	55
e153	Field.B	11	y	y	y	6/16/2005	Diptera	Chloropidae	Thaumatomyia	glabra	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Diptera	Muscidae	Schoenomyza	undet	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Diptera	Muscidae	Coenosia	undet	na	na	2
e153	Field.B	11	y	y	y	6/16/2005	Araneae	Dictynidae	Dictyna	undet	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Araneae	Tetragnathidae	Tetragnatha	undet	na	na	1
e153	Field.B	11	y	y	y	6/16/2005	Araneae	Salticidae	Metaphidippus	undet	na	na	2
e153	Field.B	12	n	y	y	6/16/2005	Odonata	Coenagrionidae	Nehalennia	irene	na	na	4
e153	Field.B	12	n	y	y	6/16/2005	Orthoptera	Acrididae	Melanoplus	femurrubrum	na	na	1
e153	Field.B	12	n	y	y	6/16/2005	Orthoptera	Acrididae	Melanoplus	bivittatus	na	na	2
e153	Field.B	12	n	y	y	6/16/2005	Hemiptera	Pentatomidae	Euschistus	undet	na	na	1
e153	Field.B	12	n	y	y	6/16/2005	Hemiptera	Nabidae	Nabicula	subcoleoptrata	na	na	3
e153	Field.B	12	n	y	y	6/16/2005	Hemiptera	Miridae	Slaterocoris	atritibialis	na	na	1
e153	Field.B	12	n	y	y	6/16/2005	Hemiptera	Miridae	Labops	brooksi	na	na	16
e153	Field.B	12	n	y	y	6/16/2005	Hemiptera	Miridae	Adelphocoris	lineolatus	na	na	1
e153	Field.B	12	n	y	y	6/16/2005	Hemiptera	Miridae	Leptopterna	dolobrata	na	na	3
e153	Field.B	12	n	y	y	6/16/2005	Hemiptera	Miridae	Litomiris	debilis	na	na	52
e153	Field.B	12	n	y	y	6/16/2005	Hemiptera	Miridae	Capsus	ater	na	na	6
e153	Field.B	12	n	y	y	6/16/2005	Homoptera	Delphacidae	Delphacodes	undet	na	na	3
e153	Field.B	12	n	y	y	6/16/2005	Homoptera	Issidae	Bruchomorpha	undet	na	nymphs	1
e153	Field.B	12	n	y	y	6/16/2005	Homoptera	Cercopidae	Lepyronia	gibbosa	na	na	1
e153	Field.B	12	n	y	y	6/16/2005	Homoptera	Cercopidae	Philaenus(Philaenarcys)	bilineatus	na	na	5
e153	Field.B	12	n	y	y	6/16/2005	Homoptera	Cicadellidae	undet	undet	na	nymphs	25
e153	Field.B	12	n	y	y	6/16/2005	Homoptera	Cicadellidae	Aceratagallia	sanguinolenta	na	na	3
e153	Field.B	12	n	y	y	6/16/2005	Homoptera	Cicadellidae	Chlorotettix	undet	na	na	6
e153	Field.B	12	n	y	y	6/16/2005	Homoptera	Cicadellidae	Extrusanus	oryssus	na	na	1
e153	Field.B	12	n	y	y	6/16/2005	Homoptera	Cicadellidae	Diplocolenus	configuratus	na	na	81
e153	Field.B	12	n	y	y	6/16/2005	Homoptera	Cicadellidae	Athysanus	argentarius	na	na	5
e153	Field.B	12	n	y	y	6/16/2005	Homoptera	Cicadellidae	Doratura	stylata	na	na	11
e153	Field.B	12	n	y	y	6/16/2005	Homoptera	Cicadellidae	Quantas	sayi?	na	na	22
e153	Field.B	12	n	y	y	6/16/2005	Homoptera	Psyllidae	Aphalara	undet	sp2.spot.wing	na	8
e153	Field.B	12	n	y	y	6/16/2005	Coleoptera	Cleridae	Ishydnocera	undet	skinny.tabida?	na	1
e153	Field.B	12	n	y	y	6/16/2005	Coleoptera	Cryptophagidae	undet	undet	na	na	1
e153	Field.B	12	n	y	y	6/16/2005	Coleoptera	Coccinellidae	undet	under	na	larvae	1
e153	Field.B	12	n	y	y	6/16/2005	Coleoptera	Coccinellidae	Hippodamia	parenthesis	na	na	2
e153	Field.B	12	n	y	y	6/16/2005	Coleoptera	Lathridiidae	undet	undet	na	na	4
e153	Field.B	12	n	y	y	6/16/2005	Hymenoptera	Cephidae	Cephus	undet	na	larvae	3
e153	Field.B	12	n	y	y	6/16/2005	Hymenoptera	Braconidae	undet	undet	na	na	1
e153	Field.B	12	n	y	y	6/16/2005	Hymenoptera	Ichneumonidae	undet	undet	na	na	1
e153	Field.B	12	n	y	y	6/16/2005	Hymenoptera	Formicidae	Myrmica	emeryana	na	na	1
e153	Field.B	12	n	y	y	6/16/2005	Hymenoptera	Formicidae	Leptothorax	ambiguum	na	na	5
e153	Field.B	12	n	y	y	6/16/2005	Hymenoptera	Formicidae	Proformica	neogagates	na	na	5
e153	Field.B	12	n	y	y	6/16/2005	Hymenoptera	Formicidae	Neoformica	pallidefulva	na	na	2
e153	Field.B	12	n	y	y	6/16/2005	Lepidoptera	Noctuidae	undet	undet	forage.looper.red.stripe.Caenurgina?	larvae	1
e153	Field.B	12	n	y	y	6/16/2005	Lepidoptera	Noctuidae	undet	undet	cutworm.white.wall	larvae	1
e153	Field.B	12	n	y	y	6/16/2005	Lepidoptera	(Misc.Macrolepidoptera)	undet	undet	misc.	larvae	1
e153	Field.B	12	n	y	y	6/16/2005	Diptera	Tipulidae	undet	undet	sp2.skinny	na	1
e153	Field.B	12	n	y	y	6/16/2005	Diptera	Sciaridae	undet	undet	na	na	3
e153	Field.B	12	n	y	y	6/16/2005	Diptera	Syrphidae	Mesograpta	undet	na	na	2
e153	Field.B	12	n	y	y	6/16/2005	Diptera	Pipunculidae	undet	undet	small	na	1
e153	Field.B	12	n	y	y	6/16/2005	Diptera	Agromyzidae	Agromyza	undet	sp.2.black.large	na	1
e153	Field.B	12	n	y	y	6/16/2005	Diptera	Anthomyzidae	Anthomyza	undet	na	na	3
e153	Field.B	12	n	y	y	6/16/2005	Diptera	Chamaemyiidae	Chamaemyia	undet	na	na	5
e153	Field.B	12	n	y	y	6/16/2005	Diptera	Chamaemyiidae	Pseudodinia	undet	na	na	2
e153	Field.B	12	n	y	y	6/16/2005	Diptera	Sphaeroceridae	Leptocera	undet	na	na	6
e153	Field.B	12	n	y	y	6/16/2005	Diptera	Ephydridae	Philygria	debilis	na	na	1
e153	Field.B	12	n	y	y	6/16/2005	Diptera	Chloropidae	Oscinella	undet	sp1.black	na	33
e153	Field.B	12	n	y	y	6/16/2005	Diptera	Chloropidae	Incertella?	undet	sp5.pubescent	na	5
e153	Field.B	12	n	y	y	6/16/2005	Diptera	Chloropidae	Meromyza	americana	na	na	1
e153	Field.B	12	n	y	y	6/16/2005	Diptera	Anthomyiidae	Hylemya	undet	na	na	3
e153	Field.B	12	n	y	y	6/16/2005	Diptera	Muscidae	Coenosia	undet	na	na	1
e153	Field.B	12	n	y	y	6/16/2005	Araneae	Thomisidae	Tibellus	undet	na	na	1
e153	Field.B	13	n	n	n	6/16/2005	Odonata	Coenagrionidae	Enallagma	undet	na	na	2
e153	Field.B	13	n	n	n	6/16/2005	Odonata	Coenagrionidae	Nehalennia	irene	na	na	5
e153	Field.B	13	n	n	n	6/16/2005	Orthoptera	Acrididae	Aeropedellus	clavatus	na	nymphs	1
e153	Field.B	13	n	n	n	6/16/2005	Orthoptera	Acrididae	Melanoplus	femurrubrum	na	na	1
e153	Field.B	13	n	n	n	6/16/2005	Psocoptera	undet	undet	undet	na	na	3
e153	Field.B	13	n	n	n	6/16/2005	Hemiptera	Rhopalidae	Stictopleurus	punctiventris	na	na	1
e153	Field.B	13	n	n	n	6/16/2005	Hemiptera	Lygaeidae	Phlegyas	abbreviatus	na	na	1
e153	Field.B	13	n	n	n	6/16/2005	Hemiptera	Miridae	Labops	brooksi	na	na	7
e153	Field.B	13	n	n	n	6/16/2005	Hemiptera	Miridae	Leptopterna	dolobrata	na	na	17
e153	Field.B	13	n	n	n	6/16/2005	Hemiptera	Miridae	Capsus	ater	na	na	1
e153	Field.B	13	n	n	n	6/16/2005	Homoptera	Delphacidae	Delphacodes	undet	na	na	5
e153	Field.B	13	n	n	n	6/16/2005	Homoptera	Cercopidae	Lepyronia	gibbosa	na	na	1
e153	Field.B	13	n	n	n	6/16/2005	Homoptera	Cercopidae	Philaenus(Philaenarcys)	bilineatus	na	na	2
e153	Field.B	13	n	n	n	6/16/2005	Homoptera	Cicadellidae	undet	undet	na	nymphs	5
e153	Field.B	13	n	n	n	6/16/2005	Homoptera	Cicadellidae	Aceratagallia	sanguinolenta	na	na	1
e153	Field.B	13	n	n	n	6/16/2005	Homoptera	Cicadellidae	Diplocolenus	configuratus	na	na	19
e153	Field.B	13	n	n	n	6/16/2005	Homoptera	Cicadellidae	Laevicephalus	unicoloratus	na	na	4
e153	Field.B	13	n	n	n	6/16/2005	Homoptera	Cicadellidae	Quantas	sayi?	na	na	8
e153	Field.B	13	n	n	n	6/16/2005	Homoptera	Aphididae	undet	undet	na	na	5
e153	Field.B	13	n	n	n	6/16/2005	Coleoptera	Coccinellidae	undet	under	na	larvae	2
e153	Field.B	13	n	n	n	6/16/2005	Coleoptera	Chrysomelidae	Anomoea	laticlavia	na	na	2
e153	Field.B	13	n	n	n	6/16/2005	Hymenoptera	Cephidae	Cephus	undet	na	larvae	3
e153	Field.B	13	n	n	n	6/16/2005	Hymenoptera	Formicidae	Monomorium	minimum	na	na	2
e153	Field.B	13	n	n	n	6/16/2005	Hymenoptera	Formicidae	Leptothorax	ambiguum	na	na	8
e153	Field.B	13	n	n	n	6/16/2005	Hymenoptera	Formicidae	Paratrechina	parvula	na	na	5
e153	Field.B	13	n	n	n	6/16/2005	Lepidoptera	Noctuidae	undet	undet	cutworm.white.wall	larvae	1
e153	Field.B	13	n	n	n	6/16/2005	Lepidoptera	(Misc.Macrolepidoptera)	undet	undet	green.hairy	larvae	3
e153	Field.B	13	n	n	n	6/16/2005	Diptera	Tipulidae	undet	undet	sp2.skinny	na	1
e153	Field.B	13	n	n	n	6/16/2005	Diptera	Tabanidae	Tabanus	undet	na	na	1
e153	Field.B	13	n	n	n	6/16/2005	Diptera	Dolichopodidae	Condylostylus	undet	na	na	1
e153	Field.B	13	n	n	n	6/16/2005	Diptera	Dolichopodidae	Dolichopus	undet	na	na	1
e153	Field.B	13	n	n	n	6/16/2005	Diptera	Psilidae	Loxocera	undet	na	na	1
e153	Field.B	13	n	n	n	6/16/2005	Diptera	Platystomatidae	Amphicnephes	pullus	na	na	3
e153	Field.B	13	n	n	n	6/16/2005	Diptera	Agromyzidae	Agromyza	undet	sp1.yellow.knee	na	1
e153	Field.B	13	n	n	n	6/16/2005	Diptera	Chamaemyiidae	Chamaemyia	undet	na	na	1
e153	Field.B	13	n	n	n	6/16/2005	Diptera	Sphaeroceridae	Leptocera	undet	na	na	8
e153	Field.B	13	n	n	n	6/16/2005	Diptera	Chloropidae	Oscinella	undet	sp1.black	na	5
e153	Field.B	13	n	n	n	6/16/2005	Diptera	Anthomyiidae	Hylemya	undet	na	na	2
e153	Field.B	13	n	n	n	6/16/2005	Diptera	Tachinidae	undet	undet	na	na	1
e153	Field.B	13	n	n	n	6/16/2005	Araneae	Tetragnathidae	Tetragnatha	undet	na	na	1
e153	Field.B	14	y	y	y	6/16/2005	Odonata	Coenagrionidae	Nehalennia	irene	na	na	1
e153	Field.B	14	y	y	y	6/16/2005	Orthoptera	Tettigoniidae	Conocephalus	undet	na	nymphs	1
e153	Field.B	14	y	y	y	6/16/2005	Orthoptera	Gryllidae	Oecanthus	undet	na	nymphs	1
e153	Field.B	14	y	y	y	6/16/2005	Hemiptera	Rhopalidae	Stictopleurus	punctiventris	na	na	21
e153	Field.B	14	y	y	y	6/16/2005	Hemiptera	Lygaeidae	Nysius	niger	na	na	21
e153	Field.B	14	y	y	y	6/16/2005	Hemiptera	Lygaeidae	Phlegyas	abbreviatus	na	na	1
e153	Field.B	14	y	y	y	6/16/2005	Hemiptera	Nabidae	Nabis	americoferus	na	na	1
e153	Field.B	14	y	y	y	6/16/2005	Hemiptera	Anthocoridae	Orius	insidiosus	na	na	1
e153	Field.B	14	y	y	y	6/16/2005	Hemiptera	Miridae	Amblytylus	nasutus	na	na	4
e153	Field.B	14	y	y	y	6/16/2005	Hemiptera	Miridae	Labops	brooksi	na	na	25
e153	Field.B	14	y	y	y	6/16/2005	Hemiptera	Miridae	Polymerus	rubrocuneatus	na	na	3
e153	Field.B	14	y	y	y	6/16/2005	Hemiptera	Miridae	Leptopterna	dolobrata	na	na	4
e153	Field.B	14	y	y	y	6/16/2005	Homoptera	Cercopidae	Philaenus(Philaenarcys)	bilineatus	na	na	11
e153	Field.B	14	y	y	y	6/16/2005	Homoptera	Cicadellidae	undet	undet	na	nymphs	11
e153	Field.B	14	y	y	y	6/16/2005	Homoptera	Cicadellidae	Draeculacephala	undet	na	na	2
e153	Field.B	14	y	y	y	6/16/2005	Homoptera	Cicadellidae (Typhlocybinae)	Typhlocyba	undet	na	na	2
e153	Field.B	14	y	y	y	6/16/2005	Homoptera	Cicadellidae	Nesosteles	neglectus	na	na	3
e153	Field.B	14	y	y	y	6/16/2005	Homoptera	Cicadellidae	Chlorotettix	undet	na	na	3
e153	Field.B	14	y	y	y	6/16/2005	Homoptera	Cicadellidae	Diplocolenus	configuratus	na	na	26
e153	Field.B	14	y	y	y	6/16/2005	Homoptera	Cicadellidae	Doratura	stylata	na	na	3
e153	Field.B	14	y	y	y	6/16/2005	Homoptera	Cicadellidae	Laevicephalus	unicoloratus	na	na	6
e153	Field.B	14	y	y	y	6/16/2005	Homoptera	Cicadellidae	Quantas	sayi?	na	na	6
e153	Field.B	14	y	y	y	6/16/2005	Homoptera	Cicadellidae	Endria	inimica	na	na	1
e153	Field.B	14	y	y	y	6/16/2005	Homoptera	Psyllidae	Aphalara	undet	sp2.spot.wing	na	19
e153	Field.B	14	y	y	y	6/16/2005	Neuroptera	Chrysopidae	undet	undet	na	larvae	2
e153	Field.B	14	y	y	y	6/16/2005	Coleoptera	Buprestidae	Pachyschelus	laevigatus	na	na	2
e153	Field.B	14	y	y	y	6/16/2005	Coleoptera	Chrysomelidae	Pachybrachis	undet	black	na	3
e153	Field.B	14	y	y	y	6/16/2005	Coleoptera	Chrysomelidae	Pachybrachis	undet	sp2.black/white	na	6
e153	Field.B	14	y	y	y	6/16/2005	Coleoptera	Chrysomelidae	Graphops	pubescens	na	na	1
e153	Field.B	14	y	y	y	6/16/2005	Coleoptera	Chrysomelidae	Microrhopala	cyanea?	na	na	1
e153	Field.B	14	y	y	y	6/16/2005	Coleoptera	Curculionidae	Rhinoncus	pyrrhopus	na	na	2
e153	Field.B	14	y	y	y	6/16/2005	Hymenoptera	Eulophidae	Tetrastichus	undet	na	na	3
e153	Field.B	14	y	y	y	6/16/2005	Hymenoptera	Platygasteridae	undet	undet	na	na	1
e153	Field.B	14	y	y	y	6/16/2005	Hymenoptera	Formicidae	Monomorium	minimum	na	na	6
e153	Field.B	14	y	y	y	6/16/2005	Lepidoptera	Noctuidae	undet	undet	forage.looper.red.stripe.Caenurgina?	larvae	1
e153	Field.B	14	y	y	y	6/16/2005	Lepidoptera	Noctuidae	undet	undet	cutworm.small.brown.stripe	larvae	1
e153	Field.B	14	y	y	y	6/16/2005	Lepidoptera	(Misc.Macrolepidoptera)	undet	undet	green.hairy	larvae	1
e153	Field.B	14	y	y	y	6/16/2005	Diptera	Tipulidae	undet	undet	sp2.skinny	na	3
e153	Field.B	14	y	y	y	6/16/2005	Diptera	Sciaridae	undet	undet	na	na	2
e153	Field.B	14	y	y	y	6/16/2005	Diptera	Dolichopodidae	Medeterus	undet	na	na	2
e153	Field.B	14	y	y	y	6/16/2005	Diptera	Platystomatidae	Amphicnephes	pullus	na	na	2
e153	Field.B	14	y	y	y	6/16/2005	Diptera	Agromyzidae	Agromyza	undet	sp.2.black.large	na	1
e153	Field.B	14	y	y	y	6/16/2005	Diptera	Sphaeroceridae	Leptocera	undet	na	na	8
e153	Field.B	14	y	y	y	6/16/2005	Diptera	Ephydridae	Philygria	debilis	na	na	3
e153	Field.B	14	y	y	y	6/16/2005	Diptera	Chloropidae	Oscinella	undet	sp1.black	na	8
e153	Field.B	14	y	y	y	6/16/2005	Diptera	Chloropidae	Incertella?	undet	sp5.pubescent	na	1
e153	Field.B	14	y	y	y	6/16/2005	Diptera	Chloropidae	Meromyza	americana	na	na	2
e153	Field.B	14	y	y	y	6/16/2005	Diptera	Anthomyiidae	Hylemya	undet	na	na	3
e153	Field.B	14	y	y	y	6/16/2005	Diptera	Muscidae	Schoenomyza	undet	na	na	1
e153	Field.B	14	y	y	y	6/16/2005	Araneae	Araneidae	undet	undet	na	spiderlings	5
e153	Field.B	14	y	y	y	6/16/2005	Araneae	Dictynidae	Dictyna	undet	na	na	4
e153	Field.B	14	y	y	y	6/16/2005	Araneae	Tetragnathidae	Tetragnatha	undet	na	na	3
e153	Field.B	14	y	y	y	6/16/2005	Araneae	Salticidae	Metaphidippus	undet	na	na	2
e153	Field.B	15	y	n	n	6/16/2005	Orthoptera	Tettigoniidae	Conocephalus	undet	na	nymphs	1
e153	Field.B	15	y	n	n	6/16/2005	Hemiptera	Rhopalidae	Stictopleurus	punctiventris	na	na	5
e153	Field.B	15	y	n	n	6/16/2005	Hemiptera	Miridae	Labops	brooksi	na	na	48
e153	Field.B	15	y	n	n	6/16/2005	Hemiptera	Miridae	Polymerus	rubrocuneatus	na	na	1
e153	Field.B	15	y	n	n	6/16/2005	Hemiptera	Miridae	Leptopterna	dolobrata	na	na	7
e153	Field.B	15	y	n	n	6/16/2005	Hemiptera	Miridae	Litomiris	debilis	na	na	26
e153	Field.B	15	y	n	n	6/16/2005	Homoptera	Cercopidae	Philaenus(Philaenarcys)	bilineatus	na	na	2
e153	Field.B	15	y	n	n	6/16/2005	Homoptera	Cicadellidae	undet	undet	na	nymphs	25
e153	Field.B	15	y	n	n	6/16/2005	Homoptera	Cicadellidae	Diplocolenus	configuratus	na	na	95
e153	Field.B	15	y	n	n	6/16/2005	Homoptera	Cicadellidae	Doratura	stylata	na	na	130
e153	Field.B	15	y	n	n	6/16/2005	Homoptera	Cicadellidae	Laevicephalus	unicoloratus	na	na	1
e153	Field.B	15	y	n	n	6/16/2005	Homoptera	Cicadellidae	Quantas	sayi?	na	na	66
e153	Field.B	15	y	n	n	6/16/2005	Coleoptera	Chrysomelidae	Anomoea	laticlavia	na	na	1
e153	Field.B	15	y	n	n	6/16/2005	Hymenoptera	Formicidae	Neoformica	pallidefulva	na	na	1
e153	Field.B	15	y	n	n	6/16/2005	Lepidoptera	Pyralidae	Crambus	undet	na	na	2
e153	Field.B	15	y	n	n	6/16/2005	Lepidoptera	Noctuidae	undet	undet	cutworm.small.brown.stripe	larvae	1
e153	Field.B	15	y	n	n	6/16/2005	Diptera	Sciaridae	undet	undet	na	na	2
e153	Field.B	15	y	n	n	6/16/2005	Diptera	Tabanidae	Chrysops	undet	na	na	1
e153	Field.B	15	y	n	n	6/16/2005	Diptera	Syrphidae	Mesograpta	undet	na	na	1
e153	Field.B	15	y	n	n	6/16/2005	Diptera	Chloropidae	Oscinella	undet	sp1.black	na	5
e153	Field.B	15	y	n	n	6/16/2005	Diptera	Anthomyiidae	Hylemya	undet	na	na	1
e153	Field.B	15	y	n	n	6/16/2005	Diptera	Tachinidae	undet	undet	na	na	1
e153	Field.B	15	y	n	n	6/16/2005	Araneae	Dictynidae	Dictyna	undet	na	na	2
e153	Field.B	15	y	n	n	6/16/2005	Araneae	Araneidae	Araneus	pratense	na	na	1
e153	Field.B	15	y	n	n	6/16/2005	Araneae	Tetragnathidae	Tetragnatha	undet	na	na	1
e153	Field.B	16	y	y	n	6/16/2005	Odonata	Coenagrionidae	Nehalennia	irene	na	na	3
e153	Field.B	16	y	y	n	6/16/2005	Orthoptera	Tettigoniidae	Scudderia	undet	na	nymphs	1
e153	Field.B	16	y	y	n	6/16/2005	Orthoptera	Tettigoniidae	Conocephalus	undet	na	nymphs	1
e153	Field.B	16	y	y	n	6/16/2005	Psocoptera	undet	undet	undet	na	na	2
e153	Field.B	16	y	y	n	6/16/2005	Hemiptera	Pentatomidae	Euschistus	undet	na	na	1
e153	Field.B	16	y	y	n	6/16/2005	Hemiptera	Nabidae	Nabicula	subcoleoptrata	na	na	2
e153	Field.B	16	y	y	n	6/16/2005	Hemiptera	Miridae	Amblytylus	nasutus	na	na	2
e153	Field.B	16	y	y	n	6/16/2005	Hemiptera	Miridae	Labops	brooksi	na	na	13
e153	Field.B	16	y	y	n	6/16/2005	Hemiptera	Miridae	Leptopterna	dolobrata	na	na	5
e153	Field.B	16	y	y	n	6/16/2005	Hemiptera	Miridae	Litomiris	debilis	na	na	17
e153	Field.B	16	y	y	n	6/16/2005	Homoptera	Cercopidae	Philaenus(Philaenarcys)	bilineatus	na	na	6
e153	Field.B	16	y	y	n	6/16/2005	Homoptera	Cicadellidae	undet	undet	na	nymphs	90
e153	Field.B	16	y	y	n	6/16/2005	Homoptera	Cicadellidae (Typhlocybinae)	Typhlocyba	undet	na	na	1
e153	Field.B	16	y	y	n	6/16/2005	Homoptera	Cicadellidae	Extrusanus	oryssus	na	na	1
e153	Field.B	16	y	y	n	6/16/2005	Homoptera	Cicadellidae	Diplocolenus	configuratus	na	na	105
e153	Field.B	16	y	y	n	6/16/2005	Homoptera	Cicadellidae	Doratura	stylata	na	na	55
e153	Field.B	16	y	y	n	6/16/2005	Homoptera	Cicadellidae	Laevicephalus	unicoloratus	na	na	4
e153	Field.B	16	y	y	n	6/16/2005	Homoptera	Cicadellidae	Quantas	sayi?	na	na	95
e153	Field.B	16	y	y	n	6/16/2005	Homoptera	Psyllidae	Aphalara	undet	sp2.spot.wing	na	11
e153	Field.B	16	y	y	n	6/16/2005	Coleoptera	Coccinellidae	undet	under	na	larvae	4
e153	Field.B	16	y	y	n	6/16/2005	Coleoptera	Coccinellidae	Hippodamia	parenthesis	na	na	3
e153	Field.B	16	y	y	n	6/16/2005	Coleoptera	Mordellidae	Mordellistena	undet	na	na	1
e153	Field.B	16	y	y	n	6/16/2005	Coleoptera	Chrysomelidae	Anomoea	laticlavia	na	na	1
e153	Field.B	16	y	y	n	6/16/2005	Coleoptera	Chrysomelidae	Pachybrachis	undet	sp2.black/white	na	5
e153	Field.B	16	y	y	n	6/16/2005	Hymenoptera	Cephidae	Cephus	undet	na	larvae	2
e153	Field.B	16	y	y	n	6/16/2005	Hymenoptera	Ichneumonidae	undet	undet	na	na	1
e153	Field.B	16	y	y	n	6/16/2005	Hymenoptera	Dryinidae	undet	undet	na	na	1
e153	Field.B	16	y	y	n	6/16/2005	Hymenoptera	Formicidae	Monomorium	minimum	na	na	7
e153	Field.B	16	y	y	n	6/16/2005	Hymenoptera	Formicidae	Leptothorax	ambiguum	na	na	3
e153	Field.B	16	y	y	n	6/16/2005	Hymenoptera	Formicidae	Lasius	neoniger	na	na	3
e153	Field.B	16	y	y	n	6/16/2005	Hymenoptera	Formicidae	Paratrechina	parvula	na	na	3
e153	Field.B	16	y	y	n	6/16/2005	Hymenoptera	Formicidae	Neoformica	pallidefulva	na	na	1
e153	Field.B	16	y	y	n	6/16/2005	Hymenoptera	Colletidae	Hylaeus	undet	na	na	3
e153	Field.B	16	y	y	n	6/16/2005	Lepidoptera	Pyralidae	Crambus	undet	na	na	1
e153	Field.B	16	y	y	n	6/16/2005	Diptera	Sciaridae	undet	undet	na	na	6
e153	Field.B	16	y	y	n	6/16/2005	Diptera	Tabanidae	Chrysops	undet	na	na	1
e153	Field.B	16	y	y	n	6/16/2005	Diptera	Asilidae	Holopogon	undet	na	na	1
