Datacode,Rectype,Recyear,Recmonth,Recday,Watershed,Repsite,Spcode,Genus,Species,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Total,Comments
PBG07,2,2013,8,14,c3sb,a,15,Melanoplus,keeleri,,,,,1,,,,,,1,
PBG07,2,2013,8,14,c3sb,a,16,Melanoplus,bivittatus,,,,,,,,1,,,1,
PBG07,2,2013,8,14,c3sb,a,20,Syrbula,admirabilis,,,,1,,,,,,,1,
PBG07,2,2013,8,14,c3sb,a,21,Orphulella,speciosa,1,2,,,1,1,,4,2,1,12,
PBG07,2,2013,8,14,c3sb,a,30,Mermiria,spp.,,1,1,1,,,1,,,,4,
PBG07,2,2013,8,14,c3sb,a,51,Pardalophora,spp.,,,,,,,,,,1,1,
PBG07,2,2013,8,14,c3sb,a,56,Oecanthinae,spp.,,,,,,3,,,1,,4,
PBG07,2,2013,8,14,c3sb,a,59,Tettigoniidae,spp.,,,,1,,,2,,,,3,
PBG07,2,2013,8,14,c3sb,b,4,Hypochlora,alba,,,,,,,,,2,,2,
PBG07,2,2013,8,14,c3sb,b,5,Campylacantha,olivacea,,,1,,,,,1,,1,3,
PBG07,2,2013,8,14,c3sb,b,9,Phoetaliotes,nebrascensis,1,1,2,1,,3,,,,2,10,
PBG07,2,2013,8,14,c3sb,b,12,Melanoplus,femurrubrum,,,2,2,,,1,2,1,,8,
PBG07,2,2013,8,14,c3sb,b,15,Melanoplus,keeleri,1,,,,,,,1,,,2,
PBG07,2,2013,8,14,c3sb,b,20,Syrbula,admirabilis,,1,,,,,,,,,1,
PBG07,2,2013,8,14,c3sb,b,21,Orphulella,speciosa,1,2,,2,2,1,1,2,,2,13,
PBG07,2,2013,8,14,c3sb,b,30,Mermiria,spp.,,,,,1,,1,1,,,3,
PBG07,2,2013,8,14,c3sb,b,40,Arphia,spp.,1,,,,1,,,,,,2,
PBG07,2,2013,8,14,c3sb,b,41,Unknown,,,,,1,,,2,,,1,4,
PBG07,2,2013,8,14,c3sb,b,51,Pardalophora,spp.,,,,,,,1,,,,1,
PBG07,2,2013,8,14,c3sb,b,56,Oecanthinae,spp.,1,,,1,,,2,,3,1,8,
PBG07,2,2013,8,14,c3sb,b,59,Tettigoniidae,spp.,1,1,1,,,,,,,,3,
PBG07,2,2013,8,14,c3sb,c,5,Campylacantha,olivacea,,,,,,1,,,1,,2,
PBG07,2,2013,8,14,c3sb,c,9,Phoetaliotes,nebrascensis,,1,3,3,1,,1,,,,9,
PBG07,2,2013,8,14,c3sb,c,10,Melanoplus,scudderi,1,,,2,,,,,,,3,
PBG07,2,2013,8,14,c3sb,c,12,Melanoplus,femurrubrum,,,,,1,,,1,2,1,5,
PBG07,2,2013,8,14,c3sb,c,15,Melanoplus,keeleri,1,,,2,1,,1,,,,5,
PBG07,2,2013,8,14,c3sb,c,20,Syrbula,admirabilis,,1,,1,,,,,,,2,
PBG07,2,2013,8,14,c3sb,c,21,Orphulella,speciosa,1,3,,,4,3,2,,3,2,18,
PBG07,2,2013,8,14,c3sb,c,30,Mermiria,spp.,,1,,,,,1,,1,,3,
PBG07,2,2013,8,14,c3sb,c,40,Arphia,spp.,,,,,,,,,1,,1,
PBG07,2,2013,8,14,c3sb,c,41,Unknown,,,,,,,1,,,,2,3,
PBG07,2,2013,8,14,c3sb,c,42,Schistocerca,obscura,,,,,,,,,1,,1,
PBG07,2,2013,8,14,c3sb,c,56,Oecanthinae,spp.,,,,1,,,1,,,2,4,
PBG07,2,2013,8,14,c3sb,c,59,Tettigoniidae,spp.,,,,,,,,1,,,1,
PBG07,2,2013,8,14,c3sb,d,4,Hypochlora,alba,,,,2,1,,1,,,,4,
PBG07,2,2013,8,14,c3sb,d,5,Campylacantha,olivacea,,,,,,,,1,,1,2,
PBG07,2,2013,8,14,c3sb,d,9,Phoetaliotes,nebrascensis,,1,,,1,5,,2,,4,13,
PBG07,2,2013,8,14,c3sb,d,10,Melanoplus,scudderi,,,2,,1,,,,,,3,
PBG07,2,2013,8,14,c3sb,d,12,Melanoplus,femurrubrum,,1,,,,,1,,,,2,
PBG07,2,2013,8,14,c3sb,d,13,Melanoplus,packardii,,,,,1,,,,,,1,
PBG07,2,2013,8,14,c3sb,d,15,Melanoplus,keeleri,,,,2,,1,,1,,2,6,
PBG07,2,2013,8,14,c3sb,d,16,Melanoplus,bivittatus,,,,,,1,,1,,,2,
PBG07,2,2013,8,14,c3sb,d,20,Syrbula,admirabilis,1,,,,,,,,,,1,
PBG07,2,2013,8,14,c3sb,d,21,Orphulella,speciosa,,,,1,3,4,2,,1,2,13,
PBG07,2,2013,8,14,c3sb,d,29,Ageneotettix,deorum,1,,,,,,,,,,1,
PBG07,2,2013,8,14,c3sb,d,30,Mermiria,spp.,,,1,,2,1,1,2,,,7,
PBG07,2,2013,8,14,c3sb,d,41,Unknown,,,,,1,,,,,,1,2,
PBG07,2,2013,8,14,c3sb,d,42,Schistocerca,obscura,1,,,,,,,,,,1,
PBG07,2,2013,8,14,c3sb,d,51,Pardalophora,spp.,,,,1,,,,,,,1,
PBG07,2,2013,8,14,c3sb,d,56,Oecanthinae,spp.,,,,,3,,,,,,3,
PBG07,2,2013,8,14,c3sb,d,59,Tettigoniidae,spp.,,,,,,,1,,,,1,
PBG07,2,2013,8,14,c3sc,a,5,Campylacantha,olivacea,,,,,1,,,,,,1,
PBG07,2,2013,8,14,c3sc,a,6,Hesperotettix,speciosus,,,,,,1,,,,,1,
PBG07,2,2013,8,14,c3sc,a,7,Hesperotettix,viridis,,,,,,,1,,,,1,
PBG07,2,2013,8,14,c3sc,a,9,Phoetaliotes,nebrascensis,,,3,,3,3,,,2,1,12,
PBG07,2,2013,8,14,c3sc,a,10,Melanoplus,scudderi,,,,1,,,,,,,1,
PBG07,2,2013,8,14,c3sc,a,12,Melanoplus,femurrubrum,,1,2,2,,1,1,2,,1,10,
PBG07,2,2013,8,14,c3sc,a,15,Melanoplus,keeleri,,,,,,,,,1,,1,
PBG07,2,2013,8,14,c3sc,a,16,Melanoplus,bivittatus,1,1,1,1,1,2,,1,1,,9,
PBG07,2,2013,8,14,c3sc,a,20,Syrbula,admirabilis,,,1,,,2,1,3,,,7,
PBG07,2,2013,8,14,c3sc,a,21,Orphulella,speciosa,,1,2,6,3,2,7,2,,2,25,
PBG07,2,2013,8,14,c3sc,a,30,Mermiria,spp.,,1,,,,1,,1,1,,4,
PBG07,2,2013,8,14,c3sc,a,40,Arphia,spp.,,,,,1,,,,,,1,
PBG07,2,2013,8,14,c3sc,a,41,Unknown,,,1,1,,1,1,,,1,,5,
PBG07,2,2013,8,14,c3sc,a,56,Oecanthinae,spp.,,,,,,,1,,,,1,
PBG07,2,2013,8,14,c3sc,b,4,Hypochlora,alba,,,,1,,,,,,,1,
PBG07,2,2013,8,14,c3sc,b,5,Campylacantha,olivacea,,,,1,,,,,2,,3,
PBG07,2,2013,8,14,c3sc,b,6,Hesperotettix,speciosus,,,,,,,,,1,,1,
PBG07,2,2013,8,14,c3sc,b,7,Hesperotettix,viridis,,,,,,1,,,,,1,
PBG07,2,2013,8,14,c3sc,b,9,Phoetaliotes,nebrascensis,,1,1,1,1,3,1,,2,4,14,
PBG07,2,2013,8,14,c3sc,b,10,Melanoplus,scudderi,,2,,,,,,,,1,3,
PBG07,2,2013,8,14,c3sc,b,12,Melanoplus,femurrubrum,,,1,4,2,,1,,,4,12,
PBG07,2,2013,8,14,c3sc,b,13,Melanoplus,packardii,,,,1,,,,,,,1,
PBG07,2,2013,8,14,c3sc,b,15,Melanoplus,keeleri,,1,,,,,1,1,1,2,6,
PBG07,2,2013,8,14,c3sc,b,16,Melanoplus,bivittatus,,2,2,,1,1,3,1,,4,14,
PBG07,2,2013,8,14,c3sc,b,20,Syrbula,admirabilis,2,,,2,1,1,1,,1,,8,
PBG07,2,2013,8,14,c3sc,b,21,Orphulella,speciosa,10,8,2,7,7,20,4,6,4,8,76,
PBG07,2,2013,8,14,c3sc,b,40,Arphia,spp.,,1,,,,,1,,,1,3,
PBG07,2,2013,8,14,c3sc,b,41,Unknown,,,,,,,,,,2,,2,
PBG07,2,2013,8,14,c3sc,b,56,Oecanthinae,spp.,,1,,1,,,2,,,1,5,
PBG07,2,2013,8,14,c3sc,b,59,Tettigoniidae,spp.,1,,,,,1,,,,,2,
PBG07,2,2013,8,14,c3sc,c,4,Hypochlora,alba,,,,,,,1,,,,1,
PBG07,2,2013,8,14,c3sc,c,5,Campylacantha,olivacea,,,,,,1,2,,1,,4,
PBG07,2,2013,8,14,c3sc,c,9,Phoetaliotes,nebrascensis,1,,,,,1,1,1,1,3,8,
PBG07,2,2013,8,14,c3sc,c,10,Melanoplus,scudderi,,,,,,1,,,,,1,
PBG07,2,2013,8,14,c3sc,c,12,Melanoplus,femurrubrum,2,,,1,,1,4,3,1,,12,
PBG07,2,2013,8,14,c3sc,c,15,Melanoplus,keeleri,,,,,,,2,,1,1,4,
PBG07,2,2013,8,14,c3sc,c,16,Melanoplus,bivittatus,,,,1,1,,1,1,,,4,
PBG07,2,2013,8,14,c3sc,c,20,Syrbula,admirabilis,1,1,,,,,,,,,2,
PBG07,2,2013,8,14,c3sc,c,21,Orphulella,speciosa,8,7,7,8,5,7,4,1,10,6,63,
PBG07,2,2013,8,14,c3sc,c,30,Mermiria,spp.,,1,,,,,,2,1,,4,
PBG07,2,2013,8,14,c3sc,c,40,Arphia,spp.,,,,,,,,,,1,1,
PBG07,2,2013,8,14,c3sc,c,41,Unknown,,,,1,1,,,1,,,,3,
PBG07,2,2013,8,14,c3sc,c,42,Schistocerca,obscura,,,,1,,,,,,,1,
PBG07,2,2013,8,14,c3sc,c,56,Oecanthinae,spp.,4,,,,,1,,,1,,6,
PBG07,2,2013,8,14,c3sc,c,59,Tettigoniidae,spp.,1,,,,,,1,,,2,4,
PBG07,2,2013,8,14,c3sc,d,7,Hesperotettix,viridis,,1,,3,,,,,1,,5,
PBG07,2,2013,8,14,c3sc,d,9,Phoetaliotes,nebrascensis,,1,3,3,1,,,1,2,2,13,
PBG07,2,2013,8,14,c3sc,d,10,Melanoplus,scudderi,,,,,,,,1,,,1,
PBG07,2,2013,8,14,c3sc,d,12,Melanoplus,femurrubrum,,,,,3,1,,,,,4,
PBG07,2,2013,8,14,c3sc,d,13,Melanoplus,packardii,,,,,,,,,,1,1,
PBG07,2,2013,8,14,c3sc,d,15,Melanoplus,keeleri,,1,2,,,4,,,1,4,12,
PBG07,2,2013,8,14,c3sc,d,16,Melanoplus,bivittatus,1,1,,,,,1,,,,3,
PBG07,2,2013,8,14,c3sc,d,20,Syrbula,admirabilis,,1,1,,,,1,1,,,4,
PBG07,2,2013,8,14,c3sc,d,21,Orphulella,speciosa,9,3,9,2,10,11,4,6,10,12,76,
PBG07,2,2013,8,14,c3sc,d,30,Mermiria,spp.,,1,,,,,,1,1,,3,
PBG07,2,2013,8,14,c3sc,d,40,Arphia,spp.,,,1,,,,,1,,,2,
PBG07,2,2013,8,14,c3sc,d,41,Unknown,,,1,,,,,,,,1,2,
PBG07,2,2013,8,14,c3sc,d,42,Schistocerca,obscura,,1,,,,,,,,,1,
PBG07,2,2013,8,14,c3sc,d,51,Pardalophora,spp.,,,,,,,,1,,,1,
PBG07,2,2013,8,14,c3sc,d,56,Oecanthinae,spp.,,,,,,,,,,1,1,
PBG07,2,2013,8,14,c3sc,d,59,Tettigoniidae,spp.,1,,1,,,,,,,1,3,
PBG07,2,2013,8,6,0c3a,a,5,Campylacantha,olivacea,,,,,,1,,,,,1,
PBG07,2,2013,8,6,0c3a,a,9,Phoetaliotes,nebrascensis,,1,,1,,2,,,,1,5,
PBG07,2,2013,8,6,0c3a,a,12,Melanoplus,femurrubrum,,,,,,1,,,1,1,3,
PBG07,2,2013,8,6,0c3a,a,15,Melanoplus,keeleri,,1,,,,,,,,1,2,
PBG07,2,2013,8,6,0c3a,a,21,Orphulella,speciosa,,2,,2,1,,,1,1,,7,
PBG07,2,2013,8,6,0c3a,a,30,Mermiria,spp.,,1,,,,,,,,,1,
PBG07,2,2013,8,6,0c3a,a,33,Arphia,xanthoptera,,,,,1,,,,1,,2,
PBG07,2,2013,8,6,0c3a,a,40,Arphia,spp.,,,,1,,,,,,,1,
PBG07,2,2013,8,6,0c3a,a,41,Unknown,,,,,1,,,1,,,1,3,
PBG07,2,2013,8,6,0c3a,a,51,Pardalophora,spp.,,,,,1,,,,,,1,
PBG07,2,2013,8,6,0c3a,a,56,Oecanthinae,spp.,,1,,1,,,,,,,2,
PBG07,2,2013,8,6,0c3a,b,4,Hypochlora,alba,,,,2,1,1,1,,1,,6,
PBG07,2,2013,8,6,0c3a,b,5,Campylacantha,olivacea,,,,,1,,1,1,,,3,
PBG07,2,2013,8,6,0c3a,b,6,Hesperotettix,speciosus,1,,,,,,,,,,1,
PBG07,2,2013,8,6,0c3a,b,9,Phoetaliotes,nebrascensis,1,,,,4,,,,2,,7,
PBG07,2,2013,8,6,0c3a,b,10,Melanoplus,scudderi,,,,,,,,,1,,1,
PBG07,2,2013,8,6,0c3a,b,12,Melanoplus,femurrubrum,,2,7,4,2,1,8,8,8,1,41,
PBG07,2,2013,8,6,0c3a,b,13,Melanoplus,packardii,,,,,,1,,,,,1,
PBG07,2,2013,8,6,0c3a,b,15,Melanoplus,keeleri,1,,,,,,,1,,2,4,
PBG07,2,2013,8,6,0c3a,b,20,Syrbula,admirabilis,,,1,1,1,1,,,2,,6,
PBG07,2,2013,8,6,0c3a,b,21,Orphulella,speciosa,3,5,2,3,1,9,4,5,5,1,38,
PBG07,2,2013,8,6,0c3a,b,30,Mermiria,spp.,,,,,1,1,,,,,2,
PBG07,2,2013,8,6,0c3a,b,40,Arphia,spp.,1,1,,1,,1,,,,,4,
PBG07,2,2013,8,6,0c3a,b,53,Boopedon,spp.,,,,,,,,,,1,1,
PBG07,2,2013,8,6,0c3a,b,56,Oecanthinae,spp.,1,4,,1,5,,2,3,3,,19,
PBG07,2,2013,8,6,0c3a,b,59,Tettigoniidae,spp.,,,,,,,,,2,1,3,
PBG07,2,2013,8,6,0c3a,c,5,Campylacantha,olivacea,,2,,,,,,,,,2,
PBG07,2,2013,8,6,0c3a,c,9,Phoetaliotes,nebrascensis,6,1,1,,1,2,1,,,,12,
PBG07,2,2013,8,6,0c3a,c,12,Melanoplus,femurrubrum,,,1,,1,,,,,,2,
PBG07,2,2013,8,6,0c3a,c,15,Melanoplus,keeleri,,,1,,2,,,1,,,4,
PBG07,2,2013,8,6,0c3a,c,16,Melanoplus,bivittatus,,1,,,1,,,,,,2,
PBG07,2,2013,8,6,0c3a,c,21,Orphulella,speciosa,4,2,,1,3,1,1,1,2,1,16,
PBG07,2,2013,8,6,0c3a,c,33,Arphia,xanthoptera,,,,1,,,,,,,1,
PBG07,2,2013,8,6,0c3a,c,41,unknown,,,,1,1,,,,,,,2,
PBG07,2,2013,8,6,0c3a,c,42,Schistocerca,obscura,,,,,,,,,1,,1,
PBG07,2,2013,8,6,0c3a,c,56,Oecanthinae,spp.,,,,,,,,1,,,1,
PBG07,2,2013,8,6,0c3a,c,59,Tettigoniidae,spp.,4,,,,,,,,,,4,
PBG07,2,2013,8,6,0c3a,d,4,Hypochlora,alba,,,1,1,,,,,,,2,
PBG07,2,2013,8,6,0c3a,d,5,Campylacantha,olivacea,,,,,,,1,,,,1,
PBG07,2,2013,8,6,0c3a,d,9,Phoetaliotes,nebrascensis,1,1,2,1,,,,,,1,6,
PBG07,2,2013,8,6,0c3a,d,10,Melanoplus,scudderi,,1,,,,,,,,,1,
PBG07,2,2013,8,6,0c3a,d,15,Melanoplus,keeleri,2,,,,,,,,,,2,
PBG07,2,2013,8,6,0c3a,d,20,Syrbula,admirabilis,1,,,,,,,,,,1,
PBG07,2,2013,8,6,0c3a,d,21,Orphulella,speciosa,,,1,1,2,3,4,6,3,2,22,
PBG07,2,2013,8,6,0c3a,d,33,Arphia,xanthoptera,,,,,,,,,1,,1,
PBG07,2,2013,8,6,0c3a,d,40,Arphia,spp.,,,,,,,1,,,,1,
PBG07,2,2013,8,6,0c3a,d,41,Unknown,,,1,,,1,1,,,1,,4,
PBG07,2,2013,8,6,0c3a,d,59,Tettigoniidae,spp.,1,,,1,,,,,,,2,
PBG07,2,2013,8,6,0c3b,a,4,Hypochlora,alba,,,,,,,,,2,1,3,
PBG07,2,2013,8,6,0c3b,a,5,Campylacantha,olivacea,,,,,,,,,,1,1,
PBG07,2,2013,8,6,0c3b,a,9,Phoetaliotes,nebrascensis,,2,2,2,,1,1,,1,,9,
PBG07,2,2013,8,6,0c3b,a,10,Melanoplus,scudderi,,,,,,,,,1,,1,
PBG07,2,2013,8,6,0c3b,a,12,Melanoplus,femurrubrum,1,,,,2,,2,,4,4,13,
PBG07,2,2013,8,6,0c3b,a,15,Melanoplus,keeleri,,1,2,2,2,1,1,,,1,10,
PBG07,2,2013,8,6,0c3b,a,20,Syrbula,admirabilis,,,1,1,,,,,,,2,
PBG07,2,2013,8,6,0c3b,a,21,Orphulella,speciosa,3,1,9,5,4,,4,5,3,5,39,
PBG07,2,2013,8,6,0c3b,a,29,Ageneotettix,deorum,,,,,,,,,,1,1,
PBG07,2,2013,8,6,0c3b,a,30,Mermiria,spp.,,2,,1,,,,,,1,4,
PBG07,2,2013,8,6,0c3b,a,42,Schistocerca,obscura,,,,,,,1,,,,1,
PBG07,2,2013,8,6,0c3b,a,56,Oecanthinae,spp.,,,,,,,,,,4,4,
PBG07,2,2013,8,6,0c3b,a,59,Tettigoniidae,spp.,1,1,2,2,,,1,3,,,10,
PBG07,2,2013,8,6,0c3b,b,5,Campylacantha,olivacea,,,,1,,,,,,,1,
PBG07,2,2013,8,6,0c3b,b,9,Phoetaliotes,nebrascensis,2,2,1,1,,1,3,1,1,3,15,
PBG07,2,2013,8,6,0c3b,b,10,Melanoplus,scudderi,,,,2,2,,,,,,4,
PBG07,2,2013,8,6,0c3b,b,12,Melanoplus,femurrubrum,2,,,,,2,,,1,1,6,
PBG07,2,2013,8,6,0c3b,b,15,Melanoplus,keeleri,,3,,3,1,2,2,,3,,14,
PBG07,2,2013,8,6,0c3b,b,16,Melanoplus,bivittatus,,,,,,,,1,1,,2,
PBG07,2,2013,8,6,0c3b,b,20,Syrbula,admirabilis,7,1,,,,,,2,2,1,13,
PBG07,2,2013,8,6,0c3b,b,21,Orphulella,speciosa,8,8,4,7,5,10,8,2,9,12,73,
PBG07,2,2013,8,6,0c3b,b,29,Ageneotettix,deorum,1,,,,,,,,,,1,
PBG07,2,2013,8,6,0c3b,b,30,Mermiria,spp.,1,,,,,1,1,,1,,4,
PBG07,2,2013,8,6,0c3b,b,33,Arphia,xanthoptera,,,,,,1,,,,,1,
PBG07,2,2013,8,6,0c3b,b,40,Arphia,spp.,,,,1,,,,,,1,2,
PBG07,2,2013,8,6,0c3b,b,41,Unknown,,,,,,1,,,,,,1,
PBG07,2,2013,8,6,0c3b,b,42,Schistocerca,obscura,,,2,,,,,,,,2,
PBG07,2,2013,8,6,0c3b,b,56,Oecanthinae,spp.,,,,,1,,,,,,1,
PBG07,2,2013,8,6,0c3b,b,59,Tettigoniidae,spp.,1,3,,2,1,1,,1,3,2,14,
PBG07,2,2013,8,6,0c3b,c,1,Brachystola,magna,1,,,,,,,,,,1,
PBG07,2,2013,8,6,0c3b,c,5,Campylacantha,olivacea,1,,,,,1,,,,,2,
PBG07,2,2013,8,6,0c3b,c,6,Hesperotettix,speciosus,,,,1,,,1,,,,2,
PBG07,2,2013,8,6,0c3b,c,9,Phoetaliotes,nebrascensis,,2,1,,,1,,1,1,1,7,
PBG07,2,2013,8,6,0c3b,c,10,Melanoplus,scudderi,1,1,,1,,,,1,,,4,
PBG07,2,2013,8,6,0c3b,c,12,Melanoplus,femurrubrum,,,,,,1,,,,,1,
PBG07,2,2013,8,6,0c3b,c,13,Melanoplus,packardii,,,,,,,,,,1,1,
PBG07,2,2013,8,6,0c3b,c,15,Melanoplus,keeleri,4,1,1,2,2,2,,,1,1,14,
PBG07,2,2013,8,6,0c3b,c,16,Melanoplus,bivittatus,,,,,1,1,,,1,,3,
PBG07,2,2013,8,6,0c3b,c,20,Syrbula,admirabilis,,1,,,,,1,1,,,3,
PBG07,2,2013,8,6,0c3b,c,21,Orphulella,speciosa,1,5,11,2,6,4,6,4,5,3,47,
PBG07,2,2013,8,6,0c3b,c,29,Ageneotettix,deorum,,,,,,,,,1,,1,
PBG07,2,2013,8,6,0c3b,c,30,Mermiria,spp.,,1,,,1,1,,,,,3,
PBG07,2,2013,8,6,0c3b,c,33,Arphia,xanthoptera,1,,,,1,,,,,,2,
PBG07,2,2013,8,6,0c3b,c,40,Arphia,spp.,,,,,,,1,,,,1,
PBG07,2,2013,8,6,0c3b,c,41,Unknown,,,,,,,1,,,,,1,
PBG07,2,2013,8,6,0c3b,c,42,Schistocerca,obscura,,,,1,,,,,,,1,
PBG07,2,2013,8,6,0c3b,c,56,Oecanthinae,spp.,,,2,,1,,,,,,3,
PBG07,2,2013,8,6,0c3b,c,59,Tettigoniidae,spp.,1,1,4,,,,,1,1,1,9,
PBG07,2,2013,8,6,0c3b,d,4,Hypochlora,alba,,,,,,1,,,,,1,
PBG07,2,2013,8,6,0c3b,d,5,Campylacantha,olivacea,,,,,1,,1,,,,2,
PBG07,2,2013,8,6,0c3b,d,6,Hesperotettix,speciosus,,,,,,,2,,,,2,
PBG07,2,2013,8,6,0c3b,d,9,Phoetaliotes,nebrascensis,,2,,,5,,1,4,2,2,16,
PBG07,2,2013,8,6,0c3b,d,10,Melanoplus,scudderi,,1,,1,,,2,,,,4,
PBG07,2,2013,8,6,0c3b,d,15,Melanoplus,keeleri,3,4,,3,3,,1,2,2,3,21,
PBG07,2,2013,8,6,0c3b,d,16,Melanoplus,bivittatus,,,,1,,,,,,,1,
PBG07,2,2013,8,6,0c3b,d,20,Syrbula,admirabilis,2,,1,1,1,1,,2,,,8,
PBG07,2,2013,8,6,0c3b,d,21,Orphulella,speciosa,10,9,2,3,2,6,3,4,3,5,47,
PBG07,2,2013,8,6,0c3b,d,30,Mermiria,spp.,,,1,,,,,,,,1,
PBG07,2,2013,8,6,0c3b,d,33,Arphia,xanthoptera,,,,,,1,,,,,1,
PBG07,2,2013,8,6,0c3b,d,40,Arphia,spp.,,,,,,,,1,,,1,
PBG07,2,2013,8,6,0c3b,d,41,Unknown,,,,,,1,,,,,,1,
PBG07,2,2013,8,6,0c3b,d,56,Oecanthinae,spp.,2,,,1,,,,,,,3,
PBG07,2,2013,8,6,0c3b,d,59,Tettigoniidae,spp.,1,4,1,,2,,,,,3,11,
PBG07,2,2013,8,6,c1sb,a,5,Campylacantha,olivacea,1,,,,,,,,,,1,
PBG07,2,2013,8,6,c1sb,a,7,Hesperotettix,viridis,,,1,,,,2,,,,3,
PBG07,2,2013,8,6,c1sb,a,9,Phoetaliotes,nebrascensis,,,1,5,,,,,2,3,11,
PBG07,2,2013,8,6,c1sb,a,10,Melanoplus,scudderi,1,,,,,1,,1,1,,4,
PBG07,2,2013,8,6,c1sb,a,12,Melanoplus,femurrubrum,,,,2,,,,1,,,3,
PBG07,2,2013,8,6,c1sb,a,13,Melanoplus,packardii,,,,,,1,,,,,1,
PBG07,2,2013,8,6,c1sb,a,15,Melanoplus,keeleri,,2,1,3,,,,1,2,,9,
PBG07,2,2013,8,6,c1sb,a,16,Melanoplus,bivittatus,1,,1,1,,,,2,1,,6,
PBG07,2,2013,8,6,c1sb,a,21,Orphulella,speciosa,1,3,1,3,6,2,4,3,,2,25,
PBG07,2,2013,8,6,c1sb,a,22,Mermiria,picta,,,,,,,,,3,,3,
PBG07,2,2013,8,6,c1sb,a,30,Mermiria,spp.,1,,,,1,,,,2,1,5,
PBG07,2,2013,8,6,c1sb,a,40,Arphia,spp.,,,,2,,,,,,,2,
PBG07,2,2013,8,6,c1sb,a,42,Schistocerca,obscura,,,,1,,,,1,,,2,
PBG07,2,2013,8,6,c1sb,a,53,Boopedon,spp.,,,1,,,,1,,,,2,
PBG07,2,2013,8,6,c1sb,a,59,Tettigoniidae,spp.,,,,1,,,,,,,1,
PBG07,2,2013,8,6,c1sb,b,7,Hesperotettix,viridis,,,,,,,,,,1,1,
PBG07,2,2013,8,6,c1sb,b,9,Phoetaliotes,nebrascensis,1,,1,2,2,3,3,5,1,7,25,
PBG07,2,2013,8,6,c1sb,b,10,Melanoplus,scudderi,,4,,,2,2,1,,1,1,11,
PBG07,2,2013,8,6,c1sb,b,13,Melanoplus,packardii,,,1,,,,,1,,,2,
PBG07,2,2013,8,6,c1sb,b,15,Melanoplus,keeleri,2,1,1,1,3,4,3,4,2,1,22,
PBG07,2,2013,8,6,c1sb,b,20,Syrbula,admirabilis,2,,1,,,,,,,1,4,
PBG07,2,2013,8,6,c1sb,b,21,Orphulella,speciosa,5,19,9,4,3,3,10,7,10,25,95,
PBG07,2,2013,8,6,c1sb,b,29,Ageneotettix,deorum,,,,1,,,,,1,,2,
PBG07,2,2013,8,6,c1sb,b,30,Mermiria,spp.,2,1,,,2,,2,3,1,3,14,
PBG07,2,2013,8,6,c1sb,b,40,Arphia,spp.,1,,,,,,1,,,,2,
PBG07,2,2013,8,6,c1sb,b,41,Unknown,,,,1,1,2,1,2,,3,,10,
PBG07,2,2013,8,6,c1sb,b,42,Schistocerca,obscura,,1,2,,1,1,,,,,5,
PBG07,2,2013,8,6,c1sb,b,51,Pardalophora,spp.,1,,,,,,,,,,1,
PBG07,2,2013,8,6,c1sb,b,53,Boopedon,spp.,,,,,1,,,,,1,2,
PBG07,2,2013,8,6,c1sb,b,56,Oecanthinae,spp.,,,1,,,,,,,,1,
PBG07,2,2013,8,6,c1sb,b,58,Gryllidae,spp.,,,1,,,1,,,,,2,
PBG07,2,2013,8,6,c1sb,b,59,Tettigoniidae,spp.,1,2,2,,1,,1,1,,8,16,
PBG07,2,2013,8,6,c1sb,c,4,Hypochlora,alba,,,2,2,1,,,,,,5,
PBG07,2,2013,8,6,c1sb,c,5,Campylacantha,olivacea,,1,4,,,1,,1,3,,10,
PBG07,2,2013,8,6,c1sb,c,6,Hesperotettix,speciosus,,,1,,,,,,,,1,
PBG07,2,2013,8,6,c1sb,c,9,Phoetaliotes,nebrascensis,2,5,1,5,7,3,3,2,2,2,32,
PBG07,2,2013,8,6,c1sb,c,10,Melanoplus,scudderi,,,,,,1,,,,1,2,
PBG07,2,2013,8,6,c1sb,c,12,Melanoplus,femurrubrum,,5,8,,,,,,,5,18,
PBG07,2,2013,8,6,c1sb,c,13,Melanoplus,packardii,,,1,,2,1,,2,,1,7,
PBG07,2,2013,8,6,c1sb,c,15,Melanoplus,keeleri,5,1,2,2,4,2,2,3,,6,27,
PBG07,2,2013,8,6,c1sb,c,16,Melanoplus,bivittatus,1,,3,1,2,1,,1,3,,12,
PBG07,2,2013,8,6,c1sb,c,20,Syrbula,admirabilis,1,4,3,,3,7,2,,4,1,25,
PBG07,2,2013,8,6,c1sb,c,21,Orphulella,speciosa,34,,11,29,19,17,32,10,2,23,177,
PBG07,2,2013,8,6,c1sb,c,22,Mermiria,picta,,19,,,,,,,,,19,
PBG07,2,2013,8,6,c1sb,c,30,Mermiria,spp.,1,2,2,2,5,2,4,3,,2,23,
PBG07,2,2013,8,6,c1sb,c,40,Arphia,spp.,2,,1,,3,,,,3,,9,
PBG07,2,2013,8,6,c1sb,c,41,Unknown,,,,,,,,1,,,,1,
PBG07,2,2013,8,6,c1sb,c,53,Boopedon,spp.,,,,,,1,,,,,1,
PBG07,2,2013,8,6,c1sb,c,56,Oecanthinae,spp.,,,,,,,,1,,,1,
PBG07,2,2013,8,6,c1sb,c,58,Gryllidae,spp.,,,,,1,,,,,,1,
