year,quarter,treatment,block,plot,subplot,subplot.t,res.mass,tot.nh4,tot.no3,res.nh4,res.no3,tot.n,res.n,daily.nh4,daily.no3,daily.n
2007,3,hardwood control,valley,8,B,C,1.13,60.6,10.38,53.628,9.186,70.98,62.814,0.589,0.101,0.69
2007,4,girdled,valley,1,A,X,1.14,160.2,0,140.526,131.053,160.2,271.579,1.544,1.44,2.984
2007,4,girdled,valley,1,A,D,1.09,257.4,0,236.147,72.11,257.4,308.257,2.595,0.792,3.387
2007,4,girdled,valley,1,A,C,1.09,115.2,0,105.688,49.266,115.2,154.954,1.161,0.541,1.703
2007,4,girdled,valley,1,B,X,1.11,158.4,0,142.703,8.595,158.4,151.297,1.568,0.094,1.663
2007,4,girdled,valley,1,B,D,1.08,136.8,0,126.667,31.667,136.8,158.333,1.392,0.348,1.74
2007,4,girdled,valley,1,B,C,1.12,147,0,131.25,49.982,147,181.232,1.442,0.549,1.992
2007,4,logged,valley,2,A,X,1.12,79.2,0,70.714,3.589,79.2,74.304,0.777,0.039,0.817
2007,4,logged,valley,2,A,D,1.11,82.2,0,74.054,19.946,82.2,94,0.814,0.219,1.033
2007,4,logged,valley,2,A,C,1.1,61.8,0,56.182,12.164,61.8,68.345,0.617,0.134,0.751
2007,4,logged,valley,2,B,X,1.1,59.4,0,54,-1.271,59.4,52.729,0.593,-0.014,0.579
2007,4,logged,valley,2,B,D,1.09,105.6,0,96.881,184.954,105.6,281.835,1.065,2.032,3.097
2007,4,logged,valley,2,B,C,1.13,61.8,0,54.69,-4.906,61.8,49.784,0.601,-0.054,0.547
2007,4,hemlock control,valley,3,A,X,1.07,71.4,0,66.729,18.393,71.4,85.121,0.733,0.202,0.935
2007,4,hemlock control,valley,3,A,D,1.1,61.2,0,55.636,4.522,61.2,60.158,0.611,0.05,0.661
2007,4,hemlock control,valley,3,A,C,1.09,102.6,0,94.128,40.183,102.6,134.312,1.034,0.442,1.476
2007,4,hemlock control,valley,3,B,X,1.12,55.32,0,49.393,0.013,55.32,49.406,0.543,0,0.543
2007,4,hemlock control,valley,3,B,D,1.09,59.7,0,54.771,6.716,59.7,61.486,0.602,0.074,0.676
2007,4,hemlock control,valley,3,B,C,1.09,315.6,0,289.541,58.349,315.6,347.89,3.182,0.641,3.823
2007,4,logged,ridge,4,A,X,1.11,0.223,0,0.201,-11.405,0.223,-11.204,0.002,-0.125,-0.123
2007,4,logged,ridge,4,A,D,1.11,130.8,0,117.838,48.108,130.8,165.946,1.295,0.529,1.824
2007,4,logged,ridge,4,A,C,1.1,253.2,0,230.182,176.182,253.2,406.364,2.529,1.936,4.466
2007,4,logged,ridge,4,B,X,1.08,398.4,0,368.889,80,398.4,448.889,4.054,0.879,4.933
2007,4,logged,ridge,4,B,D,1.1,222,0,201.818,35.127,222,236.945,2.218,0.386,2.604
2007,4,logged,ridge,4,B,C,1.12,167.4,0,149.464,40.607,167.4,190.071,1.642,0.446,2.089
2007,4,girdled,ridge,5,A,X,1.13,91.8,0,81.239,18.053,91.8,99.292,0.893,0.198,1.091
2007,4,girdled,ridge,5,A,D,1.09,66,0,60.55,17.56,66,78.11,0.665,0.193,0.858
2007,4,girdled,ridge,5,A,C,1.09,76.8,0,70.459,41.394,76.8,111.853,0.774,0.455,1.229
2007,4,girdled,ridge,5,B,X,1.11,181.8,0,163.784,237.297,181.8,401.081,1.8,2.608,4.407
2007,4,girdled,ridge,5,B,D,1.12,108.6,0,96.964,70.714,108.6,167.679,1.066,0.777,1.843
2007,4,girdled,ridge,5,B,C,1.04,117,0,112.5,58.846,117,171.346,1.236,0.647,1.883
2007,4,hemlock control,ridge,6,A,X,1.12,70.8,0,63.214,102.321,70.8,165.536,0.695,1.124,1.819
2007,4,hemlock control,ridge,6,A,D,1.13,91.8,0,81.239,3.919,91.8,85.158,0.893,0.043,0.936
2007,4,hemlock control,ridge,6,A,C,1.13,65.4,0,57.876,43.009,65.4,100.885,0.636,0.473,1.109
2007,4,hemlock control,ridge,6,B,X,1.11,2736,0,2464.865,36.378,2736,2501.243,27.086,0.4,27.486
2007,4,hemlock control,ridge,6,B,D,1.09,186.6,0,171.193,194.862,186.6,366.055,1.881,2.141,4.023
2007,4,hemlock control,ridge,6,B,C,1.12,172.2,0,153.75,120.536,172.2,274.286,1.69,1.325,3.014
2007,4,hardwood control,ridge,7,A,X,1.09,74.4,0,68.257,13.376,74.4,81.633,0.75,0.147,0.897
2007,4,hardwood control,ridge,7,A,D,1.11,47.16,0,42.486,2.016,47.16,44.503,0.467,0.022,0.489
2007,4,hardwood control,ridge,7,A,C,1.11,84,0,75.676,29.027,84,104.703,0.832,0.319,1.151
2007,4,hardwood control,ridge,7,B,X,1.11,73.8,0,66.486,2.373,73.8,68.859,0.731,0.026,0.757
2007,4,hardwood control,ridge,7,B,D,1.09,64.8,0,59.45,19.101,64.8,78.55,0.653,0.21,0.863
2007,4,hardwood control,ridge,7,B,C,1.11,112.8,0,101.622,33.351,112.8,134.973,1.117,0.366,1.483
2007,4,hardwood control,valley,8,A,X,1.09,72,0,66.055,49.211,72,115.266,0.726,0.541,1.267
2007,4,hardwood control,valley,8,A,D,1.1,82.2,0,74.727,5.296,82.2,80.024,0.821,0.058,0.879
2007,4,hardwood control,valley,8,A,C,1.09,70.2,0,64.404,49.431,70.2,113.835,0.708,0.543,1.251
2007,4,hardwood control,valley,8,B,X,1.09,81.6,0,74.862,3.039,81.6,77.901,0.823,0.033,0.856
2007,4,hardwood control,valley,8,B,D,1.12,67.2,0,60,23.25,67.2,83.25,0.659,0.255,0.915
2007,4,hardwood control,valley,8,B,C,1.12,50.58,0,45.161,-1.313,50.58,43.848,0.496,-0.014,0.482
2008,1,girdled,valley,1,A,X,1.09,121.8,0,111.743,89.725,121.8,201.468,1.228,0.986,2.214
2008,1,girdled,valley,1,A,D,1.1,78,0,70.909,12.818,78,83.727,0.779,0.141,0.92
2008,1,girdled,valley,1,A,C,1.09,268.2,56.1,246.055,51.468,324.3,297.523,2.704,0.566,3.269
2008,1,girdled,valley,1,B,X,1.11,63,0,56.757,9.568,63,66.324,0.624,0.105,0.729
2008,1,girdled,valley,1,B,D,1.09,62.4,0,57.248,17.56,62.4,74.807,0.629,0.193,0.822
2008,1,girdled,valley,1,B,C,1.08,67.2,7.74,62.222,7.167,74.94,69.389,0.684,0.079,0.763
2008,1,logged,valley,2,A,X,1.09,63,0,57.798,10.734,63,68.532,0.635,0.118,0.753
2008,1,logged,valley,2,A,D,1.1,87.6,34.74,79.636,31.582,122.34,111.218,0.875,0.347,1.222
2008,1,logged,valley,2,A,C,1.1,88.2,0,80.182,82.909,88.2,163.091,0.881,0.911,1.792
2008,1,logged,valley,2,B,X,1.12,61.2,6.42,54.643,5.732,67.62,60.375,0.6,0.063,0.663
2008,1,logged,valley,2,B,D,1.11,64.8,19.32,58.378,17.405,84.12,75.784,0.642,0.191,0.833
2008,1,logged,valley,2,B,C,1.1,69.6,0,63.273,21.764,69.6,85.036,0.695,0.239,0.934
2008,1,hemlock control,valley,3,A,X,1.13,63,7.8,55.752,6.903,70.8,62.655,0.613,0.076,0.689
2008,1,hemlock control,valley,3,A,D,1.11,73.2,4.512,65.946,4.065,77.712,70.011,0.725,0.045,0.769
2008,1,hemlock control,valley,3,A,C,1.09,67.8,0,62.202,22.899,67.8,85.101,0.684,0.252,0.935
2008,1,hemlock control,valley,3,B,X,1.11,63,5.298,56.757,4.773,68.298,61.53,0.624,0.052,0.676
2008,1,hemlock control,valley,3,B,D,1.14,56.34,0,49.421,4.905,56.34,54.326,0.543,0.054,0.597
2008,1,hemlock control,valley,3,B,C,1.1,58.32,0,53.018,19.855,58.32,72.873,0.583,0.218,0.801
2008,1,logged,ridge,4,A,X,1.08,90.6,87.6,83.889,81.111,178.2,165,0.922,0.891,1.813
2008,1,logged,ridge,4,A,D,1.12,61.8,75,55.179,66.964,136.8,122.143,0.606,0.736,1.342
2008,1,logged,ridge,4,A,C,1.08,369,34.14,341.667,31.611,403.14,373.278,3.755,0.347,4.102
2008,1,logged,ridge,4,B,X,1.11,176.4,5.208,158.919,4.692,181.608,163.611,1.746,0.052,1.798
2008,1,logged,ridge,4,B,D,1.12,65.4,0,58.393,9.589,65.4,67.982,0.642,0.105,0.747
2008,1,logged,ridge,4,B,C,1.14,67.8,24.06,59.474,21.105,91.86,80.579,0.654,0.232,0.885
2008,1,girdled,ridge,5,A,X,1.09,56.34,0,51.688,21.358,56.34,73.046,0.568,0.235,0.803
2008,1,girdled,ridge,5,A,D,1.12,54.12,0,48.321,-4.586,54.12,43.736,0.531,-0.05,0.481
2008,1,girdled,ridge,5,A,C,1.11,62.4,4.626,56.216,4.168,67.026,60.384,0.618,0.046,0.664
2008,1,girdled,ridge,5,B,X,1.09,56.76,0,52.073,72.661,56.76,124.734,0.572,0.798,1.371
2008,1,girdled,ridge,5,B,D,1.1,906,29.34,823.636,26.673,935.34,850.309,9.051,0.293,9.344
2008,1,girdled,ridge,5,B,C,1.1,53.94,-1.188,49.036,-1.08,52.752,47.956,0.539,-0.012,0.527
2008,1,hemlock control,ridge,6,A,X,1.08,34.38,39.54,31.833,36.611,73.92,68.444,0.35,0.402,0.752
2008,1,hemlock control,ridge,6,A,D,1.08,59.22,2.826,54.833,2.617,62.046,57.45,0.603,0.029,0.631
2008,1,hemlock control,ridge,6,A,C,1.12,52.02,0,46.446,25.982,52.02,72.429,0.51,0.286,0.796
2008,1,hemlock control,ridge,6,B,X,1.13,2664,17.52,2357.522,15.504,2681.52,2373.027,25.907,0.17,26.077
2008,1,hemlock control,ridge,6,B,D,1.1,75,0,68.182,110.727,75,178.909,0.749,1.217,1.966
2008,1,hemlock control,ridge,6,B,C,1.11,52.56,0,47.351,57.838,52.56,105.189,0.52,0.636,1.156
2008,1,hardwood control,ridge,7,A,X,1.1,72.6,0,66,4.98,72.6,70.98,0.725,0.055,0.78
2008,1,hardwood control,ridge,7,A,D,1.11,44.04,0,39.676,2.146,44.04,41.822,0.436,0.024,0.46
2008,1,hardwood control,ridge,7,A,C,1.1,59.7,0,54.273,35.455,59.7,89.727,0.596,0.39,0.986
2008,1,hardwood control,ridge,7,B,X,1.09,55.5,0,50.917,2.136,55.5,53.053,0.56,0.023,0.583
2008,1,hardwood control,ridge,7,B,D,1.12,64.2,0,57.321,39.696,64.2,97.018,0.63,0.436,1.066
2008,1,hardwood control,ridge,7,B,C,1.13,50.88,0,45.027,3.669,50.88,48.696,0.495,0.04,0.535
2008,1,hardwood control,valley,8,A,X,1.12,50.04,5.346,44.679,4.773,55.386,49.452,0.491,0.052,0.543
2008,1,hardwood control,valley,8,A,D,1.11,50.82,0.166,45.784,0.15,50.986,45.934,0.503,0.002,0.505
2008,1,hardwood control,valley,8,A,C,1.09,57.84,-1.842,53.064,-1.69,55.998,51.374,0.583,-0.019,0.565
2008,1,hardwood control,valley,8,B,X,1.13,117.6,0,104.071,2.936,117.6,107.007,1.144,0.032,1.176
2008,1,hardwood control,valley,8,B,D,1.13,63.6,0,56.283,23.735,63.6,80.018,0.618,0.261,0.879
2008,1,hardwood control,valley,8,B,C,1.12,47.58,0,42.482,0.895,47.58,43.377,0.467,0.01,0.477
2008,2,girdled,valley,1,A,X,1.09,156.6,0,143.67,116.697,156.6,260.367,1.579,1.282,2.861
2008,2,girdled,valley,1,A,D,1.07,178.2,0,166.542,66.168,178.2,232.71,1.83,0.727,2.557
2008,2,girdled,valley,1,A,C,1.09,385.8,106.2,353.945,97.431,492,451.376,3.89,1.071,4.96
2008,2,girdled,valley,1,B,X,1.1,64.2,0,58.364,2.864,64.2,61.227,0.641,0.031,0.673
2008,2,girdled,valley,1,B,D,1.09,89.4,0,82.018,23.725,89.4,105.743,0.901,0.261,1.162
2008,2,girdled,valley,1,B,C,1.05,174,-1.608,165.714,-1.531,172.392,164.183,1.821,-0.017,1.804
2008,2,logged,valley,2,A,X,1.07,70.2,0,65.607,-7.794,70.2,57.813,0.721,-0.086,0.635
2008,2,logged,valley,2,A,D,1.07,78.6,55.62,73.458,51.981,134.22,125.439,0.807,0.571,1.378
2008,2,logged,valley,2,A,C,1.05,55.32,0,52.686,3.149,55.32,55.834,0.579,0.035,0.614
2008,2,logged,valley,2,B,X,1.06,53.58,-15,50.547,-14.151,38.58,36.396,0.555,-0.156,0.4
2008,2,logged,valley,2,B,D,1.02,60.6,3.414,59.412,3.347,64.014,62.759,0.653,0.037,0.69
2008,2,logged,valley,2,B,C,1.07,224.4,0,209.72,-3.836,224.4,205.884,2.305,-0.042,2.262
2008,2,hemlock control,valley,3,A,X,1.08,73.8,14.58,68.333,13.5,88.38,81.833,0.751,0.148,0.899
2008,2,hemlock control,valley,3,A,D,1.08,90,145.8,83.333,135,235.8,218.333,0.916,1.484,2.399
2008,2,hemlock control,valley,3,A,C,1.04,56.1,0,53.942,12.231,56.1,66.173,0.593,0.134,0.727
2008,2,hemlock control,valley,3,B,X,1.07,183.6,8.94,171.589,8.355,192.54,179.944,1.886,0.092,1.977
2008,2,hemlock control,valley,3,B,D,1.09,66.6,0,61.101,5.56,66.6,66.661,0.671,0.061,0.733
2008,2,hemlock control,valley,3,B,C,1.12,67.8,0,60.536,41.946,67.8,102.482,0.665,0.461,1.126
2008,2,logged,ridge,4,A,X,1.05,105,25.92,100,24.686,130.92,124.686,1.099,0.271,1.37
2008,2,logged,ridge,4,A,D,1.04,82.2,156,79.038,150,238.2,229.038,0.869,1.648,2.517
2008,2,logged,ridge,4,A,C,1.07,373.8,474,349.346,442.991,847.8,792.336,3.839,4.868,8.707
2008,2,logged,ridge,4,B,X,1.04,3420,63.6,3288.462,61.154,3483.6,3349.615,36.137,0.672,36.809
2008,2,logged,ridge,4,B,D,1.05,163.2,0,155.429,78.857,163.2,234.286,1.708,0.867,2.575
2008,2,logged,ridge,4,B,C,1.06,204,148.2,192.453,139.811,352.2,332.264,2.115,1.536,3.651
2008,2,girdled,ridge,5,A,X,1.07,76.2,0,71.215,27.364,76.2,98.579,0.783,0.301,1.083
2008,2,girdled,ridge,5,A,D,1.09,126,0,115.596,-3.248,126,112.349,1.27,-0.036,1.235
2008,2,girdled,ridge,5,A,C,1.07,59.46,-1.95,55.57,-1.822,57.51,53.748,0.611,-0.02,0.591
2008,2,girdled,ridge,5,B,X,1.1,78,0,70.909,-2.64,78,68.269,0.779,-0.029,0.75
2008,2,girdled,ridge,5,B,D,1.1,283.8,3.756,258,3.415,287.556,261.415,2.835,0.038,2.873
2008,2,girdled,ridge,5,B,C,1.02,94.2,59.16,92.353,58,153.36,150.353,1.015,0.637,1.652
2008,2,hemlock control,ridge,6,A,X,1.05,66,58.62,62.857,55.829,124.62,118.686,0.691,0.614,1.304
2008,2,hemlock control,ridge,6,A,D,1.07,54.9,8.58,51.308,8.019,63.48,59.327,0.564,0.088,0.652
2008,2,hemlock control,ridge,6,A,C,1.08,57.42,0,53.167,21,57.42,74.167,0.584,0.231,0.815
2008,2,hemlock control,ridge,6,B,X,1.08,1620,19.38,1500,17.944,1639.38,1517.944,16.484,0.197,16.681
2008,2,hemlock control,ridge,6,B,D,1.08,67.8,0,62.778,95,67.8,157.778,0.69,1.044,1.734
2008,2,hemlock control,ridge,6,B,C,1.07,84,0,78.505,95.327,84,173.832,0.863,1.048,1.91
2008,2,hardwood control,ridge,7,A,X,1.1,63.6,0,57.818,3.235,63.6,61.053,0.635,0.036,0.671
2008,2,hardwood control,ridge,7,A,D,1.04,54.12,0,52.038,-0.095,54.12,51.943,0.572,-0.001,0.571
2008,2,hardwood control,ridge,7,A,C,1.06,83.4,0,78.679,4.8,83.4,83.479,0.865,0.053,0.917
2008,2,hardwood control,ridge,7,B,X,1.06,67.2,0,63.396,-6.736,67.2,56.66,0.697,-0.074,0.623
2008,2,hardwood control,ridge,7,B,D,1.1,74.4,0,67.636,43.036,74.4,110.673,0.743,0.473,1.216
2008,2,hardwood control,ridge,7,B,C,1.03,55.74,0,54.117,8.155,55.74,62.272,0.595,0.09,0.684
2008,2,hardwood control,valley,8,A,X,1.02,145.2,35.58,142.353,34.882,180.78,177.235,1.564,0.383,1.948
2008,2,hardwood control,valley,8,A,D,1.09,3510,24.6,3220.183,22.569,3534.6,3242.752,35.387,0.248,35.635
2008,2,hardwood control,valley,8,A,C,1.07,130.2,25.5,121.682,23.832,155.7,145.514,1.337,0.262,1.599
2008,2,hardwood control,valley,8,B,X,1.08,95.4,0,88.333,4.45,95.4,92.783,0.971,0.049,1.02
2008,2,hardwood control,valley,8,B,D,1.1,74.4,0,67.636,28.745,74.4,96.382,0.743,0.316,1.059
2008,2,hardwood control,valley,8,B,C,1.09,57.72,0,52.954,-4.525,57.72,48.429,0.582,-0.05,0.532
2008,3,girdled,valley,1,A,X,1.002,73.8,22.74,73.653,22.695,96.54,96.347,0.809,0.249,1.059
2008,3,girdled,valley,1,A,D,1.028,115.2,20.82,112.062,20.253,136.02,132.315,1.231,0.223,1.454
2008,3,girdled,valley,1,A,C,0.987,828,52.86,838.906,53.556,880.86,892.462,9.219,0.589,9.807
2008,3,girdled,valley,1,B,X,1.027,45.12,-4.794,43.934,-4.668,40.326,39.266,0.483,-0.051,0.431
2008,3,girdled,valley,1,B,D,1.01,66.6,1.92,65.941,1.901,68.52,67.842,0.725,0.021,0.746
2008,3,girdled,valley,1,B,C,1.011,121.2,14.22,119.881,14.065,135.42,133.947,1.317,0.155,1.472
2008,3,logged,valley,2,A,X,1.015,48.18,-4.938,47.468,-4.865,43.242,42.603,0.522,-0.053,0.468
2008,3,logged,valley,2,A,D,1.002,53.94,14.22,53.832,14.192,68.16,68.024,0.592,0.156,0.748
2008,3,logged,valley,2,A,C,1.028,118.8,22.8,115.564,22.179,141.6,137.743,1.27,0.244,1.514
2008,3,logged,valley,2,B,X,1.014,49.62,-5.562,48.935,-5.485,44.058,43.45,0.538,-0.06,0.477
2008,3,logged,valley,2,B,D,0.993,53.22,0.96,53.595,0.967,54.18,54.562,0.589,0.011,0.6
2008,3,logged,valley,2,B,C,1.024,112.2,6.96,109.57,6.797,119.16,116.367,1.204,0.075,1.279
2008,3,hemlock control,valley,3,A,X,1.008,35.94,-1.308,35.655,-1.298,34.632,34.357,0.392,-0.014,0.378
2008,3,hemlock control,valley,3,A,D,1.008,40.86,-3.918,40.536,-3.887,36.942,36.649,0.445,-0.043,0.403
2008,3,hemlock control,valley,3,A,C,1.002,45.12,1.26,45.03,1.257,46.38,46.287,0.495,0.014,0.509
2008,3,hemlock control,valley,3,B,X,0.992,33.36,-4.788,33.629,-4.827,28.572,28.802,0.37,-0.053,0.317
2008,3,hemlock control,valley,3,B,D,1.034,50.16,0.684,48.511,0.662,50.844,49.172,0.533,0.007,0.54
2008,3,hemlock control,valley,3,B,C,1.014,33.66,3.348,33.195,3.302,37.008,36.497,0.365,0.036,0.401
2008,3,logged,ridge,4,A,X,1.023,78.6,7.44,76.833,7.273,86.04,84.106,0.844,0.08,0.924
2008,3,logged,ridge,4,A,D,1.018,47.7,0.058,46.857,0.057,47.758,46.913,0.515,0.001,0.516
2008,3,logged,ridge,4,A,C,1.019,565.8,1326,555.25,1301.276,1891.8,1856.526,6.102,14.3,20.401
2008,3,logged,ridge,4,B,X,1.005,83.4,44.7,82.985,44.478,128.1,127.463,0.912,0.489,1.401
2008,3,logged,ridge,4,B,D,1.019,77.4,41.58,75.957,40.805,118.98,116.762,0.835,0.448,1.283
2008,3,logged,ridge,4,B,C,1.039,73.2,27.12,70.452,26.102,100.32,96.554,0.774,0.287,1.061
2008,3,girdled,ridge,5,A,X,1.035,108,12.96,104.348,12.522,120.96,116.87,1.147,0.138,1.284
2008,3,girdled,ridge,5,A,D,1.028,73.2,9.6,71.206,9.339,82.8,80.545,0.782,0.103,0.885
2008,3,girdled,ridge,5,A,C,0.994,57.54,15.9,57.887,15.996,73.44,73.883,0.636,0.176,0.812
2008,3,girdled,ridge,5,B,X,1.011,133.2,49.26,131.751,48.724,182.46,180.475,1.448,0.535,1.983
2008,3,girdled,ridge,5,B,D,1.034,58.2,23.28,56.286,22.515,81.48,78.801,0.619,0.247,0.866
2008,3,girdled,ridge,5,B,C,1.013,67.8,4.758,66.93,4.697,72.558,71.627,0.735,0.052,0.787
2008,3,hemlock control,ridge,6,A,X,1.001,67.8,34.98,67.732,34.945,102.78,102.677,0.744,0.384,1.128
2008,3,hemlock control,ridge,6,A,D,1.03,45.3,-4.374,43.981,-4.247,40.926,39.734,0.483,-0.047,0.437
2008,3,hemlock control,ridge,6,A,C,1.025,47.28,13.68,46.127,13.346,60.96,59.473,0.507,0.147,0.654
2008,3,hemlock control,ridge,6,B,X,1,147,19.74,147,19.74,166.74,166.74,1.615,0.217,1.832
2008,3,hemlock control,ridge,6,B,D,1.017,119.4,88.8,117.404,87.316,208.2,204.72,1.29,0.96,2.25
2008,3,hemlock control,ridge,6,B,C,1.023,70.8,17.7,69.208,17.302,88.5,86.51,0.761,0.19,0.951
2008,3,hardwood control,ridge,7,A,X,0.992,50.34,4.086,50.746,4.119,54.426,54.865,0.558,0.045,0.603
2008,3,hardwood control,ridge,7,A,D,1.026,39.24,-3.798,38.246,-3.702,35.442,34.544,0.42,-0.041,0.38
2008,3,hardwood control,ridge,7,A,C,1.018,42.12,4.47,41.375,4.391,46.59,45.766,0.455,0.048,0.503
2008,3,hardwood control,ridge,7,B,X,1.021,48.36,1.332,47.365,1.305,49.692,48.67,0.52,0.014,0.535
2008,3,hardwood control,ridge,7,B,D,0.985,55.38,33.72,56.223,34.234,89.1,90.457,0.618,0.376,0.994
2008,3,hardwood control,ridge,7,B,C,1.008,32.28,-5.97,32.024,-5.923,26.31,26.101,0.352,-0.065,0.287
2008,3,hardwood control,valley,8,A,X,1.017,42.3,4.842,41.593,4.761,47.142,46.354,0.457,0.052,0.509
2008,3,hardwood control,valley,8,A,D,1.019,2754,72.6,2702.65,71.246,2826.6,2773.896,29.699,0.783,30.482
2008,3,hardwood control,valley,8,A,C,1.032,90,15.54,87.209,15.058,105.54,102.267,0.958,0.165,1.124
2008,3,hardwood control,valley,8,B,X,0.996,22.38,-6.84,22.47,-6.867,15.54,15.602,0.247,-0.075,0.171
2008,3,hardwood control,valley,8,B,D,1.026,49.98,10.32,48.713,10.058,60.3,58.772,0.535,0.111,0.646
2008,3,hardwood control,valley,8,B,C,1.023,61.2,1.452,59.824,1.419,62.652,61.243,0.657,0.016,0.673
2008,4,girdled,valley,1,A,X,1,54.48,3.876,54.48,3.876,58.356,58.356,0.599,0.043,0.641
2008,4,girdled,valley,1,A,D,1.02,200.4,-0.415,196.471,-0.407,199.985,196.064,2.159,-0.004,2.155
2008,4,girdled,valley,1,A,C,1.01,173.4,5.106,171.683,5.055,178.506,176.739,1.887,0.056,1.942
2008,4,girdled,valley,1,B,X,1,47.28,-4.482,47.28,-4.482,42.798,42.798,0.52,-0.049,0.47
2008,4,girdled,valley,1,B,D,0.98,39.6,0.756,40.408,0.771,40.356,41.18,0.444,0.008,0.453
2008,4,girdled,valley,1,B,C,0.99,42.12,-1.062,42.545,-1.073,41.058,41.473,0.468,-0.012,0.456
2008,4,logged,valley,2,A,X,1.01,48.66,-3.342,48.178,-3.309,45.318,44.869,0.529,-0.036,0.493
2008,4,logged,valley,2,A,D,1,49.98,-5.064,49.98,-5.064,44.916,44.916,0.549,-0.056,0.494
2008,4,logged,valley,2,A,C,0.97,77.4,-3.798,79.794,-3.915,73.602,75.878,0.877,-0.043,0.834
2008,4,logged,valley,2,B,X,0.99,2208,10.56,2230.303,10.667,2218.56,2240.97,24.509,0.117,24.626
2008,4,logged,valley,2,B,D,1,76.2,-0.636,76.2,-0.636,75.564,75.564,0.837,-0.007,0.83
2008,4,logged,valley,2,B,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,4,hemlock control,valley,3,A,X,0.99,60.6,-4.05,61.212,-4.091,56.55,57.121,0.673,-0.045,0.628
2008,4,hemlock control,valley,3,A,D,1.02,57.9,1.662,56.765,1.629,59.562,58.394,0.624,0.018,0.642
2008,4,hemlock control,valley,3,A,C,1.02,47.1,-5.316,46.176,-5.212,41.784,40.965,0.507,-0.057,0.45
2008,4,hemlock control,valley,3,B,X,1.01,62.4,-1.332,61.782,-1.319,61.068,60.463,0.679,-0.014,0.664
2008,4,hemlock control,valley,3,B,D,0.99,60.6,-5.694,61.212,-5.752,54.906,55.461,0.673,-0.063,0.609
2008,4,hemlock control,valley,3,B,C,0.97,33.06,-6.06,34.082,-6.247,27,27.835,0.375,-0.069,0.306
2008,4,logged,ridge,4,A,X,1.03,70.2,-4.794,68.155,-4.654,65.406,63.501,0.749,-0.051,0.698
2008,4,logged,ridge,4,A,D,1,63.6,-4.332,63.6,-4.332,59.268,59.268,0.699,-0.048,0.651
2008,4,logged,ridge,4,A,C,1.01,54.48,73.2,53.941,72.475,127.68,126.416,0.593,0.796,1.389
2008,4,logged,ridge,4,B,X,1,54.54,-4.002,54.54,-4.002,50.538,50.538,0.599,-0.044,0.555
2008,4,logged,ridge,4,B,D,0.96,42.36,-4.308,44.125,-4.488,38.052,39.638,0.485,-0.049,0.436
2008,4,logged,ridge,4,B,C,1,48.36,4.968,48.36,4.968,53.328,53.328,0.531,0.055,0.586
2008,4,girdled,ridge,5,A,X,0.97,83.4,-5.034,85.979,-5.19,78.366,80.79,0.945,-0.057,0.888
2008,4,girdled,ridge,5,A,D,0.98,39.18,-6.66,39.98,-6.796,32.52,33.184,0.439,-0.075,0.365
2008,4,girdled,ridge,5,A,C,1,42.24,-5.034,42.24,-5.034,37.206,37.206,0.464,-0.055,0.409
2008,4,girdled,ridge,5,B,X,1.04,78,-5.1,40.615,-4.904,72.9,35.712,0.446,-0.054,0.392
2008,4,girdled,ridge,5,B,D,0.98,58.92,-4.032,79.592,-4.114,54.888,75.478,0.875,-0.045,0.829
2008,4,girdled,ridge,5,B,C,0.97,59.4,-5.832,60.742,-6.012,53.568,54.73,0.667,-0.066,0.601
2008,4,hemlock control,ridge,6,A,X,1.01,56.58,-4.944,58.812,-4.895,51.636,53.917,0.646,-0.054,0.592
2008,4,hemlock control,ridge,6,A,D,1,58.62,-3.918,56.58,-3.918,54.702,52.662,0.622,-0.043,0.579
2008,4,hemlock control,ridge,6,A,C,1.01,38.46,-2.394,58.04,-2.37,36.066,55.669,0.638,-0.026,0.612
2008,4,hemlock control,ridge,6,B,X,0.99,57.24,-4.746,38.848,-4.794,52.494,34.055,0.427,-0.053,0.374
2008,4,hemlock control,ridge,6,B,D,0.99,1092,3.846,57.818,3.885,1095.846,61.703,0.635,0.043,0.678
2008,4,hemlock control,ridge,6,B,C,1.01,127.2,4.008,1081.188,3.968,131.208,1085.156,11.881,0.044,11.925
2008,4,hardwood control,ridge,7,A,X,1,42.72,-0.415,127.2,-0.415,42.305,126.785,1.398,-0.005,1.393
2008,4,hardwood control,ridge,7,A,D,1.01,28.8,-5.46,42.297,-5.406,23.34,36.891,0.465,-0.059,0.405
2008,4,hardwood control,ridge,7,A,C,0.97,91.2,-4.764,29.691,-4.911,86.436,24.779,0.326,-0.054,0.272
2008,4,hardwood control,ridge,7,B,X,1.01,56.04,-5.124,90.297,-5.073,50.916,85.224,0.992,-0.056,0.937
2008,4,hardwood control,ridge,7,B,D,1,134.4,-5.058,56.04,-5.058,129.342,50.982,0.616,-0.056,0.56
2008,4,hardwood control,ridge,7,B,C,0.99,48.84,-4.452,135.758,-4.497,44.388,131.261,1.492,-0.049,1.442
2008,4,hardwood control,valley,8,A,X,1.07,111,-1.008,45.645,-0.942,109.992,44.703,0.502,-0.01,0.491
2008,4,hardwood control,valley,8,A,D,0.99,2940,84,112.121,84.848,3024,196.97,1.232,0.932,2.165
