date,treatment,block,plot,subplot,subplot.t,vial.num,subfamily,genus,species,spec.code,count
2008-07-11,hardwood control,Valley,8,B,control,195,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-07-11,hardwood control,Valley,8,B,exclosure,1107,Myrmicinae,Aphaenogaster,picea,aphpic,2
2008-07-11,hardwood control,Valley,8,B,control,196,Formicinae,Formica,pergandei,forper,3
2008-08-06,girdle,Valley,1,A,exclosure,326,Myrmicinae,Myrmica,punctiventris,myrpun,1
2008-08-06,girdle,Valley,1,B,disturbance,325,Myrmicinae,Aphaenogaster,picea,aphpic,3
2008-08-06,girdle,Valley,1,B,disturbance,324,Myrmicinae,Aphaenogaster,picea,aphpic,4
2008-08-06,log,Valley,2,A,control,304,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-08-06,log,Valley,2,A,control,304,Formicinae,Camponotus,pennsylvanicus,campen,1
2008-08-06,log,Valley,2,A,control,304,Myrmicinae,Myrmica,punctiventris,myrpun,1
2008-08-06,log,Valley,2,B,exclosure,303,Myrmicinae,Aphaenogaster,picea,aphpic,2
2008-08-06,log,Valley,2,B,control,301,Formicinae,Formica,pergandei,forper,1
2008-08-06,log,Valley,2,B,disturbance,302,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-08-06,log,Valley,2,B,control,301,Formicinae,Camponotus,novaeboracensis,camnov,1
2008-08-06,hemlock control,Valley,3,A,disturbance,323,Formicinae,Camponotus,pennsylvanicus,campen,1
2008-08-06,hemlock control,Valley,3,A,disturbance,322,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-08-06,log,Ridge,4,A,control,312,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-08-06,log,Ridge,4,A,exclosure,319,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-08-06,log,Ridge,4,A,disturbance,310,Formicinae,Camponotus,novaeboracensis,camnov,1
2008-08-06,log,Ridge,4,A,control,311,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-08-06,log,Ridge,4,A,disturbance,310,Myrmicinae,Aphaenogaster,picea,aphpic,2
2008-08-06,log,Ridge,4,B,disturbance,315,Formicinae,Camponotus,pennsylvanicus,campen,3
2008-08-06,log,Ridge,4,B,disturbance,315,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-08-06,log,Ridge,4,B,disturbance,314,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-08-06,log,Ridge,4,B,exclosure,313,Formicinae,Camponotus,novaeboracensis,camnov,1
2008-08-06,girdle,Ridge,5,A,control,320,Myrmicinae,Aphaenogaster,picea,aphpic,2
2008-08-06,girdle,Ridge,5,A,control,318,Myrmicinae,Aphaenogaster,picea,aphpic,4
2008-08-06,girdle,Ridge,5,B,control,316,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-08-06,girdle,Ridge,5,B,disturbance,317,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-08-06,girdle,Ridge,5,B,control,321,Formicinae,Camponotus,pennsylvanicus,campen,2
2008-08-06,hemlock control,Ridge,6,A,control,331,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-08-06,hemlock control,Ridge,6,A,control,332,Myrmicinae,Aphaenogaster,picea,aphpic,2
2008-08-06,hardwood control,Ridge,7,A,exclosure,327,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-08-06,hardwood control,Ridge,7,A,control,328,Myrmicinae,Aphaenogaster,picea,aphpic,2
2008-08-06,hardwood control,Ridge,7,B,exclosure,329,Myrmicinae,Myrmica,punctiventris,myrpun,2
2008-08-06,hardwood control,Ridge,7,B,control,330,Formicinae,Formica,subsericea,forsub3,2
2008-08-06,hardwood control,Valley,8,A,control,306,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-08-06,hardwood control,Valley,8,B,exclosure,307,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-08-06,hardwood control,Valley,8,B,disturbance,309,Myrmicinae,Aphaenogaster,picea,aphpic,1
2008-08-06,hardwood control,Valley,8,B,control,308,Formicinae,Camponotus,pennsylvanicus,campen,1
2008-08-06,hardwood control,Valley,8,B,control,305,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,girdle,Valley,1,A,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-06-01,girdle,Valley,1,A,control,NA,Myrmicinae,Stenamma,brevicorne,stebre,2
2009-06-01,girdle,Valley,1,A,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,3
2009-06-01,girdle,Valley,1,A,disturbance,NA,Formicinae,Camponotus,pennsylvanicus,campen,5
2009-06-01,girdle,Valley,1,B,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,3
2009-06-01,girdle,Valley,1,B,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,log,Valley,2,A,disturbance,NA,Formicinae,Camponotus,pennsylvanicus,campen,3
2009-06-01,log,Valley,2,A,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,log,Valley,2,A,disturbance,NA,Formicinae,Formica,subsericea,forsub3,1
2009-06-01,log,Valley,2,A,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,2
2009-06-01,log,Valley,2,A,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,3
2009-06-01,log,Valley,2,A,exclosure,NA,Myrmicinae,Stenamma,schmittii,stesch,1
2009-06-01,log,Valley,2,B,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,3
2009-06-01,log,Valley,2,B,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-06-01,log,Valley,2,B,disturbance,NA,Formicinae,Camponotus,pennsylvanicus,campen,2
2009-06-01,log,Valley,2,B,disturbance,NA,Formicinae,Formica,neogagates,forneo1,3
2009-06-01,hemlock control,Valley,3,B,exclosure,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,hemlock control,Valley,3,B,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-06-01,log,Ridge,4,A,disturbance,NA,Formicinae,Camponotus,novaeboracensis,camnov,1
2009-06-01,log,Ridge,4,A,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,log,Ridge,4,B,disturbance,NA,Formicinae,Formica,subsericea,forsub3,1
2009-06-01,log,Ridge,4,B,exclosure,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,log,Ridge,4,B,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,log,Ridge,4,B,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,girdle,Ridge,5,A,disturbance,NA,Formicinae,Camponotus,pennsylvanicus,campen,2
2009-06-01,girdle,Ridge,5,A,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,girdle,Ridge,5,A,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,girdle,Ridge,5,B,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,girdle,Ridge,5,B,exclosure,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,girdle,Ridge,5,B,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,hemlock control,Ridge,6,A,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-06-01,hemlock control,Ridge,6,A,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-06-01,hemlock control,Ridge,6,B,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,hemlock control,Ridge,6,B,exclosure,NA,Myrmicinae,Stenamma,impar,steimp,1
2009-06-01,hemlock control,Ridge,6,B,exclosure,NA,Myrmicinae,Stenamma,schmittii,stesch,1
2009-06-01,hemlock control,Ridge,6,B,exclosure,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,hemlock control,Ridge,6,B,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-06-01,hemlock control,Ridge,6,B,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,hardwood control,Ridge,7,A,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,hardwood control,Ridge,7,A,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,4
2009-06-01,hardwood control,Ridge,7,A,control,NA,Formicinae,Formica,subsericea,forsub3,1
2009-06-01,hardwood control,Ridge,7,A,control,NA,Myrmicinae,Stenamma,impar,steimp,2
2009-06-01,hardwood control,Ridge,7,B,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-06-01,hardwood control,Ridge,7,B,exclosure,NA,Myrmicinae,Myrmica,punctiventris,myrpun,2
2009-06-01,hardwood control,Valley,8,A,disturbance,NA,Myrmicinae,Myrmica,punctiventris,myrpun,1
2009-06-01,hardwood control,Valley,8,B,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-06-01,hardwood control,Valley,8,B,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-06-01,hardwood control,Valley,8,B,control,NA,Myrmicinae,Stenamma,schmittii,stesch,1
2009-06-01,hardwood control,Valley,8,B,disturbance,NA,Formicinae,Formica,subsericea,forsub3,1
2009-06-01,hardwood control,Valley,8,B,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-06-01,hardwood control,Valley,8,B,exclosure,NA,Myrmicinae,Aphaenogaster,picea,aphpic,3
2009-07-07,girdle,Valley,1,A,exclosure,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-07-07,girdle,Valley,1,A,exclosure,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-07-07,girdle,Valley,1,B,exclosure,NA,Formicinae,Lasius,interjectus,lasint,5
2009-07-07,girdle,Valley,1,B,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-07-07,girdle,Valley,1,B,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-07-07,girdle,Valley,1,B,exclosure,NA,Formicinae,Lasius,umbratus,lasumb,3
2009-07-07,girdle,Valley,1,B,exclosure,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-07-07,girdle,Valley,1,B,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-07-07,log,Valley,2,A,exclosure,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-07-07,log,Valley,2,A,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,2
2009-07-07,log,Valley,2,A,exclosure,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-07-07,log,Valley,2,A,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,2
2009-07-07,log,Valley,2,B,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-07-07,log,Valley,2,B,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-07-07,log,Valley,2,B,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-07-07,log,Valley,2,B,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-07-07,hemlock control,Valley,3,A,exclosure,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-07-07,hemlock control,Valley,3,A,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,3
2009-07-07,hemlock control,Valley,3,A,exclosure,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-07-07,hemlock control,Valley,3,A,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,3
2009-07-07,hemlock control,Valley,3,B,exclosure,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-07-07,log,Ridge,4,A,disturbance,NA,Formicinae,Camponotus,nearcticus,camnea,2
2009-07-07,log,Ridge,4,A,disturbance,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-07-07,log,Ridge,4,A,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-07-07,log,Ridge,4,A,disturbance,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-07-07,log,Ridge,4,B,exclosure,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-07-07,log,Ridge,4,B,exclosure,NA,Formicinae,Camponotus,nearcticus,camnea,2
2009-07-07,log,Ridge,4,B,disturbance,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-07-07,girdle,Ridge,5,A,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-07-07,girdle,Ridge,5,B,disturbance,NA,Formicinae,Camponotus,pennsylvanicus,campen,2
2009-07-07,girdle,Ridge,5,B,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-07-07,hemlock control,Ridge,6,A,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-07-07,hardwood control,Ridge,7,A,exclosure,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-07-07,hardwood control,Ridge,7,A,exclosure,NA,Myrmicinae,Myrmica,punctiventris,myrpun,1
2009-07-07,hardwood control,Ridge,7,A,control,NA,Formicinae,Formica,subsericea,forsub3,1
2009-07-07,hardwood control,Ridge,7,A,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-07-07,hardwood control,Ridge,7,B,exclosure,NA,Formicinae,Camponotus,pennsylvanicus,campen,2
2009-07-07,hardwood control,Ridge,7,B,disturbance,NA,Formicinae,Formica,subsericea,forsub3,2
2009-07-07,hardwood control,Valley,8,A,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-07-07,hardwood control,Valley,8,A,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-07-07,hardwood control,Valley,8,B,exclosure,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-07-07,hardwood control,Valley,8,B,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-08-04,girdle,Valley,1,A,exclosure,,Formicinae,Camponotus,pennsylvanicus,campen,1
2009-08-04,log,Valley,2,A,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-08-04,log,Valley,2,A,exclosure,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-08-04,log,Valley,2,A,exclosure,NA,Myrmicinae,Stenamma,impar,steimp,1
2009-08-04,log,Valley,2,A,exclosure,NA,Dolichoderniae,Tapinoma,sessile,tapses,1
2009-08-04,log,Valley,2,A,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-08-04,log,Valley,2,A,disturbance,NA,Formicinae,Camponotus,pennsylvanicus,campen,4
2009-08-04,log,Valley,2,B,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-08-04,log,Valley,2,B,control,NA,Formicinae,Camponotus,novaeboracensis,camnov,1
2009-08-04,hemlock control,Valley,3,A,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-08-04,log,Ridge,4,A,control,NA,Myrmicinae,Temnothorax,longispinosus,temlon,1
2009-08-04,log,Ridge,4,A,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-08-04,log,Ridge,4,A,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,7
2009-08-04,log,Ridge,4,A,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-08-04,log,Ridge,4,B,control,NA,Formicinae,Camponotus,novaeboracensis,camnov,1
2009-08-04,log,Ridge,4,B,disturbance,NA,Formicinae,Formica,subsericea,forsub3,1
2009-08-04,log,Ridge,4,B,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-08-04,girdle,Ridge,5,A,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-08-04,girdle,Ridge,5,A,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-08-04,girdle,Ridge,5,A,exclosure,NA,Formicinae,Camponotus,nearcticus,camnea,1
2009-08-04,girdle,Ridge,5,B,exclosure,NA,Formicinae,Camponotus,pennsylvanicus,campen,2
2009-08-04,girdle,Ridge,5,B,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-08-04,hemlock control,Ridge,6,A,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,6
2009-08-04,hardwood control,Ridge,7,A,disturbance,NA,Formicinae,Lasius,umbratus,lasumb,1
2009-08-04,hardwood control,Ridge,7,A,disturbance,NA,Myrmicinae,Aphaenogaster,picea,aphpic,1
2009-08-04,hardwood control,Ridge,7,A,control,NA,Formicinae,Formica,subsericea,forsub3,4
2009-08-04,hardwood control,Ridge,7,A,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-08-04,hardwood control,Ridge,7,A,control,NA,Myrmicinae,Myrmica,punctiventris,myrpun,2
2009-08-04,hardwood control,Ridge,7,B,disturbance,NA,Formicinae,Camponotus,nearcticus,camnea,1
2009-08-04,hardwood control,Ridge,7,B,disturbance,NA,Formicinae,Lasius,umbratus,lasumb,21
2009-08-04,hardwood control,Ridge,7,B,exclosure,NA,Formicinae,Formica,subsericea,forsub3,1
2009-08-04,hardwood control,Ridge,7,B,exclosure,NA,Myrmicinae,Myrmica,punctiventris,myrpun,4
2009-08-04,hardwood control,Ridge,7,B,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-08-04,hardwood control,Valley,8,A,disturbance,NA,Formicinae,Formica,subaenescens,forsub1,1
2009-08-04,hardwood control,Valley,8,A,control,NA,Formicinae,Formica,neogagates,forneo1,1
2009-08-04,hardwood control,Valley,8,B,disturbance,NA,Formicinae,Camponotus,nearcticus,camnea,1
2009-08-04,hardwood control,Valley,8,B,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,3
2009-08-04,hardwood control,Valley,8,B,control,NA,Myrmicinae,Aphaenogaster,picea,aphpic,2
2009-08-04,hardwood control,Valley,8,B,exclosure,NA,Myrmicinae,Myrmica,punctiventris,myrpun,1
2010-06-09,girdle,Valley,1,A,control,141,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-06-09,girdle,Valley,1,A,control,NA,Formicinae,Camponotus,pennsylvanicus,campen,2
2010-06-09,girdle,Valley,1,A,exclosure,143,Myrmicinae,Myrmica,punctiventris,myrpun,1
2010-06-09,girdle,Valley,1,A,disturbance,146,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-06-09,girdle,Valley,1,B,control,144,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-06-09,girdle,Valley,1,B,control,145,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-06-09,girdle,Valley,1,B,exclosure,147,Myrmicinae,Myrmica,punctiventris,myrpun,1
2010-06-09,log,Valley,2,A,disturbance,177,Formicinae,Camponotus,pennsylvanicus,campen,5
2010-06-09,log,Valley,2,A,control,180,Formicinae,Camponotus,pennsylvanicus,campen,2
2010-06-09,log,Valley,2,A,control,181,Formicinae,Camponotus,novaeboracensis,camnov,2
2010-06-09,log,Valley,2,A,exclosure,182,Dolichoderniae,Tapinoma,sessile,tapses,1
2010-06-09,log,Valley,2,B,control,176,Myrmicinae,Aphaenogaster,picea,aphpic,4
2010-06-09,log,Valley,2,B,disturbance,178,Myrmicinae,Myrmica,punctiventris,myrpun,3
2010-06-09,log,Valley,2,B,disturbance,179,Dolichoderniae,Tapinoma,sessile,tapses,5
2010-06-09,hemlock control,Valley,3,B,disturbance,15,Myrmicinae,Stenamma,brevicorne,stebre,1
2010-06-09,hemlock control,Valley,3,B,exclosure,16,Myrmicinae,Aphaenogaster,picea,aphpic,3
2010-06-09,log,Ridge,4,A,exclosure,189,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-06-09,log,Ridge,4,A,disturbance,190,Formicinae,Camponotus,novaeboracensis,camnov,1
2010-06-09,log,Ridge,4,B,disturbance,183,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-06-09,log,Ridge,4,B,disturbance,184,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-06-09,log,Ridge,4,B,disturbance,185,Formicinae,Formica,subsericea,forsub3,1
2010-06-09,log,Ridge,4,B,control,186,Myrmicinae,Aphaenogaster,picea,aphpic,5
2010-06-09,log,Ridge,4,B,exclosure,187,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-06-09,log,Ridge,4,B,exclosure,188,Formicinae,Camponotus,pennsylvanicus,campen,2
2010-06-09,girdle,Ridge,5,A,exclosure,148,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-06-09,girdle,Ridge,5,A,disturbance,149,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-06-09,girdle,Ridge,5,A,disturbance,150,Formicinae,Camponotus,pennsylvanicus,campen,2
2010-06-09,girdle,Ridge,5,A,disturbance,NA,Myrmicinae,Stenamma,impar,steimp,4
2010-06-09,girdle,Ridge,5,A,control,155,Myrmicinae,Aphaenogaster,picea,aphpic,3
2010-06-09,girdle,Ridge,5,A,control,156,Formicinae,Camponotus,pennsylvanicus,campen,2
2010-06-09,girdle,Ridge,5,B,disturbance,152,Myrmicinae,Aphaenogaster,picea,aphpic,3
2010-06-09,girdle,Ridge,5,B,disturbance,153,Myrmicinae,Temnothorax,longispinosus,temlon,1
2010-06-09,girdle,Ridge,5,B,control,154,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-06-09,girdle,Ridge,5,B,exclosure,157,Myrmicinae,Aphaenogaster,picea,aphpic,7
2010-06-09,hemlock control,Ridge,6,A,control,35,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-06-09,hemlock control,Ridge,6,A,disturbance,36,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-06-09,hemlock control,Ridge,6,A,exclosure,38,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-06-09,hemlock control,Ridge,6,B,control,37,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-06-09,hemlock control,Ridge,6,B,exclosure,39,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-06-09,hemlock control,Ridge,6,B,exclosure,40,Myrmicinae,Stenamma,impar,steimp,1
2010-06-09,hemlock control,Ridge,6,B,disturbance,41,Myrmicinae,Stenamma,impar,steimp,2
2010-06-09,hardwood control,Ridge,7,A,exclosure,42,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-06-09,hardwood control,Ridge,7,A,exclosure,43,Myrmicinae,Myrmica,punctiventris,myrpun,3
2010-06-09,hardwood control,Ridge,7,A,exclosure,NA,Myrmicinae,Stenamma,impar,steimp,1
2010-06-09,hardwood control,Ridge,7,A,control,45,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-06-09,hardwood control,Ridge,7,A,control,46,Myrmicinae,Stenamma,impar,steimp,1
2010-06-09,hardwood control,Ridge,7,A,disturbance,33,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-06-09,hardwood control,Ridge,7,B,disturbance,47,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-06-09,hardwood control,Ridge,7,B,control,48,Formicinae,Formica,subsericea,forsub3,1
2010-06-09,hardwood control,Ridge,7,B,exclosure,49,Myrmicinae,Myrmica,punctiventris,myrpun,1
2010-06-09,hardwood control,Ridge,7,B,exclosure,50,Formicinae,Lasius,nearcticus,lasnea,1
2010-06-09,hardwood control,Valley,8,A,disturbance,54,Myrmicinae,Myrmica,punctiventris,myrpun,3
2010-06-09,hardwood control,Valley,8,A,control,57,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-06-09,hardwood control,Valley,8,B,control,51,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-06-09,hardwood control,Valley,8,B,control,52,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-06-09,hardwood control,Valley,8,B,control,53,Myrmicinae,Myrmica,punctiventris,myrpun,1
2010-06-09,hardwood control,Valley,8,B,disturbance,55,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-06-09,hardwood control,Valley,8,B,disturbance,56,Formicinae,Formica,subsericea,forsub3,1
2010-06-09,hardwood control,Valley,8,B,exclosure,58,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-07-17,girdle,Valley,1,A,disturbance,158,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-07-17,girdle,Valley,1,A,control,159,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,girdle,Valley,1,A,control,161,Formicinae,Camponotus,pennsylvanicus,campen,3
2010-07-17,girdle,Valley,1,A,control,162,Formicinae,Camponotus,novaeboracensis,camnov,1
2010-07-17,girdle,Valley,1,A,exclosure,164,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-07-17,girdle,Valley,1,A,exclosure,165,Myrmicinae,Myrmica,punctiventris,myrpun,1
2010-07-17,girdle,Valley,1,B,control,160,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,girdle,Valley,1,B,exclosure,163,Myrmicinae,Myrmica,punctiventris,myrpun,2
2010-07-17,log,Valley,2,A,control,191,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,log,Valley,2,A,control,NA,Myrmicinae,Myrmica,nearctica,myrnea,1
2010-07-17,log,Valley,2,A,control,193,Formicinae,Camponotus,novaeboracensis,camnov,4
2010-07-17,log,Valley,2,A,disturbance,198,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,log,Valley,2,A,disturbance,199,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-07-17,log,Valley,2,A,disturbance,200,Myrmicinae,Myrmica,nearctica,myrnea,1
2010-07-17,log,Valley,2,A,disturbance,201,Formicinae,Camponotus,novaeboracensis,camnov,1
2010-07-17,log,Valley,2,A,exclosure,202,Myrmicinae,Myrmica,punctiventris,myrpun,1
2010-07-17,log,Valley,2,A,exclosure,203,Formicinae,Formica,subsericea,forsub3,1
2010-07-17,log,Valley,2,B,control,194,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-07-17,log,Valley,2,B,control,195,Formicinae,Formica,subsericea,forsub3,3
2010-07-17,log,Valley,2,B,disturbance,196,Myrmicinae,Aphaenogaster,picea,aphpic,2
2010-07-17,log,Valley,2,B,disturbance,197,Myrmicinae,Myrmica,punctiventris,myrpun,2
2010-07-17,hemlock control,Valley,3,B,control,1,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-07-17,hemlock control,Valley,3,B,disturbance,2,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-07-17,hemlock control,Valley,3,B,exclosure,3,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,hemlock control,Valley,3,B,disturbance,4,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,log,Ridge,4,A,exclosure,204,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,log,Ridge,4,A,exclosure,205,Formicinae,Camponotus,novaeboracensis,camnov,1
2010-07-17,log,Ridge,4,A,disturbance,206,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,log,Ridge,4,A,disturbance,207,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-07-17,log,Ridge,4,A,control,208,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,log,Ridge,4,A,control,209,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-07-17,log,Ridge,4,B,control,210,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,log,Ridge,4,B,control,211,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-07-17,log,Ridge,4,B,disturbance,212,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,log,Ridge,4,B,disturbance,213,Formicinae,Camponotus,pennsylvanicus,campen,2
2010-07-17,log,Ridge,4,B,exclosure,214,Myrmicinae,Aphaenogaster,picea,aphpic,1
2010-07-17,log,Ridge,4,B,exclosure,215,Formicinae,Camponotus,pennsylvanicus,campen,1
2010-07-17,log,Ridge,4,B,exclosure,216,Formicinae,Formica,subsericea,forsub3,1
