year,site,block,plot,treatment,species,value,dataset_id,treatment_type,design,timepoints,time_since_disturbance,realm,taxon,metric,unit,comment
2011,DF,7,A,Heated_3,Camponotus pennsylvanicus,0.25,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,B,Heated_3,NA NA,0,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,B,Heated_3,Stenamma impar,0.0833333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,B,Heated_3,Aphaenogaster carolinensis,0.333333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,B,Heated_3,Aphaenogaster rudis,1.16666666666667,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,B,Heated_3,Temnothorax curvispinosus,0.166666666666667,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,B,Heated_3,Camponotus americanus,0.0833333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,B,Heated_3,Crematogaster lineolata,0.25,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,B,Heated_3,Solenopsis molesta,0.166666666666667,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,B,Heated_3,Camponotus castaneus,0.5,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,C,Heated_3,NA NA,0,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,C,Heated_3,Aphaenogaster rudis,0.0833333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,C,Heated_3,Camponotus castaneus,0.5,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,C,Heated_3,Aphaenogaster lamellidens,0.25,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,C,Heated_3,Formica pallidefulva,0.0833333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,C,Heated_3,Formica subsericea,0.0833333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,C,Heated_3,Strumigenys carolinensis,0.0833333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,D,Heated_3,Prenolepis imparis,0.416666666666667,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,D,Heated_3,Stenamma impar,0.333333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,D,Heated_3,NA NA,0,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,D,Heated_3,Aphaenogaster carolinensis,0.166666666666667,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,D,Heated_3,Aphaenogaster rudis,0.25,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,D,Heated_3,Aphaenogaster lamellidens,0.25,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,D,Heated_3,Crematogaster lineolata,0.5,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,D,Heated_3,Formica pallidefulva,0.0833333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,D,Heated_3,Camponotus castaneus,0.166666666666667,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,D,Heated_3,Camponotus americanus,0.0833333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,7,D,Heated_3,Crematogaster ashmeadi,0.0833333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,8,A,Heated_5,Stenamma impar,0.333333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,8,A,Heated_5,NA NA,0,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,8,A,Heated_5,Prenolepis imparis,0.0833333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,8,A,Heated_5,Camponotus pennsylvanicus,0.0833333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,8,A,Heated_5,Aphaenogaster rudis,0.166666666666667,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,8,A,Heated_5,Camponotus castaneus,0.166666666666667,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,8,A,Heated_5,Formica pallidefulva,0.0833333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,8,A,Heated_5,Aphaenogaster lamellidens,0.333333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,8,A,Heated_5,Camponotus chromaiodes,0.0833333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,8,A,Heated_5,Crematogaster vermiculata,0.0833333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,8,A,Heated_5,Unknown sp_DFmorph3,0.0833333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,8,B,Heated_5,NA NA,0,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,8,B,Heated_5,Aphaenogaster rudis,1.16666666666667,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,8,B,Heated_5,Aphaenogaster lamellidens,0.333333333333333,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
2011,DF,8,B,Heated_5,Aphaenogaster tennesseensis,0.166666666666667,ellison_2017a,warming,AI,T3,1,terrestrial,invertebrates,count,ind per survey,"Block design with treatments being, no chamber, a chamber without warming, a chamber and warming with different warming intensities. Winkler samples are excluded. Repeated samplings in a single year are pooled. Counts are added and divided by effort. Effort is defined as the number of pitfall surveys per year (1 to 13). Maybe the time difference between first and last sampling surveys would be more appropriate? It depends if the pitfalls stayed several months and were emptied some times (then dividing by the number of sampling day would be better) or if each survey set pitfalls for a limited number of days and the number of surveys is the best proxy of effort. What's up with block/chamber 6? Its temperature changes. In site HF, both pre and post treatment samples were made in 2009."
