sampling.id,site,date,month,day,year,doy,cham,subs,treat,method,id,genus,species,n,caste,notes,pinned,warming,target.delta
26,DF,2011-07-20,7,20,2011,201,14,D,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,14,D,Treat,Pitfall,LMN,Formica,pallidefulva,2,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,14,D,Treat,Pitfall,LMN,Temnothorax,curvispinosus,1,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,A,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,6,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,A,Treat,Pitfall,LMN,Aphaenogaster,rudis,19,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,A,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,11,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,A,Treat,Pitfall,LMN,Crematogaster,ashmeadi,1,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,A,Treat,Pitfall,LMN,Crematogaster,lineolata,3,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,A,Treat,Pitfall,LMN,Formica,pallidefulva,4,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,A,Treat,Pitfall,LMN,Neivamyrmex,texanus,5,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,B,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,6,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,B,Treat,Pitfall,LMN,Aphaenogaster,rudis,11,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,B,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,3,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,B,Treat,Pitfall,LMN,Crematogaster,ashmeadi,1,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,B,Treat,Pitfall,LMN,Crematogaster,lineolata,5,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,B,Treat,Pitfall,LMN,Formica,pallidefulva,5,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,B,Treat,Pitfall,LMN,Formica,subsericea,2,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,B,Treat,Pitfall,LMN,Myrmecina,americana,1,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,B,Treat,Pitfall,LMN,Neivamyrmex,texanus,1,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,C,Treat,Pitfall,LMN,Aphaenogaster,rudis,8,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,C,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,2,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,C,Treat,Pitfall,LMN,Crematogaster,lineolata,5,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,C,Treat,Pitfall,LMN,Myrmecina,americana,1,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,C,Treat,Pitfall,LMN,Neivamyrmex,texanus,2,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,C,Treat,Pitfall,LMN,Stigmatomma,pallipes,1,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,D,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,D,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,D,Treat,Pitfall,LMN,Crematogaster,lineolata,3,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,D,Treat,Pitfall,LMN,Formica,pallidefulva,1,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,D,Treat,Pitfall,LMN,Myrmecina,americana,1,Worker,NA,0,Chamberless control,0
26,DF,2011-07-20,7,20,2011,201,15,D,Treat,Pitfall,LMN,Neivamyrmex,texanus,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,1,A,Treat,Pitfall,NA,NA,NA,0,NA,NA,NA,Heated,3.5
27,DF,2011-08-11,8,11,2011,223,1,B,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Heated,3.5
27,DF,2011-08-11,8,11,2011,223,1,B,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Heated,3.5
27,DF,2011-08-11,8,11,2011,223,1,B,Treat,Pitfall,LMN,Crematogaster,lineolata,2,Worker,NA,0,Heated,3.5
27,DF,2011-08-11,8,11,2011,223,1,C,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,1,Worker,NA,0,Heated,3.5
27,DF,2011-08-11,8,11,2011,223,1,C,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Heated,3.5
27,DF,2011-08-11,8,11,2011,223,1,C,Treat,Pitfall,LMN,Ponera,pennsylvanica,2,Worker,NA,0,Heated,3.5
27,DF,2011-08-11,8,11,2011,223,1,D,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,1,Worker,NA,0,Heated,3.5
27,DF,2011-08-11,8,11,2011,223,1,D,Treat,Pitfall,LMN,Aphaenogaster,rudis,2,Worker,NA,0,Heated,3.5
27,DF,2011-08-11,8,11,2011,223,1,D,Treat,Pitfall,LMN,Crematogaster,lineolata,2,Worker,NA,0,Heated,3.5
27,DF,2011-08-11,8,11,2011,223,1,D,Treat,Pitfall,LMN,Ponera,pennsylvanica,1,Worker,NA,0,Heated,3.5
27,DF,2011-08-11,8,11,2011,223,2,A,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,3,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,2,A,Treat,Pitfall,LMN,Aphaenogaster,rudis,6,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,2,A,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,2,A,Treat,Pitfall,LMN,Camponotus,chromaiodes,1,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,2,B,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,2,B,Treat,Pitfall,LMN,Ponera,pennsylvanica,1,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,2,C,Treat,Pitfall,NA,NA,NA,0,NA,NA,NA,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,2,D,Treat,Pitfall,LMN,Aphaenogaster,lamellidens,1,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,2,D,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,3,A,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Heated,4.5
27,DF,2011-08-11,8,11,2011,223,3,A,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Heated,4.5
27,DF,2011-08-11,8,11,2011,223,3,A,Treat,Pitfall,LMN,Temnothorax,curvispinosus,1,Worker,NA,0,Heated,4.5
27,DF,2011-08-11,8,11,2011,223,3,B,Treat,Pitfall,LMN,Aphaenogaster,lamellidens,3,Worker,NA,0,Heated,4.5
27,DF,2011-08-11,8,11,2011,223,3,B,Treat,Pitfall,LMN,Aphaenogaster,rudis,5,Worker,NA,0,Heated,4.5
27,DF,2011-08-11,8,11,2011,223,3,B,Treat,Pitfall,LMN,Camponotus,chromaiodes,4,Worker,NA,0,Heated,4.5
27,DF,2011-08-11,8,11,2011,223,3,B,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,2,Worker,NA,0,Heated,4.5
27,DF,2011-08-11,8,11,2011,223,3,B,Treat,Pitfall,LMN,Formica,pallidefulva,1,Worker,NA,0,Heated,4.5
27,DF,2011-08-11,8,11,2011,223,3,B,Treat,Pitfall,LMN,Formica,subsericea,1,Worker,NA,0,Heated,4.5
27,DF,2011-08-11,8,11,2011,223,3,B,Treat,Pitfall,LMN,Solenopsis,molesta,1,Worker,NA,0,Heated,4.5
27,DF,2011-08-11,8,11,2011,223,3,C,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Heated,4.5
27,DF,2011-08-11,8,11,2011,223,3,C,Treat,Pitfall,LMN,Crematogaster,lineolata,2,Worker,NA,0,Heated,4.5
27,DF,2011-08-11,8,11,2011,223,3,D,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,2,Worker,NA,0,Heated,4.5
27,DF,2011-08-11,8,11,2011,223,3,D,Treat,Pitfall,LMN,Aphaenogaster,rudis,2,Worker,NA,0,Heated,4.5
27,DF,2011-08-11,8,11,2011,223,3,D,Treat,Pitfall,LMN,Ponera,pennsylvanica,1,Worker,NA,0,Heated,4.5
27,DF,2011-08-11,8,11,2011,223,4,A,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Heated,2
27,DF,2011-08-11,8,11,2011,223,4,B,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,1,Worker,NA,0,Heated,2
27,DF,2011-08-11,8,11,2011,223,4,B,Treat,Pitfall,LMN,Aphaenogaster,rudis,2,Worker,NA,0,Heated,2
27,DF,2011-08-11,8,11,2011,223,4,B,Treat,Pitfall,LMN,Solenopsis,molesta,1,Worker,NA,0,Heated,2
27,DF,2011-08-11,8,11,2011,223,4,C,Treat,Pitfall,NA,NA,NA,0,NA,NA,NA,Heated,2
27,DF,2011-08-11,8,11,2011,223,4,D,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Heated,2
27,DF,2011-08-11,8,11,2011,223,4,D,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Heated,2
27,DF,2011-08-11,8,11,2011,223,5,A,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,5,A,Treat,Pitfall,LMN,Formica,pallidefulva,2,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,5,B,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,1,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,5,C,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,1,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,5,C,Treat,Pitfall,LMN,Stigmatomma,pallipes,1,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,5,D,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,1,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,6,A,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,1,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,A,Treat,Pitfall,LMN,Aphaenogaster,lamellidens,1,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,A,Treat,Pitfall,LMN,Aphaenogaster,rudis,2,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,A,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,A,Treat,Pitfall,LMN,Camponotus,chromaiodes,1,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,A,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,A,Treat,Pitfall,LMN,Myrmecina,cryptica,1,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,B,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,2,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,B,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,C,Treat,Pitfall,LMN,Aphaenogaster,lamellidens,2,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,C,Treat,Pitfall,LMN,Aphaenogaster,rudis,2,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,C,Treat,Pitfall,LMN,Crematogaster,lineolata,3,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,D,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,4,Worker,ID Sure,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,D,Treat,Pitfall,LMN,Aphaenogaster,lamellidens,2,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,D,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,1,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,D,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,D,Treat,Pitfall,LMN,Myrmecina,americana,1,Worker,NA,0,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,6,D,Treat,Pitfall,LMN,Temnothorax,pergandei,1,Worker,NA,1,Heated,1.5
27,DF,2011-08-11,8,11,2011,223,7,A,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Heated,3
27,DF,2011-08-11,8,11,2011,223,7,A,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,2,Worker,NA,0,Heated,3
27,DF,2011-08-11,8,11,2011,223,7,B,Treat,Pitfall,LMN,Aphaenogaster,rudis,6,Worker,NA,0,Heated,3
27,DF,2011-08-11,8,11,2011,223,7,B,Treat,Pitfall,LMN,Camponotus,castaneus,5,Worker,NA,0,Heated,3
27,DF,2011-08-11,8,11,2011,223,7,C,Treat,Pitfall,LMN,Aphaenogaster,lamellidens,2,Worker,NA,0,Heated,3
27,DF,2011-08-11,8,11,2011,223,7,D,Treat,Pitfall,LMN,Aphaenogaster,lamellidens,1,Worker,NA,0,Heated,3
27,DF,2011-08-11,8,11,2011,223,7,D,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Heated,3
27,DF,2011-08-11,8,11,2011,223,8,A,Treat,Pitfall,LMN,Formica,pallidefulva,1,Worker,NA,0,Heated,5
27,DF,2011-08-11,8,11,2011,223,8,B,Treat,Pitfall,NA,NA,NA,0,NA,NA,NA,Heated,5
27,DF,2011-08-11,8,11,2011,223,8,C,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,2,Worker,NA,0,Heated,5
27,DF,2011-08-11,8,11,2011,223,8,C,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Heated,5
27,DF,2011-08-11,8,11,2011,223,8,D,Treat,Pitfall,LMN,Aphaenogaster,lamellidens,5,Worker,NA,0,Heated,5
27,DF,2011-08-11,8,11,2011,223,9,A,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,1,Worker,NA,0,Heated,5.5
27,DF,2011-08-11,8,11,2011,223,9,A,Treat,Pitfall,LMN,Aphaenogaster,rudis,3,Worker,NA,0,Heated,5.5
27,DF,2011-08-11,8,11,2011,223,9,A,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Heated,5.5
27,DF,2011-08-11,8,11,2011,223,9,A,Treat,Pitfall,LMN,Solenopsis,molesta,1,Worker,NA,0,Heated,5.5
27,DF,2011-08-11,8,11,2011,223,9,B,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,1,Worker,ID sure,0,Heated,5.5
27,DF,2011-08-11,8,11,2011,223,9,B,Treat,Pitfall,LMN,Crematogaster,lineolata,6,Worker,NA,0,Heated,5.5
27,DF,2011-08-11,8,11,2011,223,9,B,Treat,Pitfall,LMN,Ponera,pennsylvanica,1,Worker,NA,0,Heated,5.5
27,DF,2011-08-11,8,11,2011,223,9,C,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,2,Worker,NA,0,Heated,5.5
27,DF,2011-08-11,8,11,2011,223,9,C,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Heated,5.5
27,DF,2011-08-11,8,11,2011,223,9,C,Treat,Pitfall,LMN,Solenopsis,molesta,2,Worker,NA,0,Heated,5.5
27,DF,2011-08-11,8,11,2011,223,9,D,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Heated,5.5
27,DF,2011-08-11,8,11,2011,223,9,D,Treat,Pitfall,LMN,Camponotus,americanus,1,Worker,NA,0,Heated,5.5
27,DF,2011-08-11,8,11,2011,223,9,D,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Heated,5.5
27,DF,2011-08-11,8,11,2011,223,9,D,Treat,Pitfall,LMN,Formica,pallidefulva,1,Worker,NA,0,Heated,5.5
27,DF,2011-08-11,8,11,2011,223,10,A,Treat,Pitfall,LMN,Aphaenogaster,rudis,2,Worker,NA,0,Heated,2.5
27,DF,2011-08-11,8,11,2011,223,10,A,Treat,Pitfall,LMN,Camponotus,chromaiodes,1,Worker,NA,0,Heated,2.5
27,DF,2011-08-11,8,11,2011,223,10,A,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,5,Worker,NA,0,Heated,2.5
27,DF,2011-08-11,8,11,2011,223,10,B,Treat,Pitfall,LMN,Aphaenogaster,rudis,4,Worker,NA,0,Heated,2.5
27,DF,2011-08-11,8,11,2011,223,10,B,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Heated,2.5
27,DF,2011-08-11,8,11,2011,223,10,B,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,8,Worker,NA,0,Heated,2.5
27,DF,2011-08-11,8,11,2011,223,10,B,Treat,Pitfall,LMN,Myrmecina,americana,1,Worker,NA,0,Heated,2.5
27,DF,2011-08-11,8,11,2011,223,10,C,Treat,Pitfall,NA,NA,NA,0,NA,NA,NA,Heated,2.5
27,DF,2011-08-11,8,11,2011,223,10,D,Treat,Pitfall,LMN,Camponotus,chromaiodes,1,Worker,NA,0,Heated,2.5
27,DF,2011-08-11,8,11,2011,223,11,A,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,1,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,11,A,Treat,Pitfall,LMN,Aphaenogaster,rudis,3,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,11,A,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,6,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,11,B,Treat,Pitfall,LMN,Aphaenogaster,rudis,5,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,11,B,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,3,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,11,C,Treat,Pitfall,LMN,Aphaenogaster,lamellidens,2,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,11,C,Treat,Pitfall,LMN,Aphaenogaster,rudis,4,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,11,C,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,2,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,11,C,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,11,C,Treat,Pitfall,LMN,Solenopsis,molesta,1,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,11,C,Treat,Pitfall,LMN,Temnothorax,curvispinosus,1,Worker,NA,0,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,11,D,Treat,Pitfall,NA,NA,NA,0,NA,NA,NA,Chamber Control,0
27,DF,2011-08-11,8,11,2011,223,12,A,Treat,Pitfall,LMN,Solenopsis,molesta,1,Worker,NA,0,Heated,4
27,DF,2011-08-11,8,11,2011,223,12,B,Treat,Pitfall,LMN,Aphaenogaster,rudis,3,Worker,NA,0,Heated,4
27,DF,2011-08-11,8,11,2011,223,12,B,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Heated,4
27,DF,2011-08-11,8,11,2011,223,12,B,Treat,Pitfall,LMN,Solenopsis,molesta,2,Worker,NA,0,Heated,4
27,DF,2011-08-11,8,11,2011,223,12,C,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,1,Worker,NA,0,Heated,4
27,DF,2011-08-11,8,11,2011,223,12,C,Treat,Pitfall,LMN,Aphaenogaster,rudis,2,Worker,NA,0,Heated,4
27,DF,2011-08-11,8,11,2011,223,12,C,Treat,Pitfall,LMN,Crematogaster,lineolata,3,Worker,NA,0,Heated,4
27,DF,2011-08-11,8,11,2011,223,12,D,Treat,Pitfall,LMN,Aphaenogaster,rudis,3,Worker,NA,0,Heated,4
27,DF,2011-08-11,8,11,2011,223,12,D,Treat,Pitfall,LMN,Solenopsis,molesta,1,Worker,NA,0,Heated,4
27,DF,2011-08-11,8,11,2011,223,13,A,Treat,Pitfall,LMN,Aphaenogaster,rudis,3,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,13,A,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,13,A,Treat,Pitfall,LMN,Formica,pallidefulva,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,13,B,Treat,Pitfall,LMN,Aphaenogaster,rudis,3,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,13,C,Treat,Pitfall,LMN,Aphaenogaster,rudis,3,Worker,NA,NA,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,13,C,Treat,Pitfall,LMN,Camponotus,castaneus,2,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,13,C,Treat,Pitfall,LMN,Formica,pallidefulva,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,13,D,Treat,Pitfall,LMN,Aphaenogaster,rudis,4,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,13,D,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,13,D,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,14,A,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,5,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,14,A,Treat,Pitfall,LMN,Aphaenogaster,lamellidens,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,14,A,Treat,Pitfall,LMN,Aphaenogaster,rudis,8,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,14,A,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,14,B,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,14,B,Treat,Pitfall,LMN,Aphaenogaster,rudis,17,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,14,B,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,14,B,Treat,Pitfall,LMN,Crematogaster,lineolata,4,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,14,C,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,14,C,Treat,Pitfall,LMN,Aphaenogaster,rudis,6,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,14,C,Treat,Pitfall,LMN,Aphaenogaster,tennesseensis,10,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,14,C,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,14,D,Treat,Pitfall,LMN,Aphaenogaster,rudis,5,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,14,D,Treat,Pitfall,LMN,Crematogaster,ashmeadi,2,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,14,D,Treat,Pitfall,LMN,Crematogaster,lineolata,2,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,A,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,4,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,A,Treat,Pitfall,LMN,Aphaenogaster,rudis,6,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,A,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,7,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,A,Treat,Pitfall,LMN,Crematogaster,lineolata,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,A,Treat,Pitfall,LMN,Stigmatomma,pallipes,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,B,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,2,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,B,Treat,Pitfall,LMN,Aphaenogaster,mariae,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,B,Treat,Pitfall,LMN,Aphaenogaster,rudis,2,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,B,Treat,Pitfall,LMN,Camponotus,castaneus,8,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,B,Treat,Pitfall,LMN,Camponotus,pennsylvanicus,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,B,Treat,Pitfall,LMN,Crematogaster,lineolata,2,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,B,Treat,Pitfall,LMN,Solenopsis,molesta,2,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,C,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,C,Treat,Pitfall,LMN,Crematogaster,lineolata,5,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,D,Treat,Pitfall,LMN,Aphaenogaster,carolinensis,2,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,D,Treat,Pitfall,LMN,Aphaenogaster,lamellidens,4,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,D,Treat,Pitfall,LMN,Aphaenogaster,rudis,1,Worker,NA,0,Chamberless control,0
27,DF,2011-08-11,8,11,2011,223,15,D,Treat,Pitfall,LMN,Camponotus,castaneus,1,Worker,NA,0,Chamberless control,0
