Period,Year,Month,Creek,Nutrient,Branch,Fish,Transect,Habitat,Rep,num Fabricia sabella,num Manayunkia aestuarina,num Nereis diversicolor,num Eteone heteropoda,num Captiella capitata,num Streblospio benedicti,num Polydora cornuta,num Pygospio elegans,num Marenzelleria viridis,num Hobsonia florida,num Orbiniidae,num Total polychaetes,num Paranais litoralis,num Tubificoides benedeni,num Tubificoides wasselli,num Tubificoides brownae,num Monopylephorus sp.,num Psammoryctides sp.,num Cernosvitoviella immota,num other_enchytraeids,num Unidentified oligochaetes,Total Oligochaetes,num amphipods,num talitrid amphipods,num Orchestia grillus,num gamarid amphipods,Total amphipods,num Littorophiloscia vittata,num Erichsonella attenuata,num Edotea triloba,num Hargeria rapax,num Ceratopogonidae,num Tabanidae,num Dolichopodidae,num Insect,Total Insect,num Isopoda,num Cyathura polita,Total Isopoda,num mussels,num Geukensia demissa,num Bivalve,Total Bivalve,num Melampus b.,num Gastropoda,num Mites,num Ostracod,num Springtail,num Psuedoscorpion,num Spider,num Turbellaria,num flatworm,total flatworm,num Nematostella vectensis,num  Actiniaria,total  Actiniaria,num Nemertea,num Oxyurostylis smithi,num unknown,num Limulus
After,2004,July,West,Reference,L,Ambient,3,MF,2,0,1,0,0,0,8,1,2,0,0,0,12,0,0,2,0,13,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,1,MF,1,0,4,0,6,0,4,0,0,0,0,0,14,0,0,7,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,1,MF,2,0,3,4,0,0,14,0,0,0,0,0,21,1,0,4,2,5,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,2,MF,1,0,27,0,0,0,5,0,17,0,0,0,49,21,1,7,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,2,MF,2,1,8,1,0,0,12,3,4,0,0,0,29,7,0,8,3,8,0,2,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,3,MF,1,6,5,0,1,0,4,5,1,0,0,0,22,11,1,0,1,3,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,3,MF,2,0,0,2,1,0,3,0,0,0,0,0,6,0,0,3,1,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,1,SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,1,SP,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,2,SP,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,2,SP,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,3,SP,1,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,32,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,3,SP,2,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,34,11,0,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,L,Ambient,1,SP,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,L,Ambient,1,SP,2,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,L,Ambient,2,SP,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,L,Ambient,2,SP,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,23,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,L,Ambient,3,SP,1,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,L,Ambient,3,SP,2,0,6,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,19,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,1,SP,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,1,SP,2,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,2,SP,1,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,2,SP,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,3,SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,3,SP,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,1,SSA,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,1,SSA,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,18,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,2,SSA,1,0,1,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,1,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,2,SSA,2,0,5,0,0,0,0,0,0,0,0,0,5,45,0,0,0,0,0,2,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,3,SSA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,3,SSA,2,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,66,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,1,SSA,1,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,1,SSA,2,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,2,SSA,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,2,SSA,2,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,3,SSA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,3,SSA,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,1,TSA,1,0,14,0,0,1,0,0,0,0,0,0,15,16,0,0,0,0,0,143,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,1,TSA,2,1,63,0,0,0,0,0,0,0,0,0,64,16,0,0,0,0,0,207,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,2,TSA,1,0,51,0,0,0,1,0,0,0,0,0,52,21,0,0,0,0,0,48,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,2,TSA,2,0,18,0,0,0,2,0,0,0,0,0,20,33,0,0,1,0,0,168,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,3,TSA,1,0,7,0,0,0,1,0,0,0,0,0,8,11,0,0,0,0,0,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,L,Ambient,3,TSA,2,5,15,0,0,0,1,0,0,0,0,0,21,86,0,0,0,0,0,55,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,L,Ambient,1,TSA,1,7,36,0,0,2,0,0,0,0,0,0,45,19,0,0,0,0,0,149,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,L,Ambient,1,TSA,2,2,13,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,93,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,L,Ambient,2,TSA,1,0,9,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,87,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,L,Ambient,2,TSA,2,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,71,11,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,L,Ambient,3,TSA,1,1,7,0,0,5,0,0,0,0,0,0,13,6,0,0,0,0,0,43,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,L,Ambient,3,TSA,2,0,15,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,96,1,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,1,TSA,1,1,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,1,TSA,2,6,46,0,0,1,0,0,0,0,0,0,53,5,0,0,0,0,0,136,2,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,2,TSA,1,2,52,0,0,0,0,0,0,0,0,0,54,1,0,0,0,0,0,20,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,2,TSA,2,2,23,0,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,23,11,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,3,TSA,1,21,100,0,0,0,0,0,10,0,0,0,131,1,0,0,0,0,0,79,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,L,Ambient,3,TSA,2,70,269,0,0,2,0,1,0,0,0,0,342,11,0,0,0,0,0,162,4,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,R,Low,1,CW,1,165,80,2,0,0,3,14,0,0,0,0,264,30,0,0,0,0,0,22,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,R,Low,1,CW,2,50,87,0,0,0,0,0,0,0,0,0,137,3,0,0,0,0,0,51,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,R,Low,2,CW,1,36,90,0,0,0,1,0,0,0,0,0,127,7,0,0,0,0,0,143,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,R,Low,2,CW,2,10,28,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0,52,0,0,54,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,R,Low,3,CW,1,16,44,0,0,0,1,0,0,0,0,0,61,23,0,0,0,0,0,90,0,0,113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,R,Low,3,CW,2,22,110,0,0,0,3,0,3,0,0,0,138,26,0,0,0,0,0,41,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,R,Low,1,CW,1,7,21,0,0,1,0,0,0,0,0,0,29,51,0,0,0,0,0,169,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,R,Low,1,CW,2,10,9,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,181,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,R,Low,2,CW,1,1,17,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,101,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,R,Low,2,CW,2,3,7,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,19,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,R,Low,3,CW,1,2,4,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,R,Low,3,CW,2,5,6,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,113,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,R,Low,1,CW,1,238,195,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,0,258,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,R,Low,1,CW,2,99,57,0,0,1,1,0,0,0,0,0,158,19,0,0,0,0,0,71,3,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,R,Low,2,CW,1,56,91,0,0,1,1,1,1,0,0,0,151,26,0,1,0,0,0,74,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,R,Low,2,CW,2,75,187,0,0,1,3,0,1,0,0,0,267,0,0,0,0,0,0,228,2,0,230,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,R,Low,3,CW,1,79,62,0,0,2,0,1,0,0,0,0,144,5,0,0,0,0,0,87,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,R,Low,3,CW,2,38,40,0,0,0,0,0,1,0,0,0,79,29,0,0,0,0,0,82,3,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,R,Low,1,MF,1,1,107,0,0,0,92,1,1,0,0,0,202,17,0,9,5,2,0,6,0,0,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,R,Low,1,MF,2,2,80,0,0,0,46,0,0,0,0,0,128,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,R,Low,2,MF,1,1,4,0,0,0,18,0,1,0,0,0,24,7,0,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,R,Low,2,MF,2,1,4,0,0,0,27,1,0,0,0,0,33,5,0,1,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,R,Low,3,MF,1,9,17,0,0,0,46,0,1,0,0,0,73,2,0,5,5,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,August,West,Reference,R,Low,3,MF,2,0,1,0,1,0,21,0,0,0,0,0,23,2,4,2,3,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,R,Low,1,MF,1,0,18,0,0,0,44,0,0,0,0,0,62,0,0,0,0,0,0,53,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,R,Low,1,MF,2,0,4,0,0,0,103,3,0,0,0,0,110,0,0,3,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,R,Low,2,MF,1,0,1,0,0,0,17,0,0,0,0,0,18,0,0,6,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,R,Low,2,MF,2,0,5,0,0,0,30,2,0,0,0,0,37,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,R,Low,3,MF,1,7,9,2,0,1,19,2,0,0,0,0,40,0,0,3,0,21,0,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,July,West,Reference,R,Low,3,MF,2,0,0,0,0,0,31,3,0,0,0,0,34,0,0,1,13,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,R,Low,1,MF,1,22,22,1,2,0,57,2,12,0,0,0,118,2,0,7,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,R,Low,1,MF,2,4,11,1,0,0,22,19,14,0,0,0,71,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,R,Low,2,MF,1,0,62,0,2,0,18,6,0,0,0,0,88,5,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,R,Low,2,MF,2,1,2,1,1,0,10,0,1,0,0,0,16,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,R,Low,3,MF,1,2,1,0,2,1,4,2,0,0,0,0,12,15,0,30,1,39,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After,2004,June,West,Reference,R,Low,3,MF,2,2,3,0,2,0,14,0,0,0,0,0,21,1,0,21,0,47,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
