DBCODE,ENTITY,WATERSHED,PLOTID,YEAR,PLOT,SPECIES,STRATUM,COVER,FREQ
TP041,4,WS10,"WS100016",1973,16,"RHMA",S,76.0,91
TP041,4,WS10,"WS100016",1973,16,"TSHE",M,0.0,1
TP041,4,WS10,"WS100016",1973,16,"XETE",S,5.0,32
TP041,4,WS10,"WS100017",1973,17,"ACCI",S,11.0,18
TP041,4,WS10,"WS100017",1973,17,"ACTR",S,0.0,2
TP041,4,WS10,"WS100017",1973,17,"ANDE",S,0.0,2
TP041,4,WS10,"WS100017",1973,17,"BENE",S,14.0,40
TP041,4,WS10,"WS100017",1973,17,"CACH",M,40.0,0
TP041,4,WS10,"WS100017",1973,17,"CACH",S,0.0,2
TP041,4,WS10,"WS100017",1973,17,"CLUN",S,0.0,1
TP041,4,WS10,"WS100017",1973,17,"COLA",S,1.0,20
TP041,4,WS10,"WS100017",1973,17,"CONU",S,0.0,1
TP041,4,WS10,"WS100017",1973,17,"GASH",S,46.0,84
TP041,4,WS10,"WS100017",1973,17,"GOOB",S,0.0,2
TP041,4,WS10,"WS100017",1973,17,"LIBO2",S,1.0,22
TP041,4,WS10,"WS100017",1973,17,"POMU",S,0.0,2
TP041,4,WS10,"WS100017",1973,17,"PSME",M,20.0,20
TP041,4,WS10,"WS100017",1973,17,"RHMA",S,41.0,58
TP041,4,WS10,"WS100017",1973,17,"ROGY",S,0.0,1
TP041,4,WS10,"WS100017",1973,17,"RUUR",S,0.0,9
TP041,4,WS10,"WS100017",1973,17,"SMRA",S,0.0,1
TP041,4,WS10,"WS100017",1973,17,"TABR",M,0.0,5
TP041,4,WS10,"WS100017",1973,17,"TSHE",M,45.0,15
TP041,4,WS10,"WS100017",1973,17,"VISE",S,0.0,2
TP041,4,WS10,"WS100017",1973,17,"XETE",S,14.0,56
TP041,4,WS10,"WS100018",1973,18,"ACCI",S,18.0,22
TP041,4,WS10,"WS100018",1973,18,"ANDE",S,0.0,1
TP041,4,WS10,"WS100018",1973,18,"BENE",S,4.0,13
TP041,4,WS10,"WS100018",1973,18,"COLA",S,3.0,51
TP041,4,WS10,"WS100018",1973,18,"CONU",S,18.0,22
TP041,4,WS10,"WS100018",1973,18,"GASH",S,1.0,4
TP041,4,WS10,"WS100018",1973,18,"HIAL",S,0.0,2
TP041,4,WS10,"WS100018",1973,18,"LIDE2",M,0.0,1
TP041,4,WS10,"WS100018",1973,18,"MOSI",S,0.0,1
TP041,4,WS10,"WS100018",1973,18,"POLO2",S,0.0,1
TP041,4,WS10,"WS100018",1973,18,"POMU",S,5.0,9
TP041,4,WS10,"WS100018",1973,18,"PSME",M,5.0,0
TP041,4,WS10,"WS100018",1973,18,"PYPI",S,0.0,2
TP041,4,WS10,"WS100018",1973,18,"RHMA",S,16.0,27
TP041,4,WS10,"WS100018",1973,18,"ROGY",S,0.0,1
TP041,4,WS10,"WS100018",1973,18,"SMST",S,0.0,1
TP041,4,WS10,"WS100018",1973,18,"TABR",M,0.0,5
TP041,4,WS10,"WS100018",1973,18,"THPL",M,3.0,2
TP041,4,WS10,"WS100018",1973,18,"TRLA2",S,0.0,2
TP041,4,WS10,"WS100018",1973,18,"TROV",S,0.0,1
TP041,4,WS10,"WS100018",1973,18,"TSHE",M,70.0,20
TP041,4,WS10,"WS100018",1973,18,"VISE",S,0.0,7
TP041,4,WS10,"WS100018",1973,18,"XETE",S,1.0,4
TP041,4,WS10,"WS100019",1973,19,"ACCI",S,22.0,29
TP041,4,WS10,"WS100019",1973,19,"ACTR",S,0.0,2
TP041,4,WS10,"WS100019",1973,19,"AMAL",S,0.0,1
TP041,4,WS10,"WS100019",1973,19,"BENE",S,2.0,7
TP041,4,WS10,"WS100019",1973,19,"CACH",M,45.0,0
TP041,4,WS10,"WS100019",1973,19,"CACH",S,18.0,29
TP041,4,WS10,"WS100019",1973,19,"CONU",S,11.0,18
TP041,4,WS10,"WS100019",1973,19,"GASH",S,51.0,76
TP041,4,WS10,"WS100019",1973,19,"LIBO2",S,3.0,29
TP041,4,WS10,"WS100019",1973,19,"PILA",M,0.0,5
TP041,4,WS10,"WS100019",1973,19,"PSME",M,5.0,25
TP041,4,WS10,"WS100019",1973,19,"PTAQ",S,2.0,7
TP041,4,WS10,"WS100019",1973,19,"RHMA",S,43.0,49
TP041,4,WS10,"WS100019",1973,19,"ROGY",S,0.0,1
TP041,4,WS10,"WS100019",1973,19,"RUUR",S,0.0,1
TP041,4,WS10,"WS100019",1973,19,"TABR",M,0.0,1
TP041,4,WS10,"WS100019",1973,19,"VAPA",S,2.0,4
TP041,4,WS10,"WS100019",1973,19,"VISE",S,1.0,7
TP041,4,WS10,"WS100019",1973,19,"XETE",S,41.0,71
TP041,4,WS10,"WS100020",1973,20,"ACCI",S,9.0,11
TP041,4,WS10,"WS100020",1973,20,"ACTR",S,0.0,1
TP041,4,WS10,"WS100020",1973,20,"ANDE",S,0.0,1
TP041,4,WS10,"WS100020",1973,20,"BENE",S,3.0,16
TP041,4,WS10,"WS100020",1973,20,"CACH",M,60.0,0
TP041,4,WS10,"WS100020",1973,20,"CACH",S,27.0,47
TP041,4,WS10,"WS100020",1973,20,"GASH",S,38.0,69
TP041,4,WS10,"WS100020",1973,20,"LIBO2",S,1.0,9
TP041,4,WS10,"WS100020",1973,20,"PILA",M,10.0,1
TP041,4,WS10,"WS100020",1973,20,"PSME",M,5.0,15
TP041,4,WS10,"WS100020",1973,20,"PTAQ",S,0.0,2
TP041,4,WS10,"WS100020",1973,20,"RHMA",S,56.0,69
TP041,4,WS10,"WS100020",1973,20,"RHPU",S,0.0,1
TP041,4,WS10,"WS100020",1973,20,"TROV",S,0.0,1
TP041,4,WS10,"WS100020",1973,20,"TSHE",M,0.0,1
TP041,4,WS10,"WS100020",1973,20,"VAPA",S,1.0,2
TP041,4,WS10,"WS100020",1973,20,"WHMO",S,0.0,1
TP041,4,WS10,"WS100020",1973,20,"XETE",S,41.0,78
TP041,4,WS10,"WS100021",1973,21,"ACCI",S,10.0,13
TP041,4,WS10,"WS100021",1973,21,"ACTR",S,0.0,4
TP041,4,WS10,"WS100021",1973,21,"ANDE",S,0.0,2
TP041,4,WS10,"WS100021",1973,21,"BENE",S,5.0,18
TP041,4,WS10,"WS100021",1973,21,"CACH",M,65.0,0
TP041,4,WS10,"WS100021",1973,21,"CACH",S,18.0,40
TP041,4,WS10,"WS100021",1973,21,"COLA",S,2.0,20
TP041,4,WS10,"WS100021",1973,21,"CONU",S,0.0,2
TP041,4,WS10,"WS100021",1973,21,"FEOC",S,0.0,2
TP041,4,WS10,"WS100021",1973,21,"GASH",S,32.0,73
TP041,4,WS10,"WS100021",1973,21,"HIAL",S,0.0,1
TP041,4,WS10,"WS100021",1973,21,"IRTE",S,0.0,2
TP041,4,WS10,"WS100021",1973,21,"LIBO2",S,4.0,51
TP041,4,WS10,"WS100021",1973,21,"LIDE2",M,0.0,5
TP041,4,WS10,"WS100021",1973,21,"PILA",M,0.0,2
TP041,4,WS10,"WS100021",1973,21,"PSME",M,10.0,0
TP041,4,WS10,"WS100021",1973,21,"PTAQ",S,0.0,1
TP041,4,WS10,"WS100021",1973,21,"PYAS",S,0.0,1
TP041,4,WS10,"WS100021",1973,21,"PYPI",S,0.0,2
TP041,4,WS10,"WS100021",1973,21,"RHMA",S,24.0,40
TP041,4,WS10,"WS100021",1973,21,"ROGY",S,0.0,1
TP041,4,WS10,"WS100021",1973,21,"RUUR",S,0.0,1
TP041,4,WS10,"WS100021",1973,21,"SMST",S,0.0,1
TP041,4,WS10,"WS100021",1973,21,"SYRE",S,0.0,1
TP041,4,WS10,"WS100021",1973,21,"TABR",M,0.0,1
TP041,4,WS10,"WS100021",1973,21,"THPL",M,0.0,1
TP041,4,WS10,"WS100021",1973,21,"TRLA2",S,0.0,7
TP041,4,WS10,"WS100021",1973,21,"TROV",S,0.0,1
TP041,4,WS10,"WS100021",1973,21,"TSHE",M,0.0,5
TP041,4,WS10,"WS100021",1973,21,"VAHE",S,0.0,1
TP041,4,WS10,"WS100021",1973,21,"VAPA",S,0.0,1
TP041,4,WS10,"WS100021",1973,21,"VISE",S,0.0,7
TP041,4,WS10,"WS100021",1973,21,"WHMO",S,0.0,2
TP041,4,WS10,"WS100021",1973,21,"XETE",S,3.0,4
TP041,4,WS10,"WS100022",1973,22,"ACCI",S,8.0,11
TP041,4,WS10,"WS100022",1973,22,"BENE",S,3.0,16
TP041,4,WS10,"WS100022",1973,22,"CACH",M,75.0,0
TP041,4,WS10,"WS100022",1973,22,"CACH",S,9.0,20
TP041,4,WS10,"WS100022",1973,22,"CHUM",S,0.0,4
TP041,4,WS10,"WS100022",1973,22,"GASH",S,63.0,93
TP041,4,WS10,"WS100022",1973,22,"GOOB",S,0.0,2
TP041,4,WS10,"WS100022",1973,22,"HIAL",S,0.0,1
TP041,4,WS10,"WS100022",1973,22,"LIBO2",S,6.0,47
TP041,4,WS10,"WS100022",1973,22,"PILA",M,0.0,1
TP041,4,WS10,"WS100022",1973,22,"PSME",M,30.0,1
TP041,4,WS10,"WS100022",1973,22,"PYPI",S,0.0,1
TP041,4,WS10,"WS100022",1973,22,"RHMA",S,51.0,67
TP041,4,WS10,"WS100022",1973,22,"RUUR",S,0.0,4
TP041,4,WS10,"WS100022",1973,22,"TABR",M,0.0,1
TP041,4,WS10,"WS100022",1973,22,"TSHE",M,5.0,1
TP041,4,WS10,"WS100022",1973,22,"VAPA",S,3.0,4
TP041,4,WS10,"WS100022",1973,22,"XETE",S,1.0,4
TP041,4,WS10,"WS100023",1973,23,"ACCI",S,4.0,9
TP041,4,WS10,"WS100023",1973,23,"ACMA",M,15.0,0
TP041,4,WS10,"WS100023",1973,23,"ACTR",S,0.0,1
TP041,4,WS10,"WS100023",1973,23,"ANDE",S,0.0,4
TP041,4,WS10,"WS100023",1973,23,"BENE",S,0.0,4
TP041,4,WS10,"WS100023",1973,23,"BROMU",S,0.0,1
TP041,4,WS10,"WS100023",1973,23,"CHME",S,0.0,1
TP041,4,WS10,"WS100023",1973,23,"CHUM",S,0.0,2
TP041,4,WS10,"WS100023",1973,23,"COLA",S,2.0,22
TP041,4,WS10,"WS100023",1973,23,"GASH",S,9.0,29
TP041,4,WS10,"WS100023",1973,23,"GATR",S,0.0,4
TP041,4,WS10,"WS100023",1973,23,"GOOB",S,0.0,1
TP041,4,WS10,"WS100023",1973,23,"HIAL",S,0.0,2
TP041,4,WS10,"WS100023",1973,23,"LIBO2",S,1.0,9
TP041,4,WS10,"WS100023",1973,23,"POMU",S,7.0,16
TP041,4,WS10,"WS100023",1973,23,"PSME",M,30.0,0
TP041,4,WS10,"WS100023",1973,23,"RHMA",S,19.0,38
TP041,4,WS10,"WS100023",1973,23,"RHPU",S,0.0,1
TP041,4,WS10,"WS100023",1973,23,"RUUR",S,0.0,1
TP041,4,WS10,"WS100023",1973,23,"SMRA",S,0.0,2
TP041,4,WS10,"WS100023",1973,23,"SYRE",S,1.0,9
TP041,4,WS10,"WS100023",1973,23,"TABR",M,0.0,7
TP041,4,WS10,"WS100023",1973,23,"THPL",M,25.0,0
TP041,4,WS10,"WS100023",1973,23,"TRLA2",S,0.0,4
TP041,4,WS10,"WS100023",1973,23,"TROV",S,0.0,2
TP041,4,WS10,"WS100023",1973,23,"TSHE",M,15.0,15
TP041,4,WS10,"WS100023",1973,23,"VAHE",S,0.0,1
TP041,4,WS10,"WS100023",1973,23,"VAPA",S,0.0,1
TP041,4,WS10,"WS100023",1973,23,"VISE",S,0.0,2
TP041,4,WS10,"WS100023",1973,23,"XETE",S,0.0,2
TP041,4,WS10,"WS100024",1973,24,"ACCI",S,38.0,53
TP041,4,WS10,"WS100024",1973,24,"ACMA",M,0.0,20
TP041,4,WS10,"WS100024",1973,24,"ANLY",S,0.0,2
TP041,4,WS10,"WS100024",1973,24,"BENE",S,2.0,16
TP041,4,WS10,"WS100024",1973,24,"COLA",S,7.0,51
TP041,4,WS10,"WS100024",1973,24,"CONU",S,5.0,11
TP041,4,WS10,"WS100024",1973,24,"DIHO",S,0.0,2
TP041,4,WS10,"WS100024",1973,24,"GASH",S,18.0,42
TP041,4,WS10,"WS100024",1973,24,"GOOB",S,0.0,1
TP041,4,WS10,"WS100024",1973,24,"LIBO2",S,4.0,33
TP041,4,WS10,"WS100024",1973,24,"POMU",S,6.0,12
TP041,4,WS10,"WS100024",1973,24,"PSME",M,7.0,50
TP041,4,WS10,"WS100024",1973,24,"PTAQ",S,0.0,2
TP041,4,WS10,"WS100024",1973,24,"RHMA",S,23.0,40
TP041,4,WS10,"WS100024",1973,24,"RUUR",S,0.0,4
TP041,4,WS10,"WS100024",1973,24,"SMST",S,0.0,2
TP041,4,WS10,"WS100024",1973,24,"SYRE",S,1.0,22
TP041,4,WS10,"WS100024",1973,24,"TABR",M,0.0,1
TP041,4,WS10,"WS100024",1973,24,"TRLA2",S,0.0,2
TP041,4,WS10,"WS100024",1973,24,"TROV",S,0.0,4
TP041,4,WS10,"WS100024",1973,24,"TSHE",M,20.0,10
TP041,4,WS10,"WS100024",1973,24,"VAHE",S,0.0,2
TP041,4,WS10,"WS100024",1973,24,"VAPA",S,0.0,1
TP041,4,WS10,"WS100024",1973,24,"VISE",S,0.0,11
TP041,4,WS10,"WS100024",1973,24,"XETE",S,2.0,2
TP041,4,WS10,"WS100025",1973,25,"ACCI",S,23.0,36
TP041,4,WS10,"WS100025",1973,25,"ACMA",M,15.0,1
TP041,4,WS10,"WS100025",1973,25,"ANDE",S,0.0,9
TP041,4,WS10,"WS100025",1973,25,"ASCA3",S,2.0,2
TP041,4,WS10,"WS100025",1973,25,"ATFI",S,0.0,1
TP041,4,WS10,"WS100025",1973,25,"BENE",S,7.0,27
TP041,4,WS10,"WS100025",1973,25,"BROMU",S,0.0,1
TP041,4,WS10,"WS100025",1973,25,"COCOC",S,6.0,9
TP041,4,WS10,"WS100025",1973,25,"COLA",S,9.0,53
TP041,4,WS10,"WS100025",1973,25,"CONU",S,14.0,16
TP041,4,WS10,"WS100025",1973,25,"DIHO",S,0.0,2
TP041,4,WS10,"WS100025",1973,25,"GASH",S,2.0,10
TP041,4,WS10,"WS100025",1973,25,"LIBO2",S,1.0,11
TP041,4,WS10,"WS100025",1973,25,"POMU",S,30.0,62
TP041,4,WS10,"WS100025",1973,25,"PSME",M,20.0,10
TP041,4,WS10,"WS100025",1973,25,"PTAQ",S,0.0,1
TP041,4,WS10,"WS100025",1973,25,"RHMA",S,2.0,2
TP041,4,WS10,"WS100025",1973,25,"RUUR",S,1.0,11
TP041,4,WS10,"WS100025",1973,25,"SEBO",S,0.0,2
TP041,4,WS10,"WS100025",1973,25,"SMST",S,0.0,1
TP041,4,WS10,"WS100025",1973,25,"SYRE",S,1.0,11
TP041,4,WS10,"WS100025",1973,25,"TABR",M,7.0,10
TP041,4,WS10,"WS100025",1973,25,"TRLA2",S,0.0,2
TP041,4,WS10,"WS100025",1973,25,"TROV",S,1.0,20
TP041,4,WS10,"WS100025",1973,25,"TSHE",M,35.0,5
TP041,4,WS10,"WS100025",1973,25,"VAHE",S,2.0,24
TP041,4,WS10,"WS100025",1973,25,"VAPA",S,1.0,2
TP041,4,WS10,"WS100025",1973,25,"VISE",S,0.0,4
TP041,4,WS10,"WS100025",1973,25,"XETE",S,1.0,2
TP041,4,WS10,"WS100026",1973,26,"ACCI",S,40.0,51
TP041,4,WS10,"WS100026",1973,26,"ACTR",S,0.0,6
TP041,4,WS10,"WS100026",1973,26,"ANDE",S,0.0,2
TP041,4,WS10,"WS100026",1973,26,"BENE",S,39.0,84
TP041,4,WS10,"WS100026",1973,26,"COLA",S,3.0,44
TP041,4,WS10,"WS100026",1973,26,"CONU",S,18.0,27
TP041,4,WS10,"WS100026",1973,26,"DIHO",S,0.0,1
TP041,4,WS10,"WS100026",1973,26,"GASH",S,10.0,33
TP041,4,WS10,"WS100026",1973,26,"LIBO2",S,3.0,47
TP041,4,WS10,"WS100026",1973,26,"OXOR",S,0.0,2
TP041,4,WS10,"WS100026",1973,26,"PILA",M,0.0,1
TP041,4,WS10,"WS100026",1973,26,"POMU",S,4.0,20
TP041,4,WS10,"WS100026",1973,26,"PSME",M,7.0,0
TP041,4,WS10,"WS100026",1973,26,"PTAQ",S,0.0,1
TP041,4,WS10,"WS100026",1973,26,"PYAS",S,0.0,1
TP041,4,WS10,"WS100026",1973,26,"RHMA",S,67.0,84
TP041,4,WS10,"WS100026",1973,26,"ROGY",S,0.0,1
TP041,4,WS10,"WS100026",1973,26,"RUUR",S,1.0,11
TP041,4,WS10,"WS100026",1973,26,"SMRA",S,0.0,1
TP041,4,WS10,"WS100026",1973,26,"SMST",S,1.0,13
TP041,4,WS10,"WS100026",1973,26,"SYRE",S,0.0,4
TP041,4,WS10,"WS100026",1973,26,"TABR",M,0.0,5
TP041,4,WS10,"WS100026",1973,26,"THPL",M,10.0,0
TP041,4,WS10,"WS100026",1973,26,"TRLA2",S,1.0,9
TP041,4,WS10,"WS100026",1973,26,"TROV",S,0.0,1
TP041,4,WS10,"WS100026",1973,26,"TSHE",M,45.0,25
TP041,4,WS10,"WS100026",1973,26,"VAHE",S,0.0,2
TP041,4,WS10,"WS100026",1973,26,"VAPA",S,2.0,2
TP041,4,WS10,"WS100026",1973,26,"VISE",S,0.0,11
TP041,4,WS10,"WS100026",1973,26,"XETE",S,0.0,1
TP041,4,WS10,"WS100027",1973,27,"ACCI",S,58.0,64
TP041,4,WS10,"WS100027",1973,27,"ACTR",S,0.0,2
TP041,4,WS10,"WS100027",1973,27,"ADBI",S,0.0,1
TP041,4,WS10,"WS100027",1973,27,"ALRU",S,3.0,4
TP041,4,WS10,"WS100027",1973,27,"ASCA3",S,0.0,1
TP041,4,WS10,"WS100027",1973,27,"BENE",S,14.0,33
TP041,4,WS10,"WS100027",1973,27,"BROMU",S,0.0,1
TP041,4,WS10,"WS100027",1973,27,"CACH",S,2.0,4
TP041,4,WS10,"WS100027",1973,27,"CASC2",S,0.0,2
TP041,4,WS10,"WS100027",1973,27,"CHUM",S,0.0,1
TP041,4,WS10,"WS100027",1973,27,"COCOC",S,14.0,18
TP041,4,WS10,"WS100027",1973,27,"COHE",S,0.0,2
TP041,4,WS10,"WS100027",1973,27,"CONU",S,35.0,44
TP041,4,WS10,"WS100027",1973,27,"FEOC",S,0.0,4
TP041,4,WS10,"WS100027",1973,27,"GASH",S,20.0,44
TP041,4,WS10,"WS100027",1973,27,"GATR",S,0.0,1
TP041,4,WS10,"WS100027",1973,27,"HIAL",S,0.0,1
TP041,4,WS10,"WS100027",1973,27,"HODI",S,0.0,1
TP041,4,WS10,"WS100027",1973,27,"LIBO2",S,2.0,20
TP041,4,WS10,"WS100027",1973,27,"PILA",M,0.0,1
TP041,4,WS10,"WS100027",1973,27,"POMU",S,1.0,7
TP041,4,WS10,"WS100027",1973,27,"PSME",M,25.0,5
TP041,4,WS10,"WS100027",1973,27,"ROGY",S,3.0,7
TP041,4,WS10,"WS100027",1973,27,"RUUR",S,0.0,4
TP041,4,WS10,"WS100027",1973,27,"SMRA",S,0.0,2
TP041,4,WS10,"WS100027",1973,27,"SYMO",S,2.0,9
TP041,4,WS10,"WS100027",1973,27,"SYRE",S,3.0,40
TP041,4,WS10,"WS100027",1973,27,"TABR",M,0.0,7
TP041,4,WS10,"WS100027",1973,27,"THPL",M,10.0,0
TP041,4,WS10,"WS100027",1973,27,"TRLA2",S,0.0,4
TP041,4,WS10,"WS100027",1973,27,"TROV",S,0.0,1
TP041,4,WS10,"WS100027",1973,27,"TSHE",M,0.0,1
TP041,4,WS10,"WS100027",1973,27,"VAHE",S,0.0,4
TP041,4,WS10,"WS100027",1973,27,"VAPA",S,2.0,2
TP041,4,WS10,"WS100027",1973,27,"VASC",S,1.0,7
TP041,4,WS10,"WS100027",1973,27,"VISE",S,0.0,2
TP041,4,WS10,"WS100027",1973,27,"WHMO",S,3.0,27
TP041,4,WS10,"WS100027",1973,27,"XETE",S,0.0,2
TP041,4,WS10,"WS100028",1973,28,"ACCI",S,16.0,22
TP041,4,WS10,"WS100028",1973,28,"ACMA",M,15.0,0
TP041,4,WS10,"WS100028",1973,28,"ACTR",S,0.0,2
TP041,4,WS10,"WS100028",1973,28,"ADBI",S,0.0,1
TP041,4,WS10,"WS100028",1973,28,"ANDE",S,0.0,2
TP041,4,WS10,"WS100028",1973,28,"ANLY",S,0.0,2
TP041,4,WS10,"WS100028",1973,28,"BENE",S,13.0,40
TP041,4,WS10,"WS100028",1973,28,"CACH",M,10.0,0
TP041,4,WS10,"WS100028",1973,28,"CACH",S,0.0,1
TP041,4,WS10,"WS100028",1973,28,"CASC2",S,0.0,7
TP041,4,WS10,"WS100028",1973,28,"COCOC",S,0.0,1
TP041,4,WS10,"WS100028",1973,28,"COLA",S,6.0,36
TP041,4,WS10,"WS100028",1973,28,"CONU",S,13.0,22
TP041,4,WS10,"WS100028",1973,28,"DIHO",S,0.0,2
TP041,4,WS10,"WS100028",1973,28,"FEOC",S,0.0,1
TP041,4,WS10,"WS100028",1973,28,"GASH",S,10.0,40
TP041,4,WS10,"WS100028",1973,28,"HIAL",S,0.0,1
TP041,4,WS10,"WS100028",1973,28,"HODI",S,2.0,4
TP041,4,WS10,"WS100028",1973,28,"LIBO2",S,5.0,49
TP041,4,WS10,"WS100028",1973,28,"LOCI",S,1.0,11
TP041,4,WS10,"WS100028",1973,28,"PILA",M,7.0,7
TP041,4,WS10,"WS100028",1973,28,"POMU",S,3.0,11
TP041,4,WS10,"WS100028",1973,28,"PSME",M,20.0,45
TP041,4,WS10,"WS100028",1973,28,"RHMA",S,18.0,29
TP041,4,WS10,"WS100028",1973,28,"RHPU",S,0.0,1
TP041,4,WS10,"WS100028",1973,28,"ROGY",S,0.0,1
TP041,4,WS10,"WS100028",1973,28,"RUUR",S,2.0,16
TP041,4,WS10,"WS100028",1973,28,"SEBO",S,0.0,1
TP041,4,WS10,"WS100028",1973,28,"SMRA",S,0.0,1
TP041,4,WS10,"WS100028",1973,28,"SYRE",S,4.0,44
TP041,4,WS10,"WS100028",1973,28,"TABR",M,0.0,5
TP041,4,WS10,"WS100028",1973,28,"TRLA2",S,0.0,7
TP041,4,WS10,"WS100028",1973,28,"TROV",S,0.0,2
TP041,4,WS10,"WS100028",1973,28,"TSHE",M,0.0,15
TP041,4,WS10,"WS100028",1973,28,"VAHE",S,0.0,4
TP041,4,WS10,"WS100028",1973,28,"VAPA",S,0.0,2
TP041,4,WS10,"WS100028",1973,28,"VASC",S,0.0,2
TP041,4,WS10,"WS100028",1973,28,"VISE",S,0.0,4
TP041,4,WS10,"WS100028",1973,28,"WHMO",S,1.0,18
TP041,4,WS10,"WS100029",1973,29,"ACCI",S,27.0,40
TP041,4,WS10,"WS100029",1973,29,"ACMA",M,10.0,5
TP041,4,WS10,"WS100029",1973,29,"ACTR",S,0.0,4
TP041,4,WS10,"WS100029",1973,29,"ANDE",S,0.0,7
TP041,4,WS10,"WS100029",1973,29,"ANLY",S,0.0,1
TP041,4,WS10,"WS100029",1973,29,"BENE",S,11.0,27
TP041,4,WS10,"WS100029",1973,29,"CACH",S,0.0,1
TP041,4,WS10,"WS100029",1973,29,"CASC2",S,0.0,1
TP041,4,WS10,"WS100029",1973,29,"COCOC",S,1.0,2
TP041,4,WS10,"WS100029",1973,29,"COLA",S,4.0,44
TP041,4,WS10,"WS100029",1973,29,"CONU",S,44.0,49
TP041,4,WS10,"WS100029",1973,29,"DIHO",S,0.0,2
TP041,4,WS10,"WS100029",1973,29,"FEOC",S,0.0,1
TP041,4,WS10,"WS100029",1973,29,"GASH",S,10.0,27
TP041,4,WS10,"WS100029",1973,29,"GOOB",S,0.0,1
TP041,4,WS10,"WS100029",1973,29,"LIBO2",S,0.0,7
TP041,4,WS10,"WS100029",1973,29,"LOCI",S,0.0,1
TP041,4,WS10,"WS100029",1973,29,"LUZUL",S,0.0,1
TP041,4,WS10,"WS100029",1973,29,"POMU",S,0.0,1
TP041,4,WS10,"WS100029",1973,29,"PSME",M,40.0,0
TP041,4,WS10,"WS100029",1973,29,"RHMA",S,15.0,22
TP041,4,WS10,"WS100029",1973,29,"RUUR",S,0.0,4
TP041,4,WS10,"WS100029",1973,29,"SYMO",S,0.0,1
TP041,4,WS10,"WS100029",1973,29,"SYRE",S,1.0,11
TP041,4,WS10,"WS100029",1973,29,"THPL",M,5.0,2
TP041,4,WS10,"WS100029",1973,29,"TRLA2",S,0.0,4
TP041,4,WS10,"WS100029",1973,29,"TROV",S,0.0,2
TP041,4,WS10,"WS100029",1973,29,"TSHE",M,35.0,15
TP041,4,WS10,"WS100029",1973,29,"VAHE",S,0.0,1
TP041,4,WS10,"WS100029",1973,29,"VAPA",S,2.0,4
TP041,4,WS10,"WS100029",1973,29,"VISE",S,0.0,7
TP041,4,WS10,"WS100029",1973,29,"XETE",S,1.0,2
TP041,4,WS10,"WS100030",1973,30,"ACCI",S,39.0,49
TP041,4,WS10,"WS100030",1973,30,"ACTR",S,0.0,1
TP041,4,WS10,"WS100030",1973,30,"ADBI",S,0.0,1
TP041,4,WS10,"WS100030",1973,30,"ANDE",S,0.0,2
TP041,4,WS10,"WS100030",1973,30,"BENE",S,18.0,40
TP041,4,WS10,"WS100030",1973,30,"COCOC",S,1.0,2
TP041,4,WS10,"WS100030",1973,30,"COLA",S,9.0,62
TP041,4,WS10,"WS100030",1973,30,"CONU",S,3.0,7
TP041,4,WS10,"WS100030",1973,30,"DIHO",S,0.0,1
TP041,4,WS10,"WS100030",1973,30,"GASH",S,13.0,42
TP041,4,WS10,"WS100030",1973,30,"GOOB",S,0.0,1
TP041,4,WS10,"WS100030",1973,30,"HIAL",S,0.0,2
TP041,4,WS10,"WS100030",1973,30,"LIBO2",S,4.0,36
TP041,4,WS10,"WS100030",1973,30,"POMU",S,5.0,13
TP041,4,WS10,"WS100030",1973,30,"PSME",M,10.0,30
TP041,4,WS10,"WS100030",1973,30,"PYPI",S,0.0,1
TP041,4,WS10,"WS100030",1973,30,"RHMA",S,6.0,7
TP041,4,WS10,"WS100030",1973,30,"RUUR",S,0.0,2
TP041,4,WS10,"WS100030",1973,30,"SMRA",S,0.0,1
TP041,4,WS10,"WS100030",1973,30,"SYRE",S,0.0,1
TP041,4,WS10,"WS100030",1973,30,"TABR",M,0.0,1
TP041,4,WS10,"WS100030",1973,30,"TRLA2",S,0.0,1
TP041,4,WS10,"WS100030",1973,30,"TROV",S,0.0,2
TP041,4,WS10,"WS100030",1973,30,"TSHE",M,30.0,30
TP041,4,WS10,"WS100030",1973,30,"VAHE",S,1.0,4
TP041,4,WS10,"WS100030",1973,30,"VAPA",S,1.0,2
TP041,4,WS10,"WS100030",1973,30,"VISE",S,0.0,2
TP041,4,WS10,"WS100030",1973,30,"WHMO",S,0.0,1
TP041,4,WS10,"WS100030",1973,30,"XETE",S,1.0,2
TP041,4,WS10,"WS100031",1973,31,"ACCI",S,23.0,31
TP041,4,WS10,"WS100031",1973,31,"ACTR",S,0.0,2
TP041,4,WS10,"WS100031",1973,31,"ANDE",S,0.0,7
TP041,4,WS10,"WS100031",1973,31,"BENE",S,5.0,18
TP041,4,WS10,"WS100031",1973,31,"CACH",S,5.0,9
TP041,4,WS10,"WS100031",1973,31,"COLA",S,6.0,64
TP041,4,WS10,"WS100031",1973,31,"CONU",S,28.0,33
TP041,4,WS10,"WS100031",1973,31,"DIHO",S,0.0,1
TP041,4,WS10,"WS100031",1973,31,"GASH",S,35.0,62
TP041,4,WS10,"WS100031",1973,31,"GATR",S,0.0,2
TP041,4,WS10,"WS100031",1973,31,"GOOB",S,0.0,4
TP041,4,WS10,"WS100031",1973,31,"HIAL",S,0.0,1
TP041,4,WS10,"WS100031",1973,31,"LIBO2",S,6.0,51
