DBCODE,ENTITY,ZONE,SITE,PLOT,YEAR,SPECIES,SPPCOVER
TV070,1,P,PP,1,1990,"Cistanthe umbellata",0.0
TV070,1,P,PP,1,1990,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,1,1991,"Agrostis pallens",0.1
TV070,1,P,PP,1,1991,"Agrostis scabra",0.0
TV070,1,P,PP,1,1991,"Anaphalis margaritacea",0.1
TV070,1,P,PP,1,1991,"Carex mertensii",0.1
TV070,1,P,PP,1,1991,"Carex microptera",0.0
TV070,1,P,PP,1,1991,"Carex pachystachya",0.1
TV070,1,P,PP,1,1991,"Chamerion angustifolium",0.1
TV070,1,P,PP,1,1991,"Cistanthe umbellata",0.0
TV070,1,P,PP,1,1991,"Epilobium anagallidifolium",0.1
TV070,1,P,PP,1,1992,"Agrostis pallens",0.1
TV070,1,P,PP,1,1992,"Agrostis scabra",0.0
TV070,1,P,PP,1,1992,"Anaphalis margaritacea",0.1
TV070,1,P,PP,1,1992,"Carex mertensii",0.1
TV070,1,P,PP,1,1992,"Carex microptera",0.0
TV070,1,P,PP,1,1992,"Carex pachystachya",0.1
TV070,1,P,PP,1,1992,"Chamerion angustifolium",0.1
TV070,1,P,PP,1,1992,"Cistanthe umbellata",0.0
TV070,1,P,PP,1,1992,"Epilobium anagallidifolium",0.1
TV070,1,P,PP,1,1993,"Agrostis pallens",0.1
TV070,1,P,PP,1,1993,"Agrostis scabra",0.1
TV070,1,P,PP,1,1993,"Anaphalis margaritacea",0.1
TV070,1,P,PP,1,1993,"Carex mertensii",0.1
TV070,1,P,PP,1,1993,"Carex microptera",0.0
TV070,1,P,PP,1,1993,"Carex pachystachya",0.1
TV070,1,P,PP,1,1993,"Chamerion angustifolium",0.1
TV070,1,P,PP,1,1993,"Cistanthe umbellata",0.1
TV070,1,P,PP,1,1993,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,1,1994,"Agrostis pallens",0.1
TV070,1,P,PP,1,1994,"Agrostis scabra",0.1
TV070,1,P,PP,1,1994,"Anaphalis margaritacea",0.1
TV070,1,P,PP,1,1994,"Carex mertensii",0.1
TV070,1,P,PP,1,1994,"Carex microptera",0.1
TV070,1,P,PP,1,1994,"Carex pachystachya",0.1
TV070,1,P,PP,1,1994,"Chamerion angustifolium",0.1
TV070,1,P,PP,1,1994,"Cistanthe umbellata",0.1
TV070,1,P,PP,1,1994,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,1,1995,"Agrostis pallens",0.1
TV070,1,P,PP,1,1995,"Agrostis scabra",0.3
TV070,1,P,PP,1,1995,"Anaphalis margaritacea",0.1
TV070,1,P,PP,1,1995,"Carex mertensii",0.2
TV070,1,P,PP,1,1995,"Carex microptera",0.1
TV070,1,P,PP,1,1995,"Carex pachystachya",0.1
TV070,1,P,PP,1,1995,"Chamerion angustifolium",0.1
TV070,1,P,PP,1,1995,"Cistanthe umbellata",0.0
TV070,1,P,PP,1,1995,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,1,1996,"Agrostis pallens",0.1
TV070,1,P,PP,1,1996,"Agrostis scabra",0.3
TV070,1,P,PP,1,1996,"Anaphalis margaritacea",0.1
TV070,1,P,PP,1,1996,"Carex mertensii",0.3
TV070,1,P,PP,1,1996,"Carex microptera",0.1
TV070,1,P,PP,1,1996,"Carex pachystachya",0.1
TV070,1,P,PP,1,1996,"Chamerion angustifolium",0.1
TV070,1,P,PP,1,1996,"Cistanthe umbellata",0.0
TV070,1,P,PP,1,1996,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,1,1997,"Agrostis pallens",0.1
TV070,1,P,PP,1,1997,"Agrostis scabra",0.8
TV070,1,P,PP,1,1997,"Anaphalis margaritacea",0.1
TV070,1,P,PP,1,1997,"Carex mertensii",0.2
TV070,1,P,PP,1,1997,"Carex microptera",0.1
TV070,1,P,PP,1,1997,"Carex pachystachya",0.1
TV070,1,P,PP,1,1997,"Chamerion angustifolium",0.1
TV070,1,P,PP,1,1997,"Cistanthe umbellata",0.0
TV070,1,P,PP,1,1997,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,1,1998,"Agrostis pallens",0.1
TV070,1,P,PP,1,1998,"Agrostis scabra",1.0
TV070,1,P,PP,1,1998,"Anaphalis margaritacea",0.1
TV070,1,P,PP,1,1998,"Carex mertensii",0.5
TV070,1,P,PP,1,1998,"Carex microptera",0.1
TV070,1,P,PP,1,1998,"Carex pachystachya",0.1
TV070,1,P,PP,1,1998,"Chamerion angustifolium",0.1
TV070,1,P,PP,1,1998,"Cistanthe umbellata",0.0
TV070,1,P,PP,1,1998,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,1,1999,"Agrostis pallens",0.1
TV070,1,P,PP,1,1999,"Agrostis scabra",3.5
TV070,1,P,PP,1,1999,"Anaphalis margaritacea",0.1
TV070,1,P,PP,1,1999,"Carex mertensii",0.6
TV070,1,P,PP,1,1999,"Carex microptera",0.1
TV070,1,P,PP,1,1999,"Carex pachystachya",0.1
TV070,1,P,PP,1,1999,"Chamerion angustifolium",0.1
TV070,1,P,PP,1,1999,"Cistanthe umbellata",0.0
TV070,1,P,PP,1,1999,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,1,2000,"Achillea millefolium",0.0
TV070,1,P,PP,1,2000,"Agrostis exarata",0.0
TV070,1,P,PP,1,2000,"Agrostis pallens",0.7
TV070,1,P,PP,1,2000,"Agrostis scabra",2.1
TV070,1,P,PP,1,2000,"Anaphalis margaritacea",0.1
TV070,1,P,PP,1,2000,"Carex mertensii",0.6
TV070,1,P,PP,1,2000,"Carex microptera",0.1
TV070,1,P,PP,1,2000,"Carex pachystachya",0.1
TV070,1,P,PP,1,2000,"Chamerion angustifolium",0.1
TV070,1,P,PP,1,2000,"Cistanthe umbellata",0.1
TV070,1,P,PP,1,2000,"Elymus elymoides",0.0
TV070,1,P,PP,1,2000,"Epilobium anagallidifolium",0.1
TV070,1,P,PP,1,2001,"Achillea millefolium",0.1
TV070,1,P,PP,1,2001,"Agrostis exarata",0.1
TV070,1,P,PP,1,2001,"Agrostis pallens",0.6
TV070,1,P,PP,1,2001,"Agrostis scabra",2.8
TV070,1,P,PP,1,2001,"Anaphalis margaritacea",0.1
TV070,1,P,PP,1,2001,"Carex mertensii",0.8
TV070,1,P,PP,1,2001,"Carex microptera",0.1
TV070,1,P,PP,1,2001,"Carex pachystachya",0.1
TV070,1,P,PP,1,2001,"Chamerion angustifolium",0.1
TV070,1,P,PP,1,2001,"Cistanthe umbellata",0.0
TV070,1,P,PP,1,2001,"Elymus elymoides",0.1
TV070,1,P,PP,1,2001,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,1,2002,"Achillea millefolium",0.0
TV070,1,P,PP,1,2002,"Agrostis exarata",0.1
TV070,1,P,PP,1,2002,"Agrostis pallens",0.6
TV070,1,P,PP,1,2002,"Agrostis scabra",2.3
TV070,1,P,PP,1,2002,"Anaphalis margaritacea",0.1
TV070,1,P,PP,1,2002,"Carex mertensii",0.5
TV070,1,P,PP,1,2002,"Carex microptera",0.1
TV070,1,P,PP,1,2002,"Carex pachystachya",0.0
TV070,1,P,PP,1,2002,"Chamerion angustifolium",0.1
TV070,1,P,PP,1,2002,"Cistanthe umbellata",0.0
TV070,1,P,PP,1,2002,"Elymus elymoides",0.0
TV070,1,P,PP,1,2002,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,1,2003,"Achillea millefolium",0.1
TV070,1,P,PP,1,2003,"Agrostis exarata",0.1
TV070,1,P,PP,1,2003,"Agrostis pallens",0.7
TV070,1,P,PP,1,2003,"Agrostis scabra",1.8
TV070,1,P,PP,1,2003,"Anaphalis margaritacea",0.1
TV070,1,P,PP,1,2003,"Carex mertensii",0.3
TV070,1,P,PP,1,2003,"Carex microptera",0.1
TV070,1,P,PP,1,2003,"Carex pachystachya",0.0
TV070,1,P,PP,1,2003,"Chamerion angustifolium",0.1
TV070,1,P,PP,1,2003,"Cistanthe umbellata",0.1
TV070,1,P,PP,1,2003,"Elymus elymoides",0.0
TV070,1,P,PP,1,2003,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,1,2004,"Achillea millefolium",0.0
TV070,1,P,PP,1,2004,"Agrostis exarata",0.1
TV070,1,P,PP,1,2004,"Agrostis pallens",1.6
TV070,1,P,PP,1,2004,"Agrostis scabra",1.1
TV070,1,P,PP,1,2004,"Anaphalis margaritacea",0.1
TV070,1,P,PP,1,2004,"Carex mertensii",0.5
TV070,1,P,PP,1,2004,"Carex microptera",0.1
TV070,1,P,PP,1,2004,"Carex pachystachya",0.0
TV070,1,P,PP,1,2004,"Chamerion angustifolium",0.0
TV070,1,P,PP,1,2004,"Cistanthe umbellata",0.1
TV070,1,P,PP,1,2004,"Elymus elymoides",0.0
TV070,1,P,PP,1,2004,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,1,2005,"Achillea millefolium",0.0
TV070,1,P,PP,1,2005,"Agrostis exarata",0.0
TV070,1,P,PP,1,2005,"Agrostis pallens",8.3
TV070,1,P,PP,1,2005,"Agrostis scabra",0.1
TV070,1,P,PP,1,2005,"Anaphalis margaritacea",0.1
TV070,1,P,PP,1,2005,"Carex mertensii",0.3
TV070,1,P,PP,1,2005,"Carex microptera",0.1
TV070,1,P,PP,1,2005,"Carex pachystachya",0.0
TV070,1,P,PP,1,2005,"Chamerion angustifolium",0.0
TV070,1,P,PP,1,2005,"Cistanthe umbellata",0.1
TV070,1,P,PP,1,2005,"Elymus elymoides",0.0
TV070,1,P,PP,1,2005,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,2,1989,"Agrostis pallens",0.1
TV070,1,P,PP,2,1989,"Agrostis scabra",0.0
TV070,1,P,PP,2,1989,"Anaphalis margaritacea",0.1
TV070,1,P,PP,2,1989,"Carex mertensii",0.0
TV070,1,P,PP,2,1989,"Carex microptera",0.1
TV070,1,P,PP,2,1989,"Carex pachystachya",0.0
TV070,1,P,PP,2,1989,"Carex paysonis",0.0
TV070,1,P,PP,2,1989,"Chamerion angustifolium",0.1
TV070,1,P,PP,2,1989,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,2,1990,"Agrostis pallens",0.3
TV070,1,P,PP,2,1990,"Agrostis scabra",0.0
TV070,1,P,PP,2,1990,"Anaphalis margaritacea",0.2
TV070,1,P,PP,2,1990,"Carex mertensii",0.0
TV070,1,P,PP,2,1990,"Carex microptera",0.1
TV070,1,P,PP,2,1990,"Carex pachystachya",0.1
TV070,1,P,PP,2,1990,"Carex paysonis",0.0
TV070,1,P,PP,2,1990,"Chamerion angustifolium",0.4
TV070,1,P,PP,2,1990,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,2,1991,"Agrostis pallens",0.2
TV070,1,P,PP,2,1991,"Agrostis scabra",0.0
TV070,1,P,PP,2,1991,"Anaphalis margaritacea",0.1
TV070,1,P,PP,2,1991,"Carex mertensii",0.3
TV070,1,P,PP,2,1991,"Carex microptera",0.1
TV070,1,P,PP,2,1991,"Carex pachystachya",0.1
TV070,1,P,PP,2,1991,"Carex paysonis",0.0
TV070,1,P,PP,2,1991,"Chamerion angustifolium",0.1
TV070,1,P,PP,2,1991,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,2,1992,"Agrostis pallens",0.1
TV070,1,P,PP,2,1992,"Agrostis scabra",0.0
TV070,1,P,PP,2,1992,"Anaphalis margaritacea",0.0
TV070,1,P,PP,2,1992,"Carex mertensii",0.1
TV070,1,P,PP,2,1992,"Carex microptera",0.1
TV070,1,P,PP,2,1992,"Carex pachystachya",0.1
TV070,1,P,PP,2,1992,"Carex paysonis",0.0
TV070,1,P,PP,2,1992,"Chamerion angustifolium",0.1
TV070,1,P,PP,2,1992,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,2,1993,"Agrostis pallens",0.1
TV070,1,P,PP,2,1993,"Agrostis scabra",0.1
TV070,1,P,PP,2,1993,"Anaphalis margaritacea",0.1
TV070,1,P,PP,2,1993,"Carex mertensii",0.1
TV070,1,P,PP,2,1993,"Carex microptera",0.1
TV070,1,P,PP,2,1993,"Carex pachystachya",0.1
TV070,1,P,PP,2,1993,"Carex paysonis",0.0
TV070,1,P,PP,2,1993,"Chamerion angustifolium",0.1
TV070,1,P,PP,2,1993,"Epilobium anagallidifolium",0.1
TV070,1,P,PP,2,1994,"Agrostis pallens",0.2
TV070,1,P,PP,2,1994,"Agrostis scabra",0.1
TV070,1,P,PP,2,1994,"Anaphalis margaritacea",0.1
TV070,1,P,PP,2,1994,"Carex mertensii",0.3
TV070,1,P,PP,2,1994,"Carex microptera",0.3
TV070,1,P,PP,2,1994,"Carex pachystachya",0.1
TV070,1,P,PP,2,1994,"Carex paysonis",0.0
TV070,1,P,PP,2,1994,"Chamerion angustifolium",0.1
TV070,1,P,PP,2,1994,"Epilobium anagallidifolium",0.1
TV070,1,P,PP,2,1995,"Agrostis pallens",0.2
TV070,1,P,PP,2,1995,"Agrostis scabra",0.1
TV070,1,P,PP,2,1995,"Anaphalis margaritacea",0.1
TV070,1,P,PP,2,1995,"Carex mertensii",0.3
TV070,1,P,PP,2,1995,"Carex microptera",0.1
TV070,1,P,PP,2,1995,"Carex pachystachya",0.3
TV070,1,P,PP,2,1995,"Carex paysonis",0.1
TV070,1,P,PP,2,1995,"Chamerion angustifolium",0.1
TV070,1,P,PP,2,1995,"Epilobium anagallidifolium",0.1
TV070,1,P,PP,2,1996,"Agrostis pallens",0.3
TV070,1,P,PP,2,1996,"Agrostis scabra",0.3
TV070,1,P,PP,2,1996,"Anaphalis margaritacea",0.1
TV070,1,P,PP,2,1996,"Carex mertensii",0.2
TV070,1,P,PP,2,1996,"Carex microptera",0.1
TV070,1,P,PP,2,1996,"Carex pachystachya",0.1
TV070,1,P,PP,2,1996,"Carex paysonis",0.8
TV070,1,P,PP,2,1996,"Chamerion angustifolium",0.1
TV070,1,P,PP,2,1996,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,2,1997,"Agrostis pallens",0.3
TV070,1,P,PP,2,1997,"Agrostis scabra",0.3
TV070,1,P,PP,2,1997,"Anaphalis margaritacea",0.1
TV070,1,P,PP,2,1997,"Carex mertensii",0.1
TV070,1,P,PP,2,1997,"Carex microptera",0.1
TV070,1,P,PP,2,1997,"Carex pachystachya",0.1
TV070,1,P,PP,2,1997,"Carex paysonis",0.4
TV070,1,P,PP,2,1997,"Chamerion angustifolium",0.1
TV070,1,P,PP,2,1997,"Epilobium anagallidifolium",0.1
TV070,1,P,PP,2,1998,"Agrostis pallens",0.7
TV070,1,P,PP,2,1998,"Agrostis scabra",1.2
TV070,1,P,PP,2,1998,"Anaphalis margaritacea",0.2
TV070,1,P,PP,2,1998,"Carex mertensii",0.4
TV070,1,P,PP,2,1998,"Carex microptera",0.1
TV070,1,P,PP,2,1998,"Carex pachystachya",0.1
TV070,1,P,PP,2,1998,"Carex paysonis",1.5
TV070,1,P,PP,2,1998,"Chamerion angustifolium",0.1
TV070,1,P,PP,2,1998,"Epilobium anagallidifolium",0.1
TV070,1,P,PP,2,1999,"Agrostis pallens",0.3
TV070,1,P,PP,2,1999,"Agrostis scabra",2.8
TV070,1,P,PP,2,1999,"Anaphalis margaritacea",0.2
TV070,1,P,PP,2,1999,"Carex mertensii",0.8
TV070,1,P,PP,2,1999,"Carex microptera",0.1
TV070,1,P,PP,2,1999,"Carex pachystachya",0.1
TV070,1,P,PP,2,1999,"Carex paysonis",1.2
TV070,1,P,PP,2,1999,"Chamerion angustifolium",0.1
TV070,1,P,PP,2,1999,"Epilobium anagallidifolium",0.1
TV070,1,P,PP,2,2000,"Agrostis pallens",1.4
TV070,1,P,PP,2,2000,"Agrostis scabra",2.9
TV070,1,P,PP,2,2000,"Anaphalis margaritacea",0.1
TV070,1,P,PP,2,2000,"Carex mertensii",0.4
TV070,1,P,PP,2,2000,"Carex microptera",0.1
TV070,1,P,PP,2,2000,"Carex pachystachya",0.2
TV070,1,P,PP,2,2000,"Carex paysonis",2.0
TV070,1,P,PP,2,2000,"Chamerion angustifolium",0.1
TV070,1,P,PP,2,2000,"Cistanthe umbellata",0.0
TV070,1,P,PP,2,2000,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,2,2001,"Agrostis pallens",1.6
TV070,1,P,PP,2,2001,"Agrostis scabra",1.9
TV070,1,P,PP,2,2001,"Anaphalis margaritacea",0.1
TV070,1,P,PP,2,2001,"Carex mertensii",0.5
TV070,1,P,PP,2,2001,"Carex microptera",0.1
TV070,1,P,PP,2,2001,"Carex pachystachya",0.1
TV070,1,P,PP,2,2001,"Carex paysonis",1.5
TV070,1,P,PP,2,2001,"Chamerion angustifolium",0.1
TV070,1,P,PP,2,2001,"Cistanthe umbellata",0.0
TV070,1,P,PP,2,2001,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,2,2002,"Agrostis pallens",1.8
TV070,1,P,PP,2,2002,"Agrostis scabra",2.8
TV070,1,P,PP,2,2002,"Anaphalis margaritacea",0.1
TV070,1,P,PP,2,2002,"Carex mertensii",0.4
TV070,1,P,PP,2,2002,"Carex microptera",0.1
TV070,1,P,PP,2,2002,"Carex pachystachya",0.1
TV070,1,P,PP,2,2002,"Carex paysonis",1.5
TV070,1,P,PP,2,2002,"Chamerion angustifolium",0.0
TV070,1,P,PP,2,2002,"Cistanthe umbellata",0.1
TV070,1,P,PP,2,2002,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,2,2003,"Agrostis pallens",1.2
TV070,1,P,PP,2,2003,"Agrostis scabra",2.1
TV070,1,P,PP,2,2003,"Anaphalis margaritacea",0.4
TV070,1,P,PP,2,2003,"Carex mertensii",0.5
TV070,1,P,PP,2,2003,"Carex microptera",0.1
TV070,1,P,PP,2,2003,"Carex pachystachya",0.1
TV070,1,P,PP,2,2003,"Carex paysonis",1.4
TV070,1,P,PP,2,2003,"Chamerion angustifolium",0.1
TV070,1,P,PP,2,2003,"Cistanthe umbellata",0.1
TV070,1,P,PP,2,2003,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,2,2004,"Agrostis pallens",1.7
TV070,1,P,PP,2,2004,"Agrostis scabra",0.7
TV070,1,P,PP,2,2004,"Anaphalis margaritacea",0.4
TV070,1,P,PP,2,2004,"Carex mertensii",0.4
TV070,1,P,PP,2,2004,"Carex microptera",0.0
TV070,1,P,PP,2,2004,"Carex pachystachya",0.1
TV070,1,P,PP,2,2004,"Carex paysonis",1.7
TV070,1,P,PP,2,2004,"Chamerion angustifolium",0.1
TV070,1,P,PP,2,2004,"Cistanthe umbellata",0.0
TV070,1,P,PP,2,2004,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,2,2005,"Agrostis pallens",4.8
TV070,1,P,PP,2,2005,"Agrostis scabra",0.0
TV070,1,P,PP,2,2005,"Anaphalis margaritacea",0.5
TV070,1,P,PP,2,2005,"Carex mertensii",0.6
TV070,1,P,PP,2,2005,"Carex microptera",0.1
TV070,1,P,PP,2,2005,"Carex pachystachya",0.1
TV070,1,P,PP,2,2005,"Carex paysonis",0.8
TV070,1,P,PP,2,2005,"Chamerion angustifolium",0.1
TV070,1,P,PP,2,2005,"Cistanthe umbellata",0.1
TV070,1,P,PP,2,2005,"Epilobium anagallidifolium",0.0
TV070,1,P,PP,3,1989,"Agrostis pallens",0.0
TV070,1,P,PP,3,1989,"Agrostis scabra",0.0
TV070,1,P,PP,3,1989,"Anaphalis margaritacea",0.1
TV070,1,P,PP,3,1989,"Carex mertensii",0.0
TV070,1,P,PP,3,1989,"Carex microptera",0.1
TV070,1,P,PP,3,1989,"Carex pachystachya",0.1
TV070,1,P,PP,3,1989,"Chamerion angustifolium",0.1
TV070,1,P,PP,3,1990,"Agrostis pallens",0.1
TV070,1,P,PP,3,1990,"Agrostis scabra",0.0
TV070,1,P,PP,3,1990,"Anaphalis margaritacea",0.3
TV070,1,P,PP,3,1990,"Carex mertensii",0.0
TV070,1,P,PP,3,1990,"Carex microptera",0.1
TV070,1,P,PP,3,1990,"Carex pachystachya",0.1
TV070,1,P,PP,3,1990,"Chamerion angustifolium",0.1
TV070,1,P,PP,3,1991,"Agrostis pallens",0.1
TV070,1,P,PP,3,1991,"Agrostis scabra",0.0
TV070,1,P,PP,3,1991,"Anaphalis margaritacea",0.1
TV070,1,P,PP,3,1991,"Carex mertensii",0.1
TV070,1,P,PP,3,1991,"Carex microptera",0.1
TV070,1,P,PP,3,1991,"Carex pachystachya",0.1
TV070,1,P,PP,3,1991,"Chamerion angustifolium",0.1
TV070,1,P,PP,3,1992,"Agrostis pallens",0.1
TV070,1,P,PP,3,1992,"Agrostis scabra",0.0
TV070,1,P,PP,3,1992,"Anaphalis margaritacea",0.1
TV070,1,P,PP,3,1992,"Carex mertensii",0.1
TV070,1,P,PP,3,1992,"Carex microptera",0.1
TV070,1,P,PP,3,1992,"Carex pachystachya",0.1
TV070,1,P,PP,3,1992,"Chamerion angustifolium",0.1
TV070,1,P,PP,3,1993,"Agrostis pallens",0.1
TV070,1,P,PP,3,1993,"Agrostis scabra",0.1
TV070,1,P,PP,3,1993,"Anaphalis margaritacea",0.1
TV070,1,P,PP,3,1993,"Carex mertensii",0.1
TV070,1,P,PP,3,1993,"Carex microptera",0.1
TV070,1,P,PP,3,1993,"Carex pachystachya",0.1
TV070,1,P,PP,3,1993,"Chamerion angustifolium",0.1
TV070,1,P,PP,3,1994,"Agrostis pallens",0.1
TV070,1,P,PP,3,1994,"Agrostis scabra",0.1
TV070,1,P,PP,3,1994,"Anaphalis margaritacea",0.2
TV070,1,P,PP,3,1994,"Carex mertensii",0.1
TV070,1,P,PP,3,1994,"Carex microptera",0.4
TV070,1,P,PP,3,1994,"Carex pachystachya",0.1
TV070,1,P,PP,3,1994,"Chamerion angustifolium",0.1
TV070,1,P,PP,3,1995,"Agrostis pallens",0.1
TV070,1,P,PP,3,1995,"Agrostis scabra",0.1
TV070,1,P,PP,3,1995,"Anaphalis margaritacea",0.1
TV070,1,P,PP,3,1995,"Carex mertensii",0.2
TV070,1,P,PP,3,1995,"Carex microptera",0.1
TV070,1,P,PP,3,1995,"Carex pachystachya",0.1
TV070,1,P,PP,3,1995,"Chamerion angustifolium",0.1
TV070,1,P,PP,3,1996,"Agrostis pallens",0.1
TV070,1,P,PP,3,1996,"Agrostis scabra",0.2
TV070,1,P,PP,3,1996,"Anaphalis margaritacea",0.2
TV070,1,P,PP,3,1996,"Carex mertensii",0.3
TV070,1,P,PP,3,1996,"Carex microptera",0.1
TV070,1,P,PP,3,1996,"Carex pachystachya",0.1
TV070,1,P,PP,3,1996,"Chamerion angustifolium",0.1
TV070,1,P,PP,3,1997,"Agrostis pallens",0.1
TV070,1,P,PP,3,1997,"Agrostis scabra",0.5
TV070,1,P,PP,3,1997,"Anaphalis margaritacea",0.2
TV070,1,P,PP,3,1997,"Carex mertensii",0.3
TV070,1,P,PP,3,1997,"Carex microptera",0.1
TV070,1,P,PP,3,1997,"Carex pachystachya",0.1
TV070,1,P,PP,3,1997,"Chamerion angustifolium",0.1
TV070,1,P,PP,3,1998,"Agrostis pallens",0.2
TV070,1,P,PP,3,1998,"Agrostis scabra",0.7
TV070,1,P,PP,3,1998,"Anaphalis margaritacea",0.6
TV070,1,P,PP,3,1998,"Carex mertensii",1.0
TV070,1,P,PP,3,1998,"Carex microptera",0.1
TV070,1,P,PP,3,1998,"Carex pachystachya",0.1
TV070,1,P,PP,3,1998,"Chamerion angustifolium",0.1
TV070,1,P,PP,3,1999,"Agrostis pallens",0.2
TV070,1,P,PP,3,1999,"Agrostis scabra",1.1
TV070,1,P,PP,3,1999,"Anaphalis margaritacea",0.5
TV070,1,P,PP,3,1999,"Carex mertensii",0.8
TV070,1,P,PP,3,1999,"Carex microptera",0.1
TV070,1,P,PP,3,1999,"Carex pachystachya",0.1
TV070,1,P,PP,3,1999,"Chamerion angustifolium",0.1
TV070,1,P,PP,3,2000,"Agrostis pallens",0.2
TV070,1,P,PP,3,2000,"Agrostis scabra",1.2
TV070,1,P,PP,3,2000,"Anaphalis margaritacea",0.2
TV070,1,P,PP,3,2000,"Carex mertensii",0.5
TV070,1,P,PP,3,2000,"Carex microptera",0.1
TV070,1,P,PP,3,2000,"Carex pachystachya",0.0
TV070,1,P,PP,3,2000,"Carex paysonis",0.0
TV070,1,P,PP,3,2000,"Chamerion angustifolium",0.1
TV070,1,P,PP,3,2001,"Agrostis pallens",0.3
TV070,1,P,PP,3,2001,"Agrostis scabra",1.5
TV070,1,P,PP,3,2001,"Anaphalis margaritacea",0.1
TV070,1,P,PP,3,2001,"Carex mertensii",1.1
TV070,1,P,PP,3,2001,"Carex microptera",0.1
TV070,1,P,PP,3,2001,"Carex pachystachya",0.1
TV070,1,P,PP,3,2001,"Carex paysonis",0.1
TV070,1,P,PP,3,2001,"Chamerion angustifolium",0.1
TV070,1,P,PP,3,2002,"Agrostis pallens",0.3
TV070,1,P,PP,3,2002,"Agrostis scabra",1.6
TV070,1,P,PP,3,2002,"Anaphalis margaritacea",0.1
TV070,1,P,PP,3,2002,"Carex mertensii",1.0
TV070,1,P,PP,3,2002,"Carex microptera",0.1
TV070,1,P,PP,3,2002,"Carex pachystachya",0.1
TV070,1,P,PP,3,2002,"Carex paysonis",0.1
TV070,1,P,PP,3,2002,"Chamerion angustifolium",0.1
TV070,1,P,PP,3,2003,"Agrostis pallens",0.1
TV070,1,P,PP,3,2003,"Agrostis scabra",1.0
TV070,1,P,PP,3,2003,"Anaphalis margaritacea",0.1
TV070,1,P,PP,3,2003,"Carex mertensii",0.5
TV070,1,P,PP,3,2003,"Carex microptera",0.1
TV070,1,P,PP,3,2003,"Carex pachystachya",0.1
TV070,1,P,PP,3,2003,"Carex paysonis",0.1
TV070,1,P,PP,3,2003,"Chamerion angustifolium",0.1
TV070,1,P,PP,3,2004,"Agrostis pallens",1.1
TV070,1,P,PP,3,2004,"Agrostis scabra",0.3
TV070,1,P,PP,3,2004,"Anaphalis margaritacea",0.2
TV070,1,P,PP,3,2004,"Carex mertensii",0.4
TV070,1,P,PP,3,2004,"Carex microptera",0.1
TV070,1,P,PP,3,2004,"Carex pachystachya",0.1
TV070,1,P,PP,3,2004,"Carex paysonis",0.0
TV070,1,P,PP,3,2004,"Chamerion angustifolium",0.0
TV070,1,P,PP,3,2005,"Agrostis pallens",3.3
TV070,1,P,PP,3,2005,"Agrostis scabra",0.0
TV070,1,P,PP,3,2005,"Anaphalis margaritacea",0.2
TV070,1,P,PP,3,2005,"Carex mertensii",0.4
TV070,1,P,PP,3,2005,"Carex microptera",0.1
TV070,1,P,PP,3,2005,"Carex pachystachya",0.1
TV070,1,P,PP,3,2005,"Carex paysonis",0.0
TV070,1,P,PP,3,2005,"Chamerion angustifolium",0.0
TV070,1,P,PP,3,2005,"Cistanthe umbellata",0.1
TV070,1,P,PP,3,2005,"Epilobium anagallidifolium",0.1
TV070,1,P,PP,4,1989,"Agrostis pallens",0.0
TV070,1,P,PP,4,1989,"Agrostis scabra",0.0
TV070,1,P,PP,4,1989,"Anaphalis margaritacea",0.1
TV070,1,P,PP,4,1989,"Carex mertensii",0.1
TV070,1,P,PP,4,1989,"Carex microptera",0.0
TV070,1,P,PP,4,1989,"Carex pachystachya",0.0
TV070,1,P,PP,4,1989,"Carex paysonis",0.0
TV070,1,P,PP,4,1989,"Chamerion angustifolium",0.1
TV070,1,P,PP,4,1989,"Cistanthe umbellata",0.0
TV070,1,P,PP,4,1989,"Epilobium anagallidifolium",0.1
TV070,1,P,PP,4,1990,"Agrostis pallens",0.1
TV070,1,P,PP,4,1990,"Agrostis scabra",0.0
TV070,1,P,PP,4,1990,"Anaphalis margaritacea",0.1
TV070,1,P,PP,4,1990,"Carex mertensii",0.1
TV070,1,P,PP,4,1990,"Carex microptera",0.1
