"dataset_id","year","month","day","site","block","plot","subplot","treatment","treatment_type","design","timepoint","time_since_disturbance_days","species","metric","value","unit","comment"
"allison_2018","2009","06","01","Valley",NA,"log","A","log_control","manipulated community",NA,"T9",NA,"campen","count",2,"count",NA
"allison_2018","2009","06","01","Valley",NA,"log","A","log_control","manipulated community",NA,"T9",NA,"aphpic","count",3,"count",NA
"allison_2018","2009","06","01","Valley",NA,"log","A","log_exclosure","manipulated community",NA,"T9",NA,"stesch","count",1,"count",NA
"allison_2018","2009","06","01","Valley",NA,"log","B","log_control","manipulated community",NA,"T9",NA,"campen","count",3,"count",NA
"allison_2018","2009","06","01","Valley",NA,"log","B","log_control","manipulated community",NA,"T9",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","06","01","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T9",NA,"campen","count",2,"count",NA
"allison_2018","2009","06","01","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T9",NA,"forneo1","count",3,"count",NA
"allison_2018","2009","06","01","Valley",NA,"hemlock control","B","hemlock control_exclosure","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Valley",NA,"hemlock control","B","hemlock control_disturbance","manipulated community",NA,"T9",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"log","A","log_disturbance","manipulated community",NA,"T9",NA,"camnov","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"log","A","log_disturbance","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"log","B","log_disturbance","manipulated community",NA,"T9",NA,"forsub3","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"log","B","log_exclosure","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"log","B","log_control","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"log","B","log_control","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"girdle","A","girdle_disturbance","manipulated community",NA,"T9",NA,"campen","count",2,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"girdle","A","girdle_disturbance","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"girdle","A","girdle_control","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"girdle","B","girdle_exclosure","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"girdle","B","girdle_control","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"hemlock control","A","hemlock control_disturbance","manipulated community",NA,"T9",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"hemlock control","A","hemlock control_control","manipulated community",NA,"T9",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"hemlock control","B","hemlock control_disturbance","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"hemlock control","B","hemlock control_exclosure","manipulated community",NA,"T9",NA,"steimp","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"hemlock control","B","hemlock control_exclosure","manipulated community",NA,"T9",NA,"stesch","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"hemlock control","B","hemlock control_exclosure","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"hemlock control","B","hemlock control_control","manipulated community",NA,"T9",NA,"campen","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"hemlock control","B","hemlock control_control","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T9",NA,"aphpic","count",4,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T9",NA,"forsub3","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T9",NA,"steimp","count",2,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T9",NA,"campen","count",1,"count",NA
"allison_2018","2009","06","01","Ridge",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T9",NA,"myrpun","count",2,"count",NA
"allison_2018","2009","06","01","Valley",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T9",NA,"myrpun","count",1,"count",NA
"allison_2018","2009","06","01","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T9",NA,"campen","count",1,"count",NA
"allison_2018","2009","06","01","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T9",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","06","01","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T9",NA,"stesch","count",1,"count",NA
"allison_2018","2009","06","01","Valley",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T9",NA,"forsub3","count",1,"count",NA
"allison_2018","2009","06","01","Valley",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T9",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","06","01","Valley",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T9",NA,"aphpic","count",3,"count",NA
"allison_2018","2009","07","07","Valley",NA,"girdle","A","girdle_exclosure","manipulated community",NA,"T10",NA,"campen","count",1,"count",NA
"allison_2018","2009","07","07","Valley",NA,"girdle","A","girdle_exclosure","manipulated community",NA,"T10",NA,"campen","count",1,"count",NA
"allison_2018","2009","07","07","Valley",NA,"girdle","B","girdle_exclosure","manipulated community",NA,"T10",NA,"lasint","count",5,"count",NA
"allison_2018","2009","07","07","Valley",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T10",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","07","07","Valley",NA,"girdle","B","girdle_control","manipulated community",NA,"T10",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","07","07","Valley",NA,"girdle","B","girdle_exclosure","manipulated community",NA,"T10",NA,"lasumb","count",3,"count",NA
"allison_2018","2009","07","07","Valley",NA,"girdle","B","girdle_exclosure","manipulated community",NA,"T10",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","07","07","Valley",NA,"girdle","B","girdle_control","manipulated community",NA,"T10",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","07","07","Valley",NA,"log","A","log_exclosure","manipulated community",NA,"T10",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","07","07","Valley",NA,"log","A","log_control","manipulated community",NA,"T10",NA,"campen","count",2,"count",NA
"allison_2018","2009","07","07","Valley",NA,"log","A","log_exclosure","manipulated community",NA,"T10",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","07","07","Valley",NA,"log","A","log_control","manipulated community",NA,"T10",NA,"campen","count",2,"count",NA
"allison_2018","2009","07","07","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T10",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","07","07","Valley",NA,"log","B","log_control","manipulated community",NA,"T10",NA,"campen","count",1,"count",NA
"allison_2018","2009","07","07","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T10",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","07","07","Valley",NA,"log","B","log_control","manipulated community",NA,"T10",NA,"campen","count",1,"count",NA
"allison_2018","2009","07","07","Valley",NA,"hemlock control","A","hemlock control_exclosure","manipulated community",NA,"T10",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","07","07","Valley",NA,"hemlock control","A","hemlock control_disturbance","manipulated community",NA,"T10",NA,"aphpic","count",3,"count",NA
"allison_2018","2009","07","07","Valley",NA,"hemlock control","A","hemlock control_exclosure","manipulated community",NA,"T10",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","07","07","Valley",NA,"hemlock control","A","hemlock control_disturbance","manipulated community",NA,"T10",NA,"aphpic","count",3,"count",NA
"allison_2018","2009","07","07","Valley",NA,"hemlock control","B","hemlock control_exclosure","manipulated community",NA,"T10",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"log","A","log_disturbance","manipulated community",NA,"T10",NA,"camnea","count",2,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"log","A","log_disturbance","manipulated community",NA,"T10",NA,"campen","count",1,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"log","A","log_control","manipulated community",NA,"T10",NA,"campen","count",1,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"log","A","log_disturbance","manipulated community",NA,"T10",NA,"campen","count",1,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"log","B","log_exclosure","manipulated community",NA,"T10",NA,"campen","count",1,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"log","B","log_exclosure","manipulated community",NA,"T10",NA,"camnea","count",2,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"log","B","log_disturbance","manipulated community",NA,"T10",NA,"campen","count",1,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"girdle","A","girdle_control","manipulated community",NA,"T10",NA,"campen","count",1,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T10",NA,"campen","count",2,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"girdle","B","girdle_control","manipulated community",NA,"T10",NA,"campen","count",1,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"hemlock control","A","hemlock control_control","manipulated community",NA,"T10",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"hardwood control","A","hardwood control_exclosure","manipulated community",NA,"T10",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"hardwood control","A","hardwood control_exclosure","manipulated community",NA,"T10",NA,"myrpun","count",1,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T10",NA,"forsub3","count",1,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T10",NA,"campen","count",1,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T10",NA,"campen","count",2,"count",NA
"allison_2018","2009","07","07","Ridge",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T10",NA,"forsub3","count",2,"count",NA
"allison_2018","2009","07","07","Valley",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T10",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","07","07","Valley",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T10",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","07","07","Valley",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T10",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","07","07","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T10",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","08","04","Valley",NA,"girdle","A","girdle_exclosure","manipulated community",NA,"T11",NA,"campen","count",1,"count",NA
"allison_2018","2009","08","04","Valley",NA,"log","A","log_control","manipulated community",NA,"T11",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","08","04","Valley",NA,"log","A","log_exclosure","manipulated community",NA,"T11",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","08","04","Valley",NA,"log","A","log_exclosure","manipulated community",NA,"T11",NA,"steimp","count",1,"count",NA
"allison_2018","2009","08","04","Valley",NA,"log","A","log_exclosure","manipulated community",NA,"T11",NA,"tapses","count",1,"count",NA
"allison_2018","2009","08","04","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T11",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","08","04","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T11",NA,"campen","count",4,"count",NA
"allison_2018","2009","08","04","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T11",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","08","04","Valley",NA,"log","B","log_control","manipulated community",NA,"T11",NA,"camnov","count",1,"count",NA
"allison_2018","2009","08","04","Valley",NA,"hemlock control","A","hemlock control_disturbance","manipulated community",NA,"T11",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"log","A","log_control","manipulated community",NA,"T11",NA,"temlon","count",1,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"log","A","log_control","manipulated community",NA,"T11",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"log","A","log_control","manipulated community",NA,"T11",NA,"aphpic","count",7,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"log","A","log_disturbance","manipulated community",NA,"T11",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"log","B","log_control","manipulated community",NA,"T11",NA,"camnov","count",1,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"log","B","log_disturbance","manipulated community",NA,"T11",NA,"forsub3","count",1,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"log","B","log_disturbance","manipulated community",NA,"T11",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"girdle","A","girdle_disturbance","manipulated community",NA,"T11",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"girdle","A","girdle_control","manipulated community",NA,"T11",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"girdle","A","girdle_exclosure","manipulated community",NA,"T11",NA,"camnea","count",1,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"girdle","B","girdle_exclosure","manipulated community",NA,"T11",NA,"campen","count",2,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"girdle","B","girdle_control","manipulated community",NA,"T11",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"hemlock control","A","hemlock control_disturbance","manipulated community",NA,"T11",NA,"aphpic","count",6,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T11",NA,"lasumb","count",1,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T11",NA,"aphpic","count",1,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T11",NA,"forsub3","count",4,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T11",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T11",NA,"myrpun","count",2,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T11",NA,"camnea","count",1,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T11",NA,"lasumb","count",21,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T11",NA,"forsub3","count",1,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T11",NA,"myrpun","count",4,"count",NA
"allison_2018","2009","08","04","Ridge",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T11",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","08","04","Valley",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T11",NA,"forsub1","count",1,"count",NA
"allison_2018","2009","08","04","Valley",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T11",NA,"forneo1","count",1,"count",NA
"allison_2018","2009","08","04","Valley",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T11",NA,"camnea","count",1,"count",NA
"allison_2018","2009","08","04","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T11",NA,"aphpic","count",3,"count",NA
"allison_2018","2009","08","04","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T11",NA,"aphpic","count",2,"count",NA
"allison_2018","2009","08","04","Valley",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T11",NA,"myrpun","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"girdle","A","girdle_control","manipulated community",NA,"T12",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"girdle","A","girdle_control","manipulated community",NA,"T12",NA,"campen","count",2,"count",NA
"allison_2018","2010","06","09","Valley",NA,"girdle","A","girdle_exclosure","manipulated community",NA,"T12",NA,"myrpun","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"girdle","A","girdle_disturbance","manipulated community",NA,"T12",NA,"campen","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"girdle","B","girdle_control","manipulated community",NA,"T12",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"girdle","B","girdle_control","manipulated community",NA,"T12",NA,"campen","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"girdle","B","girdle_exclosure","manipulated community",NA,"T12",NA,"myrpun","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T12",NA,"campen","count",5,"count",NA
"allison_2018","2010","06","09","Valley",NA,"log","A","log_control","manipulated community",NA,"T12",NA,"campen","count",2,"count",NA
"allison_2018","2010","06","09","Valley",NA,"log","A","log_control","manipulated community",NA,"T12",NA,"camnov","count",2,"count",NA
"allison_2018","2010","06","09","Valley",NA,"log","A","log_exclosure","manipulated community",NA,"T12",NA,"tapses","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"log","B","log_control","manipulated community",NA,"T12",NA,"aphpic","count",4,"count",NA
"allison_2018","2010","06","09","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T12",NA,"myrpun","count",3,"count",NA
"allison_2018","2010","06","09","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T12",NA,"tapses","count",5,"count",NA
"allison_2018","2010","06","09","Valley",NA,"hemlock control","B","hemlock control_disturbance","manipulated community",NA,"T12",NA,"stebre","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"hemlock control","B","hemlock control_exclosure","manipulated community",NA,"T12",NA,"aphpic","count",3,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"log","A","log_exclosure","manipulated community",NA,"T12",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"log","A","log_disturbance","manipulated community",NA,"T12",NA,"camnov","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"log","B","log_disturbance","manipulated community",NA,"T12",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"log","B","log_disturbance","manipulated community",NA,"T12",NA,"campen","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"log","B","log_disturbance","manipulated community",NA,"T12",NA,"forsub3","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"log","B","log_control","manipulated community",NA,"T12",NA,"aphpic","count",5,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"log","B","log_exclosure","manipulated community",NA,"T12",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"log","B","log_exclosure","manipulated community",NA,"T12",NA,"campen","count",2,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"girdle","A","girdle_exclosure","manipulated community",NA,"T12",NA,"aphpic","count",2,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"girdle","A","girdle_disturbance","manipulated community",NA,"T12",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"girdle","A","girdle_disturbance","manipulated community",NA,"T12",NA,"campen","count",2,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"girdle","A","girdle_disturbance","manipulated community",NA,"T12",NA,"steimp","count",4,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"girdle","A","girdle_control","manipulated community",NA,"T12",NA,"aphpic","count",3,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"girdle","A","girdle_control","manipulated community",NA,"T12",NA,"campen","count",2,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T12",NA,"aphpic","count",3,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"girdle","B","girdle_disturbance","manipulated community",NA,"T12",NA,"temlon","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"girdle","B","girdle_control","manipulated community",NA,"T12",NA,"aphpic","count",2,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"girdle","B","girdle_exclosure","manipulated community",NA,"T12",NA,"aphpic","count",7,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hemlock control","A","hemlock control_control","manipulated community",NA,"T12",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hemlock control","A","hemlock control_disturbance","manipulated community",NA,"T12",NA,"aphpic","count",2,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hemlock control","A","hemlock control_exclosure","manipulated community",NA,"T12",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hemlock control","B","hemlock control_control","manipulated community",NA,"T12",NA,"campen","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hemlock control","B","hemlock control_exclosure","manipulated community",NA,"T12",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hemlock control","B","hemlock control_exclosure","manipulated community",NA,"T12",NA,"steimp","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hemlock control","B","hemlock control_disturbance","manipulated community",NA,"T12",NA,"steimp","count",2,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hardwood control","A","hardwood control_exclosure","manipulated community",NA,"T12",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hardwood control","A","hardwood control_exclosure","manipulated community",NA,"T12",NA,"myrpun","count",3,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hardwood control","A","hardwood control_exclosure","manipulated community",NA,"T12",NA,"steimp","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T12",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T12",NA,"steimp","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T12",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T12",NA,"campen","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T12",NA,"forsub3","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T12",NA,"myrpun","count",1,"count",NA
"allison_2018","2010","06","09","Ridge",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T12",NA,"lasnea","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"hardwood control","A","hardwood control_disturbance","manipulated community",NA,"T12",NA,"myrpun","count",3,"count",NA
"allison_2018","2010","06","09","Valley",NA,"hardwood control","A","hardwood control_control","manipulated community",NA,"T12",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T12",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T12",NA,"campen","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"hardwood control","B","hardwood control_control","manipulated community",NA,"T12",NA,"myrpun","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T12",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"hardwood control","B","hardwood control_disturbance","manipulated community",NA,"T12",NA,"forsub3","count",1,"count",NA
"allison_2018","2010","06","09","Valley",NA,"hardwood control","B","hardwood control_exclosure","manipulated community",NA,"T12",NA,"aphpic","count",2,"count",NA
"allison_2018","2010","07","17","Valley",NA,"girdle","A","girdle_disturbance","manipulated community",NA,"T13",NA,"campen","count",1,"count",NA
"allison_2018","2010","07","17","Valley",NA,"girdle","A","girdle_control","manipulated community",NA,"T13",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","07","17","Valley",NA,"girdle","A","girdle_control","manipulated community",NA,"T13",NA,"campen","count",3,"count",NA
"allison_2018","2010","07","17","Valley",NA,"girdle","A","girdle_control","manipulated community",NA,"T13",NA,"camnov","count",1,"count",NA
"allison_2018","2010","07","17","Valley",NA,"girdle","A","girdle_exclosure","manipulated community",NA,"T13",NA,"campen","count",1,"count",NA
"allison_2018","2010","07","17","Valley",NA,"girdle","A","girdle_exclosure","manipulated community",NA,"T13",NA,"myrpun","count",1,"count",NA
"allison_2018","2010","07","17","Valley",NA,"girdle","B","girdle_control","manipulated community",NA,"T13",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","07","17","Valley",NA,"girdle","B","girdle_exclosure","manipulated community",NA,"T13",NA,"myrpun","count",2,"count",NA
"allison_2018","2010","07","17","Valley",NA,"log","A","log_control","manipulated community",NA,"T13",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","07","17","Valley",NA,"log","A","log_control","manipulated community",NA,"T13",NA,"myrnea","count",1,"count",NA
"allison_2018","2010","07","17","Valley",NA,"log","A","log_control","manipulated community",NA,"T13",NA,"camnov","count",4,"count",NA
"allison_2018","2010","07","17","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T13",NA,"aphpic","count",1,"count",NA
"allison_2018","2010","07","17","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T13",NA,"campen","count",1,"count",NA
"allison_2018","2010","07","17","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T13",NA,"myrnea","count",1,"count",NA
"allison_2018","2010","07","17","Valley",NA,"log","A","log_disturbance","manipulated community",NA,"T13",NA,"camnov","count",1,"count",NA
"allison_2018","2010","07","17","Valley",NA,"log","A","log_exclosure","manipulated community",NA,"T13",NA,"myrpun","count",1,"count",NA
"allison_2018","2010","07","17","Valley",NA,"log","A","log_exclosure","manipulated community",NA,"T13",NA,"forsub3","count",1,"count",NA
"allison_2018","2010","07","17","Valley",NA,"log","B","log_control","manipulated community",NA,"T13",NA,"aphpic","count",2,"count",NA
"allison_2018","2010","07","17","Valley",NA,"log","B","log_control","manipulated community",NA,"T13",NA,"forsub3","count",3,"count",NA
"allison_2018","2010","07","17","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T13",NA,"aphpic","count",2,"count",NA
"allison_2018","2010","07","17","Valley",NA,"log","B","log_disturbance","manipulated community",NA,"T13",NA,"myrpun","count",2,"count",NA
"allison_2018","2010","07","17","Valley",NA,"hemlock control","B","hemlock control_control","manipulated community",NA,"T13",NA,"campen","count",1,"count",NA
