year,site,block,plot,subplot,treatment,species,value,dataset_id,timepoints,design,time_since_disturbance,treatment_type,realm,taxon,metric,unit,comment
2003,Sweeney,SSA,3,1,nutrient+fish,Erichsonella.attenuata,0.333333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,SSA,3,1,nutrient+fish,Insect,2.66666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,SSA,3,1,nutrient+fish,Mites,2,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient addition,Fabricia.sabella,0.666666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient addition,Manayunkia.aestuarina,11.3333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient addition,Nereis.diversicolor,0.666666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient addition,Captiella.capitata,1,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient addition,Pygospio.elegans,1,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient addition,Total.polychaetes,14.6666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient addition,Paranais.litoralis,19.3333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient addition,Tubificoides.benedeni,0.333333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient addition,Tubificoides.wasselli,4.33333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient addition,Psammoryctides.sp.,1,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient addition,Cernosvitoviella.immota,4,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient addition,other_enchytraeids,2.33333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient+fish,Manayunkia.aestuarina,42.3333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient+fish,Streblospio.benedicti,1.33333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient+fish,Pygospio.elegans,0.333333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient+fish,Total.polychaetes,44,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient+fish,Paranais.litoralis,3.33333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient+fish,Tubificoides.wasselli,0.333333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient+fish,Tubificoides.brownae,0.666666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient+fish,Cernosvitoviella.immota,13.6666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,1,1,nutrient+fish,Mites,0.666666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient addition,Fabricia.sabella,2.66666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient addition,Manayunkia.aestuarina,40.6666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient addition,Eteone.heteropoda,2,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient addition,Captiella.capitata,0.666666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient addition,Total.polychaetes,46,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient addition,Paranais.litoralis,0.666666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient addition,Cernosvitoviella.immota,28.3333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient addition,other_enchytraeids,2.33333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient addition,Littorophiloscia.vittata,1,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient addition,Insect,0.666666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient addition,Mites,0.666666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient+fish,Fabricia.sabella,0.333333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient+fish,Manayunkia.aestuarina,2.33333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient+fish,Total.polychaetes,2.66666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient+fish,Paranais.litoralis,2,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient+fish,Tubificoides.wasselli,0.333333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient+fish,Tubificoides.brownae,0.333333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient+fish,Cernosvitoviella.immota,24.3333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,2,1,nutrient+fish,Gastropoda,0.333333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient addition,Manayunkia.aestuarina,11.3333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient addition,Nereis.diversicolor,0.333333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient addition,Streblospio.benedicti,0.666666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient addition,Polydora.cornuta,0.666666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient addition,Total.polychaetes,13,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient addition,Paranais.litoralis,3,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient addition,Cernosvitoviella.immota,36.3333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient addition,other_enchytraeids,3.66666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient addition,Insect,0.666666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient addition,Mites,0.666666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient+fish,Manayunkia.aestuarina,31,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient+fish,Captiella.capitata,0.666666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient+fish,Total.polychaetes,31.6666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient+fish,Paranais.litoralis,4,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient+fish,Cernosvitoviella.immota,37,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,Sweeney,TSA,3,1,nutrient+fish,other_enchytraeids,4.33333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,control,Fabricia.sabella,16.6666666666667,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,control,Manayunkia.aestuarina,5,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,control,Nereis.diversicolor,0.333333333333333,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,control,Eteone.heteropoda,0.333333333333333,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,control,Polydora.cornuta,8,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,control,Pygospio.elegans,1,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,control,Total.polychaetes,31.3333333333333,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,control,Paranais.litoralis,0.666666666666667,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,control,Monopylephorus.sp.,0.333333333333333,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,control,Cernosvitoviella.immota,60,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,fish manipulation,Fabricia.sabella,25,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,fish manipulation,Manayunkia.aestuarina,54.6666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,fish manipulation,Nereis.diversicolor,0.333333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,fish manipulation,Polydora.cornuta,2,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,fish manipulation,Pygospio.elegans,3.33333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,fish manipulation,Total.polychaetes,85.3333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,fish manipulation,Paranais.litoralis,16,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,fish manipulation,Cernosvitoviella.immota,35.6666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,fish manipulation,other_enchytraeids,1.33333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,1,1,fish manipulation,Insect,1.33333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,control,Fabricia.sabella,14.3333333333333,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,control,Manayunkia.aestuarina,11.6666666666667,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,control,Captiella.capitata,1,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,control,Streblospio.benedicti,2,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,control,Polydora.cornuta,1,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,control,Total.polychaetes,30,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,control,Paranais.litoralis,3,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,control,Cernosvitoviella.immota,32.6666666666667,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,control,other_enchytraeids,1,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,control,Edotea.triloba,0.333333333333333,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,control,Insect,1,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,fish manipulation,Fabricia.sabella,51.6666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,fish manipulation,Manayunkia.aestuarina,19.6666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,fish manipulation,Pygospio.elegans,2.33333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,fish manipulation,Total.polychaetes,73.6666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,fish manipulation,Paranais.litoralis,3.66666666666667,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,fish manipulation,Cernosvitoviella.immota,33.3333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,fish manipulation,other_enchytraeids,9.33333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,fish manipulation,Hargeria.rapax,0.333333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,2,1,fish manipulation,Mites,0.333333333333333,johnson_2019,T1,BI,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,3,1,control,Fabricia.sabella,6.66666666666667,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,3,1,control,Manayunkia.aestuarina,33.6666666666667,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,3,1,control,Nereis.diversicolor,0.333333333333333,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,3,1,control,Streblospio.benedicti,0.666666666666667,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,3,1,control,Polydora.cornuta,2.33333333333333,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,3,1,control,Total.polychaetes,43.6666666666667,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,3,1,control,Paranais.litoralis,18.6666666666667,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,3,1,control,Tubificoides.wasselli,1.66666666666667,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,3,1,control,Cernosvitoviella.immota,52.6666666666667,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,3,1,control,Hargeria.rapax,0.333333333333333,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
2003,West,CW,3,1,control,Insect,0.666666666666667,johnson_2019,T1,BC,,eutrophication and community manipulation,terrestrial,invertebrates,density,ind/m2,Block design with two treatments. Treatments were applied at different times and frequencies. Abundances from several samplings a year were pooled together.
