lakeid,year4,sample_date,station,species_code,species,number_per_liter
"LR",1991,1991-09-16,2,60601,"COLLOTHECA MUTABILIS",0.05
"LR",1991,1991-09-16,2,60800,"CONOCHILOIDES",0.05
"LR",1991,1991-09-16,2,60900,"CONOCHILUS",0.15
"LR",1991,1991-09-16,2,61502,"GASTROPUS STYLIFER",24.72
"LR",1991,1991-09-16,2,61701,"KELLICOTTIA BOSTONIENSIS",1.04
"LR",1991,1991-09-16,2,61801,"KERATELLA COCHLEARIS",14.48
"LR",1991,1991-09-16,2,61803,"KERATELLA CRASSA",5.39
"LR",1991,1991-09-16,2,61808,"KERATELLA TAUROCEPHALA",82.04
"LR",1991,1991-09-16,2,61900,"LECANE",0.60
"LR",1991,1991-09-16,2,63004,"POLYARTHRA REMATA",57.76
"LR",1991,1991-08-19,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",4.56
"LR",1991,1991-08-19,2,30402,"LEPTODIAPTOMUS MINUTUS",6.76
"LR",1991,1991-08-19,2,50700,"BOSMINIDAE",5.93
"LR",1991,1991-08-19,2,51105,"DAPHNIA PARVULA",0.37
"LR",1991,1991-08-19,2,51202,"DIAPHANOSOMA BIRGEI",2.65
"LR",1991,1991-08-19,2,51801,"HOLOPEDIUM GIBBERUM",0.60
"LR",1991,1991-08-19,2,60300,"ASPLANCHNA",1.25
"LR",1991,1991-08-19,2,60601,"COLLOTHECA MUTABILIS",2.35
"LR",1991,1991-08-19,2,60900,"CONOCHILUS",1.54
"LR",1991,1991-08-19,2,61502,"GASTROPUS STYLIFER",1.75
"LR",1991,1991-08-19,2,61701,"KELLICOTTIA BOSTONIENSIS",0.79
"LR",1991,1991-08-19,2,61801,"KERATELLA COCHLEARIS",29.53
"LR",1991,1991-08-19,2,61803,"KERATELLA CRASSA",0.60
"LR",1991,1991-08-19,2,61808,"KERATELLA TAUROCEPHALA",96.57
"LR",1991,1991-08-19,2,63004,"POLYARTHRA REMATA",7.50
"LR",1991,1991-08-19,2,63005,"POLYARTHRA VULGARIS",12.15
"LR",1991,1991-08-19,2,63602,"TRICHOCERCA BIROSTRIS",0.84
"LR",1991,1991-08-19,2,63603,"TRICHOCERCA CYLINDRICA",7.10
"LR",1991,1991-08-19,2,63612,"TRICHOCERCA MULTICRINIS",5.66
"LR",1991,1991-09-04,2,10000,"COPEPOD NAUPLII",29.80
"LR",1991,1991-09-04,2,20601,"MESOCYCLOPS EDAX",5.32
"LR",1991,1991-09-04,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",7.72
"LR",1991,1991-09-04,2,30402,"LEPTODIAPTOMUS MINUTUS",1.89
"LR",1991,1991-09-04,2,50700,"BOSMINIDAE",6.42
"LR",1991,1991-09-04,2,51105,"DAPHNIA PARVULA",1.02
"LR",1991,1991-09-04,2,51202,"DIAPHANOSOMA BIRGEI",1.80
"LR",1991,1991-09-04,2,51801,"HOLOPEDIUM GIBBERUM",3.05
"LR",1991,1991-09-04,2,60300,"ASPLANCHNA",0.92
"LR",1991,1991-09-04,2,60601,"COLLOTHECA MUTABILIS",1.95
"LR",1991,1991-09-04,2,60900,"CONOCHILUS",0.65
"LR",1991,1991-09-04,2,61502,"GASTROPUS STYLIFER",3.55
"LR",1991,1991-07-22,2,63005,"POLYARTHRA VULGARIS",2.13
"LR",1991,1991-07-22,2,63602,"TRICHOCERCA BIROSTRIS",1.42
"LR",1991,1991-07-22,2,63603,"TRICHOCERCA CYLINDRICA",7.82
"LR",1991,1991-08-05,2,10000,"COPEPOD NAUPLII",16.94
"LR",1991,1991-08-05,2,20601,"MESOCYCLOPS EDAX",1.94
"LR",1991,1991-08-05,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",1.89
"LR",1991,1991-08-05,2,30402,"LEPTODIAPTOMUS MINUTUS",2.26
"LR",1991,1991-08-05,2,50700,"BOSMINIDAE",0.65
"LR",1991,1991-08-05,2,51105,"DAPHNIA PARVULA",0.97
"LR",1991,1991-08-05,2,51202,"DIAPHANOSOMA BIRGEI",1.57
"LR",1991,1991-08-05,2,51801,"HOLOPEDIUM GIBBERUM",2.17
"LR",1991,1991-08-05,2,60202,"ASCOMORPHA OVALIS",0.65
"LR",1991,1991-08-05,2,60300,"ASPLANCHNA",0.92
"LR",1991,1991-08-05,2,60500,"CEPHALODELLA",0.60
"LR",1991,1991-08-05,2,60601,"COLLOTHECA MUTABILIS",7.51
"LR",1991,1991-08-05,2,60800,"CONOCHILOIDES",0.65
"LR",1991,1991-08-05,2,60900,"CONOCHILUS",7.34
"LR",1991,1991-08-05,2,61502,"GASTROPUS STYLIFER",9.06
"LR",1991,1991-08-05,2,61701,"KELLICOTTIA BOSTONIENSIS",1.25
"LR",1991,1991-08-05,2,61801,"KERATELLA COCHLEARIS",25.13
"LR",1991,1991-08-05,2,61803,"KERATELLA CRASSA",0.60
"LR",1991,1991-08-05,2,61808,"KERATELLA TAUROCEPHALA",42.00
"LR",1991,1991-08-05,2,63004,"POLYARTHRA REMATA",3.55
"LR",1991,1991-08-05,2,63005,"POLYARTHRA VULGARIS",6.05
"LR",1991,1991-08-05,2,63602,"TRICHOCERCA BIROSTRIS",10.05
"LR",1991,1991-08-05,2,63603,"TRICHOCERCA CYLINDRICA",30.87
"LR",1991,1991-08-05,2,80000,"UNKNOWN",0.60
"LR",1991,1991-08-05,2,80002,"UNKNOWN ROTIFER",2.70
"LR",1991,1991-08-19,2,10000,"COPEPOD NAUPLII",46.68
"LR",1991,1991-08-19,2,20302,"DIACYCLOPS THOMASI",0.32
"LR",1991,1991-08-19,2,20601,"MESOCYCLOPS EDAX",1.29
"LR",1991,1991-07-08,2,61702,"KELLICOTTIA LONGISPINA",1.40
"LR",1991,1991-07-08,2,61801,"KERATELLA COCHLEARIS",38.08
"LR",1991,1991-07-08,2,61803,"KERATELLA CRASSA",0.65
"LR",1991,1991-07-08,2,61808,"KERATELLA TAUROCEPHALA",65.56
"LR",1991,1991-07-08,2,61900,"LECANE",0.60
"LR",1991,1991-07-08,2,63004,"POLYARTHRA REMATA",11.19
"LR",1991,1991-07-08,2,63005,"POLYARTHRA VULGARIS",32.19
"LR",1991,1991-07-08,2,63600,"TRICHOCERCA",0.05
"LR",1991,1991-07-08,2,63602,"TRICHOCERCA BIROSTRIS",3.34
"LR",1991,1991-07-08,2,63603,"TRICHOCERCA CYLINDRICA",15.98
"LR",1991,1991-07-08,2,80002,"UNKNOWN ROTIFER",8.10
"LR",1991,1991-07-22,2,10000,"COPEPOD NAUPLII",40.77
"LR",1991,1991-07-22,2,20601,"MESOCYCLOPS EDAX",2.36
"LR",1991,1991-07-22,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",2.50
"LR",1991,1991-07-22,2,30201,"EPISCHURA LACUSTRIS",0.32
"LR",1991,1991-07-22,2,30402,"LEPTODIAPTOMUS MINUTUS",5.65
"LR",1991,1991-07-22,2,51105,"DAPHNIA PARVULA",1.32
"LR",1991,1991-07-22,2,51130,"DAPHNIA PULICARIA",0.23
"LR",1991,1991-07-22,2,51202,"DIAPHANOSOMA BIRGEI",7.64
"LR",1991,1991-07-22,2,51801,"HOLOPEDIUM GIBBERUM",0.32
"LR",1991,1991-07-22,2,60202,"ASCOMORPHA OVALIS",3.60
"LR",1991,1991-07-22,2,60300,"ASPLANCHNA",0.55
"LR",1991,1991-07-22,2,60601,"COLLOTHECA MUTABILIS",0.92
"LR",1991,1991-07-22,2,60800,"CONOCHILOIDES",0.15
"LR",1991,1991-07-22,2,60900,"CONOCHILUS",1.18
"LR",1991,1991-07-22,2,61502,"GASTROPUS STYLIFER",2.60
"LR",1991,1991-07-22,2,61702,"KELLICOTTIA LONGISPINA",1.17
"LR",1991,1991-07-22,2,61801,"KERATELLA COCHLEARIS",13.73
"LR",1991,1991-07-22,2,61803,"KERATELLA CRASSA",0.05
"LR",1991,1991-07-22,2,61808,"KERATELLA TAUROCEPHALA",28.48
"LR",1991,1991-07-22,2,61900,"LECANE",0.62
"LR",1991,1991-07-22,2,63004,"POLYARTHRA REMATA",1.39
"LR",1991,1991-06-24,2,51801,"HOLOPEDIUM GIBBERUM",1.96
"LR",1991,1991-06-24,2,60202,"ASCOMORPHA OVALIS",0.60
"LR",1991,1991-06-24,2,60300,"ASPLANCHNA",0.70
"LR",1994,1994-07-06,2,61801,"KERATELLA COCHLEARIS",429.57
"LR",1994,1994-07-06,2,61803,"KERATELLA CRASSA",29.13
"LR",1994,1994-07-06,2,61808,"KERATELLA TAUROCEPHALA",19.97
"LR",1994,1994-07-06,2,62900,"PLOESOMA",0.60
"LR",1994,1994-06-07,2,61502,"GASTROPUS STYLIFER",59.73
"LR",1994,1994-06-07,2,61701,"KELLICOTTIA BOSTONIENSIS",0.05
"LR",1994,1994-06-07,2,61702,"KELLICOTTIA LONGISPINA",0.05
"LR",1994,1994-06-07,2,61801,"KERATELLA COCHLEARIS",23.96
"LR",1994,1994-06-07,2,61803,"KERATELLA CRASSA",2.50
"LR",1994,1994-06-07,2,61808,"KERATELLA TAUROCEPHALA",21.12
"LR",1994,1994-06-07,2,62900,"PLOESOMA",1.70
"LR",1994,1994-06-07,2,63004,"POLYARTHRA REMATA",4.90
"LR",1994,1994-06-07,2,63005,"POLYARTHRA VULGARIS",10.95
"LR",1994,1994-06-07,2,63400,"SYNCHAETA",0.85
"LR",1994,1994-06-07,2,63600,"TRICHOCERCA",0.05
"LR",1994,1994-06-07,2,63602,"TRICHOCERCA BIROSTRIS",0.60
"LR",1994,1994-06-07,2,63603,"TRICHOCERCA CYLINDRICA",18.06
"LR",1994,1994-06-07,2,63612,"TRICHOCERCA MULTICRINIS",1.75
"LR",1994,1994-06-07,2,80003,"UNKNOWN ROTIFER",0.60
"LR",1994,1994-06-20,2,10000,"COPEPOD NAUPLII",64.14
"LR",1994,1994-06-20,2,20302,"DIACYCLOPS THOMASI",0.96
"LR",1994,1994-06-20,2,20601,"MESOCYCLOPS EDAX",4.30
"LR",1994,1994-06-20,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.51
"LR",1994,1994-06-20,2,30402,"LEPTODIAPTOMUS MINUTUS",9.87
"LR",1994,1994-06-20,2,50700,"BOSMINIDAE",3.93
"LR",1994,1994-06-20,2,51102,"DAPHNIA DUBIA",0.32
"LR",1994,1994-06-20,2,51105,"DAPHNIA PARVULA",0.05
"LR",1994,1994-06-20,2,51202,"DIAPHANOSOMA BIRGEI",3.10
"LR",1994,1994-06-20,2,51801,"HOLOPEDIUM GIBBERUM",2.87
"LR",1994,1994-06-20,2,60202,"ASCOMORPHA OVALIS",4.30
"LR",1994,1994-06-20,2,60300,"ASPLANCHNA",0.50
"LR",1994,1994-06-20,2,60601,"COLLOTHECA MUTABILIS",1.70
"LR",1994,1994-06-20,2,60800,"CONOCHILOIDES",5.66
"LR",1994,1994-06-20,2,61501,"GASTROPUS HYPTOPUS",0.70
"LR",1994,1994-06-20,2,61502,"GASTROPUS STYLIFER",29.22
"LR",1994,1994-05-23,2,60202,"ASCOMORPHA OVALIS",0.10
"LR",1994,1994-05-23,2,60300,"ASPLANCHNA",1.75
"LR",1994,1994-05-23,2,60800,"CONOCHILOIDES",1.11
"LR",1994,1994-05-23,2,60900,"CONOCHILUS",6.68
"LR",1994,1994-05-23,2,61502,"GASTROPUS STYLIFER",115.64
"LR",1994,1994-05-23,2,61701,"KELLICOTTIA BOSTONIENSIS",0.19
"LR",1994,1994-05-23,2,61702,"KELLICOTTIA LONGISPINA",14.98
"LR",1994,1994-05-23,2,61801,"KERATELLA COCHLEARIS",49.78
"LR",1994,1994-05-23,2,61803,"KERATELLA CRASSA",4.14
"LR",1994,1994-05-23,2,61805,"KERATELLA HIEMALIS",0.19
"LR",1994,1994-05-23,2,61808,"KERATELLA TAUROCEPHALA",25.87
"LR",1994,1994-05-23,2,63001,"POLYARTHRA DOLICHOPTERA",0.85
"LR",1994,1994-05-23,2,63004,"POLYARTHRA REMATA",7.46
"LR",1994,1994-05-23,2,63005,"POLYARTHRA VULGARIS",27.78
"LR",1994,1994-05-23,2,63602,"TRICHOCERCA BIROSTRIS",0.15
"LR",1994,1994-05-23,2,63603,"TRICHOCERCA CYLINDRICA",18.49
"LR",1994,1994-05-23,2,63612,"TRICHOCERCA MULTICRINIS",0.84
"LR",1994,1994-06-07,2,10000,"COPEPOD NAUPLII",22.75
"LR",1994,1994-06-07,2,20401,"EUCYCLOPS AGILIS",0.45
"LR",1994,1994-06-07,2,20601,"MESOCYCLOPS EDAX",9.72
"LR",1994,1994-06-07,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.05
"LR",1994,1994-06-07,2,30201,"EPISCHURA LACUSTRIS",0.05
"LR",1994,1994-06-07,2,30402,"LEPTODIAPTOMUS MINUTUS",43.01
"LR",1994,1994-06-07,2,50700,"BOSMINIDAE",4.58
"LR",1994,1994-06-07,2,51202,"DIAPHANOSOMA BIRGEI",2.02
"LR",1994,1994-06-07,2,51801,"HOLOPEDIUM GIBBERUM",3.59
"LR",1994,1994-06-07,2,60202,"ASCOMORPHA OVALIS",0.05
"LR",1994,1994-06-07,2,60300,"ASPLANCHNA",8.75
"LR",1994,1994-06-07,2,60601,"COLLOTHECA MUTABILIS",1.70
"LR",1994,1994-06-07,2,60800,"CONOCHILOIDES",2.74
"LR",1994,1994-06-07,2,60900,"CONOCHILUS",0.85
"LR",1994,1994-03-31,2,63004,"POLYARTHRA REMATA",2.75
"LR",1994,1994-03-31,2,63005,"POLYARTHRA VULGARIS",66.02
"LR",1994,1994-03-31,2,80000,"UNKNOWN",8.50
"LR",1994,1994-05-09,2,10000,"COPEPOD NAUPLII",41.71
"LR",1994,1994-05-09,2,20302,"DIACYCLOPS THOMASI",8.00
"LR",1994,1994-05-09,2,20601,"MESOCYCLOPS EDAX",0.05
"LR",1994,1994-05-09,2,30402,"LEPTODIAPTOMUS MINUTUS",63.37
"LR",1994,1994-05-09,2,50700,"BOSMINIDAE",1.82
"LR",1994,1994-05-09,2,51801,"HOLOPEDIUM GIBBERUM",1.72
"LR",1994,1994-05-09,2,60300,"ASPLANCHNA",0.32
"LR",1994,1994-05-09,2,60900,"CONOCHILUS",298.25
"LR",1994,1994-05-09,2,61501,"GASTROPUS HYPTOPUS",0.05
"LR",1994,1994-05-09,2,61502,"GASTROPUS STYLIFER",62.12
"LR",1994,1994-05-09,2,61701,"KELLICOTTIA BOSTONIENSIS",0.05
"LR",1994,1994-05-09,2,61702,"KELLICOTTIA LONGISPINA",74.29
"LR",1994,1994-05-09,2,61801,"KERATELLA COCHLEARIS",56.35
"LR",1994,1994-05-09,2,61803,"KERATELLA CRASSA",3.80
"LR",1994,1994-05-09,2,61805,"KERATELLA HIEMALIS",0.05
"LR",1994,1994-05-09,2,61808,"KERATELLA TAUROCEPHALA",24.37
"LR",1994,1994-05-09,2,62400,"MONOSTYLA",0.05
"LR",1994,1994-05-09,2,63004,"POLYARTHRA REMATA",28.77
"LR",1994,1994-05-09,2,63005,"POLYARTHRA VULGARIS",155.94
"LR",1994,1994-05-09,2,63400,"SYNCHAETA",18.30
"LR",1994,1994-05-09,2,63603,"TRICHOCERCA CYLINDRICA",5.00
"LR",1994,1994-05-09,2,80000,"UNKNOWN",0.90
"LR",1994,1994-05-23,2,10000,"COPEPOD NAUPLII",4.98
"LR",1994,1994-05-23,2,20302,"DIACYCLOPS THOMASI",0.71
"LR",1994,1994-05-23,2,20601,"MESOCYCLOPS EDAX",0.05
"LR",1994,1994-05-23,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.37
"LR",1994,1994-05-23,2,30402,"LEPTODIAPTOMUS MINUTUS",32.82
"LR",1994,1994-05-23,2,50700,"BOSMINIDAE",0.94
"LR",1994,1994-05-23,2,51801,"HOLOPEDIUM GIBBERUM",4.65
"LR",1994,1994-02-28,2,30402,"LEPTODIAPTOMUS MINUTUS",75.55
"LR",1994,1994-02-28,2,50700,"BOSMINIDAE",1.76
"LR",1994,1994-02-28,2,60900,"CONOCHILUS",19.93
"LR",1994,1994-02-28,2,61501,"GASTROPUS HYPTOPUS",6.40
"LR",1994,1994-02-28,2,61502,"GASTROPUS STYLIFER",53.56
"LR",1994,1994-02-28,2,61701,"KELLICOTTIA BOSTONIENSIS",0.05
"LR",1994,1994-02-28,2,61702,"KELLICOTTIA LONGISPINA",206.10
"LR",1994,1994-02-28,2,61801,"KERATELLA COCHLEARIS",13.32
"LR",1994,1994-02-28,2,61803,"KERATELLA CRASSA",11.01
"LR",1994,1994-02-28,2,61808,"KERATELLA TAUROCEPHALA",11.75
"LR",1994,1994-02-28,2,63004,"POLYARTHRA REMATA",1.59
"LR",1994,1994-02-28,2,63005,"POLYARTHRA VULGARIS",7.94
"LR",1994,1994-02-28,2,80000,"UNKNOWN",0.85
"LR",1994,1994-03-31,2,10000,"COPEPOD NAUPLII",103.07
"LR",1994,1994-03-31,2,20000,"CYCLOPOID",0.05
"LR",1994,1994-03-31,2,20302,"DIACYCLOPS THOMASI",0.95
"LR",1994,1994-03-31,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.61
"LR",1994,1994-03-31,2,30402,"LEPTODIAPTOMUS MINUTUS",36.48
"LR",1994,1994-03-31,2,50700,"BOSMINIDAE",0.49
"LR",1994,1994-03-31,2,60800,"CONOCHILOIDES",0.60
"LR",1994,1994-03-31,2,60900,"CONOCHILUS",103.86
"LR",1994,1994-03-31,2,61501,"GASTROPUS HYPTOPUS",8.93
"LR",1994,1994-03-31,2,61502,"GASTROPUS STYLIFER",31.38
"LR",1994,1994-03-31,2,61701,"KELLICOTTIA BOSTONIENSIS",0.90
"LR",1994,1994-03-31,2,61702,"KELLICOTTIA LONGISPINA",165.89
"LR",1994,1994-03-31,2,61801,"KERATELLA COCHLEARIS",6.49
"LR",1994,1994-03-31,2,61803,"KERATELLA CRASSA",4.10
"LR",1994,1994-03-31,2,61805,"KERATELLA HIEMALIS",4.05
"LR",1994,1994-03-31,2,61808,"KERATELLA TAUROCEPHALA",13.90
"LR",1994,1994-03-31,2,61900,"LECANE",0.60
"LR",1994,1994-03-31,2,62400,"MONOSTYLA",0.15
"LR",1994,1994-03-31,2,63001,"POLYARTHRA DOLICHOPTERA",0.60
"LR",1993,1993-10-25,2,61808,"KERATELLA TAUROCEPHALA",77.90
"LR",1993,1993-10-25,2,61900,"LECANE",0.85
"LR",1993,1993-10-25,2,62400,"MONOSTYLA",0.05
"LR",1993,1993-10-25,2,63004,"POLYARTHRA REMATA",5.30
"LR",1993,1993-10-25,2,63005,"POLYARTHRA VULGARIS",48.82
"LR",1993,1993-10-25,2,63602,"TRICHOCERCA BIROSTRIS",0.65
"LR",1993,1993-10-25,2,63603,"TRICHOCERCA CYLINDRICA",14.83
"LR",1993,1993-10-25,2,63612,"TRICHOCERCA MULTICRINIS",0.05
"LR",1993,1993-10-25,2,80000,"UNKNOWN",1.45
"LR",1994,1994-01-26,2,10000,"COPEPOD NAUPLII",95.05
"LR",1994,1994-01-26,2,20302,"DIACYCLOPS THOMASI",2.05
"LR",1994,1994-01-26,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.50
"LR",1994,1994-01-26,2,30402,"LEPTODIAPTOMUS MINUTUS",24.76
"LR",1994,1994-01-26,2,50700,"BOSMINIDAE",1.96
"LR",1994,1994-01-26,2,60900,"CONOCHILUS",31.26
"LR",1994,1994-01-26,2,61501,"GASTROPUS HYPTOPUS",4.60
"LR",1994,1994-01-26,2,61502,"GASTROPUS STYLIFER",34.94
"LR",1994,1994-01-26,2,61701,"KELLICOTTIA BOSTONIENSIS",1.45
"LR",1994,1994-01-26,2,61702,"KELLICOTTIA LONGISPINA",259.32
"LR",1994,1994-01-26,2,61801,"KERATELLA COCHLEARIS",13.11
"LR",1994,1994-01-26,2,61803,"KERATELLA CRASSA",6.65
"LR",1994,1994-01-26,2,61805,"KERATELLA HIEMALIS",0.95
"LR",1994,1994-01-26,2,61808,"KERATELLA TAUROCEPHALA",19.74
"LR",1994,1994-01-26,2,61900,"LECANE",0.05
"LR",1994,1994-01-26,2,63004,"POLYARTHRA REMATA",10.05
"LR",1994,1994-01-26,2,63005,"POLYARTHRA VULGARIS",9.45
"LR",1994,1994-01-26,2,63602,"TRICHOCERCA BIROSTRIS",0.05
"LR",1994,1994-01-26,2,80000,"UNKNOWN",1.45
"LR",1994,1994-02-28,2,10000,"COPEPOD NAUPLII",83.35
"LR",1994,1994-02-28,2,20302,"DIACYCLOPS THOMASI",1.05
"LR",1994,1994-02-28,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.10
"LR",1993,1993-10-11,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.42
"LR",1993,1993-10-11,2,30402,"LEPTODIAPTOMUS MINUTUS",1.89
"LR",1993,1993-10-11,2,50700,"BOSMINIDAE",0.65
"LR",1993,1993-10-11,2,51102,"DAPHNIA DUBIA",0.32
"LR",1993,1993-10-11,2,51801,"HOLOPEDIUM GIBBERUM",0.15
"LR",1993,1993-10-11,2,61502,"GASTROPUS STYLIFER",0.24
"LR",1993,1993-10-11,2,61701,"KELLICOTTIA BOSTONIENSIS",0.05
"LR",1993,1993-10-11,2,61702,"KELLICOTTIA LONGISPINA",0.94
"LR",1993,1993-10-11,2,61801,"KERATELLA COCHLEARIS",1.59
"LR",1993,1993-10-11,2,61803,"KERATELLA CRASSA",2.14
"LR",1993,1993-10-11,2,61808,"KERATELLA TAUROCEPHALA",9.70
"LR",1993,1993-10-11,2,63004,"POLYARTHRA REMATA",3.88
"LR",1993,1993-10-11,2,63005,"POLYARTHRA VULGARIS",9.96
"LR",1993,1993-10-11,2,63603,"TRICHOCERCA CYLINDRICA",0.75
"LR",1993,1993-10-25,2,10000,"COPEPOD NAUPLII",8.08
"LR",1993,1993-10-25,2,20302,"DIACYCLOPS THOMASI",21.07
"LR",1993,1993-10-25,2,20601,"MESOCYCLOPS EDAX",0.05
"LR",1993,1993-10-25,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.87
"LR",1993,1993-10-25,2,30402,"LEPTODIAPTOMUS MINUTUS",11.98
"LR",1993,1993-10-25,2,50700,"BOSMINIDAE",1.98
"LR",1993,1993-10-25,2,51102,"DAPHNIA DUBIA",0.77
"LR",1993,1993-10-25,2,51105,"DAPHNIA PARVULA",0.92
"LR",1993,1993-10-25,2,51130,"DAPHNIA PULICARIA",0.32
"LR",1993,1993-10-25,2,51202,"DIAPHANOSOMA BIRGEI",0.32
"LR",1993,1993-10-25,2,51801,"HOLOPEDIUM GIBBERUM",8.81
"LR",1993,1993-10-25,2,61502,"GASTROPUS STYLIFER",15.96
"LR",1993,1993-10-25,2,61701,"KELLICOTTIA BOSTONIENSIS",0.75
"LR",1993,1993-10-25,2,61702,"KELLICOTTIA LONGISPINA",26.76
"LR",1993,1993-10-25,2,61801,"KERATELLA COCHLEARIS",26.18
"LR",1993,1993-10-25,2,61803,"KERATELLA CRASSA",25.32
"LR",1993,1993-10-25,2,61805,"KERATELLA HIEMALIS",0.79
"LR",1993,1993-09-13,2,61803,"KERATELLA CRASSA",5.67
"LR",1993,1993-09-13,2,61808,"KERATELLA TAUROCEPHALA",42.50
"LR",1993,1993-09-13,2,61900,"LECANE",5.40
"LR",1993,1993-09-13,2,63004,"POLYARTHRA REMATA",3.90
"LR",1993,1993-09-13,2,63005,"POLYARTHRA VULGARIS",10.71
"LR",1993,1993-09-13,2,63603,"TRICHOCERCA CYLINDRICA",3.34
"LR",1993,1993-09-13,2,80002,"UNKNOWN ROTIFER",0.05
"LR",1993,1993-09-13,2,80004,"UNKNOWN ROTIFER",0.60
"LR",1993,1993-09-27,2,10000,"COPEPOD NAUPLII",3.99
"LR",1993,1993-09-27,2,20302,"DIACYCLOPS THOMASI",0.75
"LR",1993,1993-09-27,2,20601,"MESOCYCLOPS EDAX",0.32
"LR",1993,1993-09-27,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",0.64
"LR",1993,1993-09-27,2,30402,"LEPTODIAPTOMUS MINUTUS",1.42
"LR",1993,1993-09-27,2,50700,"BOSMINIDAE",0.32
"LR",1993,1993-09-27,2,51102,"DAPHNIA DUBIA",0.32
"LR",1993,1993-09-27,2,51202,"DIAPHANOSOMA BIRGEI",0.32
"LR",1993,1993-09-27,2,51801,"HOLOPEDIUM GIBBERUM",0.77
"LR",1993,1993-09-27,2,61501,"GASTROPUS HYPTOPUS",0.60
"LR",1993,1993-09-27,2,61502,"GASTROPUS STYLIFER",0.79
"LR",1993,1993-09-27,2,61701,"KELLICOTTIA BOSTONIENSIS",0.60
"LR",1993,1993-09-27,2,61702,"KELLICOTTIA LONGISPINA",2.10
"LR",1993,1993-09-27,2,61801,"KERATELLA COCHLEARIS",0.60
"LR",1993,1993-09-27,2,61803,"KERATELLA CRASSA",1.04
"LR",1993,1993-09-27,2,61808,"KERATELLA TAUROCEPHALA",11.34
"LR",1993,1993-09-27,2,61900,"LECANE",0.85
"LR",1993,1993-09-27,2,63004,"POLYARTHRA REMATA",3.90
"LR",1993,1993-09-27,2,63005,"POLYARTHRA VULGARIS",8.84
"LR",1993,1993-09-27,2,63603,"TRICHOCERCA CYLINDRICA",1.30
"LR",1993,1993-10-11,2,10000,"COPEPOD NAUPLII",1.54
"LR",1993,1993-10-11,2,20302,"DIACYCLOPS THOMASI",0.37
"LR",1993,1993-10-11,2,20601,"MESOCYCLOPS EDAX",0.32
"LR",1993,1993-08-30,2,61502,"GASTROPUS STYLIFER",20.82
"LR",1993,1993-08-30,2,61701,"KELLICOTTIA BOSTONIENSIS",15.80
"LR",1993,1993-08-30,2,61702,"KELLICOTTIA LONGISPINA",2.40
"LR",1993,1993-08-30,2,61801,"KERATELLA COCHLEARIS",30.26
"LR",1993,1993-08-30,2,61802,"KERATELLA COCHLEARIS F. TECTA",0.85
"LR",1993,1993-08-30,2,61803,"KERATELLA CRASSA",33.90
"LR",1993,1993-08-30,2,61808,"KERATELLA TAUROCEPHALA",69.50
"LR",1993,1993-08-30,2,61900,"LECANE",0.05
"LR",1993,1993-08-30,2,63004,"POLYARTHRA REMATA",6.85
"LR",1993,1993-08-30,2,63005,"POLYARTHRA VULGARIS",50.24
"LR",1993,1993-08-30,2,63602,"TRICHOCERCA BIROSTRIS",1.20
"LR",1993,1993-08-30,2,63603,"TRICHOCERCA CYLINDRICA",1.50
"LR",1993,1993-08-30,2,80002,"UNKNOWN ROTIFER",7.71
"LR",1993,1993-08-30,2,80004,"UNKNOWN ROTIFER",0.34
"LR",1993,1993-09-13,2,10000,"COPEPOD NAUPLII",21.34
"LR",1993,1993-09-13,2,20601,"MESOCYCLOPS EDAX",1.48
"LR",1993,1993-09-13,2,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",6.54
"LR",1993,1993-09-13,2,30402,"LEPTODIAPTOMUS MINUTUS",7.11
"LR",1993,1993-09-13,2,50700,"BOSMINIDAE",0.77
"LR",1993,1993-09-13,2,51102,"DAPHNIA DUBIA",1.83
"LR",1993,1993-09-13,2,51105,"DAPHNIA PARVULA",0.32
"LR",1993,1993-09-13,2,51130,"DAPHNIA PULICARIA",0.92
"LR",1993,1993-09-13,2,51801,"HOLOPEDIUM GIBBERUM",2.50
"LR",1993,1993-09-13,2,60200,"ASCOMORPHA",0.60
"LR",1993,1993-09-13,2,60202,"ASCOMORPHA OVALIS",0.05
"LR",1993,1993-09-13,2,60601,"COLLOTHECA MUTABILIS",0.85
"LR",1993,1993-09-13,2,60900,"CONOCHILUS",0.10
"LR",1993,1993-09-13,2,61502,"GASTROPUS STYLIFER",1.80
"LR",1993,1993-09-13,2,61701,"KELLICOTTIA BOSTONIENSIS",0.44
"LR",1993,1993-09-13,2,61702,"KELLICOTTIA LONGISPINA",2.05
