year,site,block,treatment,species,value,dataset_id,treatment_type,timepoints,design,realm,taxon,metric,unit,comment,time_since_disturbance
2011,NAPL,10,continual,Sebastes mystinus,0.009375,reed_2020a,kelp removal,T4,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",3
2011,NAPL,10,continual,Semicossyphus pulcher,0.0203125,reed_2020a,kelp removal,T4,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",3
2011,NAPL,10,continual,Sebastes rastrelliger,0.0015625,reed_2020a,kelp removal,T4,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",3
2011,NAPL,10,continual,Sebastes serriceps,0.003125,reed_2020a,kelp removal,T4,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",3
2012,AQUE,4,control,Gibbonsia,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Rhinogobiops nicholsii,0.0116071428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Unidentified Cottidae,0.00714285714285714,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Neoclinus blanchardi,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Oxylebius pictus,0.0223214285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Aulorhynchus flavidus,0.0446428571428571,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Brachyistius frenatus,0.00714285714285714,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Rhacochilus vacca,0.0151785714285714,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Embiotoca jacksoni,0.0178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Embiotoca lateralis,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Oxyjulis californica,0.0178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Ophiodon elongatus,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Paralabrax clathratus,0.00267857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Phanerodon furcatus,0.00535714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Rhacochilus toxotes,0.00535714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Sebastes atrovirens,0.0160714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Sebastes auriculatus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Sebastes carnatus,0.00714285714285714,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Sebastes caurinus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Sebastes chrysomelas,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Unidentified YOY Sebastes,0.0321428571428571,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Scorpaena guttata,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Sebastes miniatus,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Sebastes paucispinis,0.0223214285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,4,control,Semicossyphus pulcher,0.00535714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,AQUE,7,annual,Gibbonsia,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Rhinogobiops nicholsii,0.0160714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Unidentified Cottidae,0.0160714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Citharichthys stigmaeus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Leiocottus hirundo,0.00357142857142857,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Oxylebius pictus,0.0285714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Brachyistius frenatus,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Rhacochilus vacca,0.00267857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Embiotoca jacksoni,0.00803571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Hypsurus caryi,0.00714285714285714,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Hexagrammos decagrammus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Heterostichus rostratus,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Oxyjulis californica,0.0803571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Paralabrax clathratus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Sebastes atrovirens,0.00625,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Sebastes auriculatus,0.00267857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Sebastes carnatus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Sebastes chrysomelas,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Unidentified YOY Sebastes,0.0178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Sebastes mystinus,0.0178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Sebastes paucispinis,0.0133928571428571,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Semicossyphus pulcher,0.00267857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Sebastes rastrelliger,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,7,annual,Sebastes serranoides,0.00446428571428571,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Aulorhynchus flavidus,0.0285714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Cymatogaster aggregata,0.00535714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Rhacochilus vacca,0.0303571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Embiotoca jacksoni,0.0696428571428571,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Girella nigricans,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Hypsurus caryi,0.0321428571428571,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Heterostichus rostratus,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Oxyjulis californica,0.0910714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Phanerodon furcatus,0.0785714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Rhacochilus toxotes,0.00535714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Sebastes atrovirens,0.0214285714285714,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Sebastes auriculatus,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Sebastes carnatus,0.00357142857142857,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Sebastes caurinus,0.00357142857142857,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Sebastes chrysomelas,0.0160714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Sebastes mystinus,0.0178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,AQUE,8,continual,Sebastes serranoides,0.00535714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,7,control,Unidentified Cottidae,0.00535714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,CARP,7,control,Oxylebius pictus,0.0142857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,CARP,7,control,Sebastes auriculatus,0.00625,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,CARP,7,control,Scorpaenichthys marmoratus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,CARP,9,annual,Gibbonsia,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,9,annual,Rhinogobiops nicholsii,0.00267857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,9,annual,Unidentified Cottidae,0.00357142857142857,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,9,annual,Neoclinus blanchardi,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,9,annual,Oxylebius pictus,0.00625,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,9,annual,Rhacochilus vacca,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,9,annual,Oxyjulis californica,0.00714285714285714,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,9,annual,Ophiodon elongatus,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,9,annual,Paralabrax clathratus,0.00267857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,9,annual,Paralabrax nebulifer,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,9,annual,Sebastes auriculatus,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,9,annual,Sebastes carnatus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,10,continual,Embiotoca jacksoni,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,10,continual,Heterodontus francisci,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,10,continual,Ophiodon elongatus,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,10,continual,Paralabrax nebulifer,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,10,continual,Sebastes auriculatus,0.00357142857142857,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,CARP,10,continual,Sebastes carnatus,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",4
2012,IVEE,3,control,Unidentified Cottidae,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,IVEE,3,control,Citharichthys stigmaeus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,IVEE,3,control,Leiocottus hirundo,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,IVEE,3,control,Neoclinus blanchardi,0.00267857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,IVEE,3,control,Oxylebius pictus,0.01875,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,IVEE,3,control,Embiotoca jacksoni,0.00446428571428571,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,IVEE,3,control,Girella nigricans,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,IVEE,3,control,Hexagrammos decagrammus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,IVEE,3,control,Oxyjulis californica,0.0160714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,IVEE,3,control,Ophiodon elongatus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,IVEE,3,control,Paralabrax clathratus,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,IVEE,3,control,Sebastes atrovirens,0.00267857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,IVEE,3,control,Sebastes auriculatus,0.00892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,IVEE,3,control,Scorpaenichthys marmoratus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,IVEE,3,control,Semicossyphus pulcher,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
